대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"4627","4627. 효창공원앞역 5번출구 옆",Group 3,Group 1,4736,1083,835,1093,22.87%,17.63%,23.08%
"3419","3419.국립어린이과학관",Group 3,Group 1,4723,706,902,1141,14.95%,19.10%,24.16%
"4924","4924.논현동가구거리",Group 3,Group 1,4720,810,1115,804,17.16%,23.62%,17.03%
"3649","3649. 구룡역 5번 출구",Group 3,Group 4,4715,1343,1171,824,28.48%,24.84%,17.48%
"2186","2186. 낙성대입구삼거리",Group 3,Group 3,4695,504,718,1326,10.73%,15.29%,28.24%
"3967","3967. 혜명양로원 담장 옆(2)",Group 3,Group 1,4681,924,753,854,19.74%,16.09%,18.24%
"4086","4086. 도봉로 534",Group 3,Group 1,4678,1004,489,1040,21.46%,10.45%,22.23%
"2283","2283. 그룹한빌딩옆",Group 3,Group 1,4668,608,998,1085,13.02%,21.38%,23.24%
"3917","3917. 성공회대학교",Group 3,Group 1,4662,490,844,902,10.51%,18.10%,19.35%
"671","671.대광빌딩",Group 3,Group 3,4653,452,785,1264,9.71%,16.87%,27.17%
"4885","4885. 가든파이브 리빙관",Group 3,Group 1,4652,455,1176,1155,9.78%,25.28%,24.83%
"1868","1868.우리은행 시흥남자동화점 앞",Group 3,Group 1,4627,1019,549,1160,22.02%,11.87%,25.07%
"137","137. 신촌기차역입구 교차로",Group 3,Group 3,4603,228,974,1364,4.95%,21.16%,29.63%
"2825","2825.초롱타운 앞",Group 3,Group 4,4602,1204,539,988,26.16%,11.71%,21.47%
"1853","1853. 청년취업사관학교앞",Group 3,Group 4,4593,1804,530,913,39.28%,11.54%,19.88%
"2815","2815.항동지구 7단지 정문",Group 3,Group 1,4579,470,772,1117,10.26%,16.86%,24.39%
"2062","2062. 사당새마을금고",Group 3,Group 1,4577,1072,577,1209,23.42%,12.61%,26.41%
"4665","4665. 응암역3번 출구(서부경찰서 방면)",Group 3,Group 3,4572,389,743,1377,8.51%,16.25%,30.12%
"425","425. DMC첨단산업센터",Group 3,Group 1,4566,833,1212,531,18.24%,26.54%,11.63%
"4875","4875. 위례포레샤인13단지",Group 3,Group 1,4566,980,630,1181,21.46%,13.80%,25.87%
"3101","3101. 서대문구청",Group 3,Group 3,4561,449,678,1192,9.84%,14.87%,26.13%
"2368","2368. 도곡동 경남아파트 건너편",Group 3,Group 1,4559,546,1007,1213,11.98%,22.09%,26.61%
"533","533. 금남시장 교차로",Group 3,Group 1,4547,968,467,1263,21.29%,10.27%,27.78%
"2429","2429.압구정로데오역 6번출구",Group 3,Group 3,4545,340,1199,1281,7.48%,26.38%,28.18%
"3673","3673. 강동리버스트6단지",Group 3,Group 1,4533,899,639,1130,19.83%,14.10%,24.93%
"4622","4622. 한강중학교 앞 버스정류장",Group 3,Group 3,4531,446,878,1369,9.84%,19.38%,30.21%
"2309","2309. 청담역(우리들병원 앞)",Group 3,Group 4,4529,1148,807,893,25.35%,17.82%,19.72%
"4247","4247. 서울서부지방법원등기국앞",Group 3,Group 1,4529,867,592,1068,19.14%,13.07%,23.58%
"2370","2370. 한티역 3번출구",Group 3,Group 1,4520,488,828,1172,10.80%,18.32%,25.93%
"858","858.녹사평역3번 출구",Group 3,Group 3,4509,260,994,1431,5.77%,22.04%,31.74%
"942","942. 상림마을 생태공원",Group 3,Group 4,4500,1179,355,1277,26.20%,7.89%,28.38%
"5766","5766. 북위례1",Group 3,Group 1,4499,796,507,1259,17.69%,11.27%,27.98%
"3630","3630. 개포우성6차아파트 정문 앞",Group 3,Group 4,4491,1369,607,1126,30.48%,13.52%,25.07%
"3612","3612. 은곡마을",Group 3,Group 3,4490,514,702,1459,11.45%,15.63%,32.49%
"2144","2144. 난우길입구",Group 3,Group 1,4473,517,673,1115,11.56%,15.05%,24.93%
"4428","4428.돈암동부센트레빌상가",Group 3,Group 3,4472,340,641,1381,7.60%,14.33%,30.88%
"422","422. 문화비축기지",Group 3,Group 3,4469,169,577,2023,3.78%,12.91%,45.27%
"2057","2057. 상도 아이파크 아파트",Group 3,Group 1,4466,940,432,1142,21.05%,9.67%,25.57%
"4632","4632. 용산 푸르지오 파크타운 1단지 앞",Group 3,Group 1,4446,745,1035,1129,16.76%,23.28%,25.39%
"388","388. 동성중학교 앞",Group 3,Group 1,4439,951,584,1016,21.42%,13.16%,22.89%
"480","480.약수역 6번 출구",Group 3,Group 3,4439,355,679,1157,8.00%,15.30%,26.06%
"3615","3615. 서울 논현동우체국 앞",Group 3,Group 1,4425,540,1362,824,12.20%,30.78%,18.62%
"3725","3725. 강북 청소년 문화정보도서관 앞",Group 3,Group 1,4425,620,610,1257,14.01%,13.79%,28.41%
"2167","2167. 낙성대역 1번출구",Group 3,Group 3,4423,277,826,1293,6.26%,18.68%,29.23%
"3807","3807. 관악우체국 교차로",Group 3,Group 1,4417,979,449,1234,22.16%,10.17%,27.94%
"397","397. 종묘공영주차장 건너편",Group 3,Group 3,4396,247,805,1238,5.62%,18.31%,28.16%
"867","867.서빙고역 광장(1번출구)",Group 3,Group 1,4374,756,899,1291,17.28%,20.55%,29.52%
"2321","2321. 학여울역 사거리",Group 3,Group 1,4373,688,718,1448,15.73%,16.42%,33.11%
"4607","4607. 국립중앙박물관 -용산가족공원 앞",Group 3,Group 3,4361,126,812,1959,2.89%,18.62%,44.92%
"953","953. 서울연신초등학교",Group 3,Group 1,4340,614,591,1213,14.15%,13.62%,27.95%
"4909","4909. 노보텔 앰배서더 앞",Group 3,Group 1,4337,416,1049,1111,9.59%,24.19%,25.62%
"3105","3105. 홍은센트레빌 아파트 앞",Group 3,Group 1,4326,755,568,1225,17.45%,13.13%,28.32%
"5336","5336. 월계 고등학교 앞",Group 3,Group 1,4324,451,536,635,10.43%,12.40%,14.69%
"469","469.회현역 1번출구",Group 3,Group 1,4322,633,846,795,14.65%,19.57%,18.39%
"3682","3682. 길동 동호빌딩",Group 3,Group 1,4321,869,515,1138,20.11%,11.92%,26.34%
"4625","4625. 용산공원갤러리앞",Group 3,Group 1,4321,580,1226,843,13.42%,28.37%,19.51%
"724","724. 계남공원 입구 주출입구 좌측",Group 3,Group 1,4302,854,556,1073,19.85%,12.92%,24.94%
"4892","4892. 성내유수지 체육공원",Group 3,Group 1,4298,706,885,1061,16.43%,20.59%,24.69%
"4493","4493. 마천사거리 2",Group 3,Group 1,4293,898,797,1124,20.92%,18.57%,26.18%
"515","515. 광양중학교 앞",Group 3,Group 1,4292,660,563,1323,15.38%,13.12%,30.82%
"823","823. 효창동주민센터 앞",Group 3,Group 1,4288,975,546,1201,22.74%,12.73%,28.01%
"3556","3556.신금호파크자이APT앞",Group 3,Group 3,4270,431,678,1351,10.09%,15.88%,31.64%
"2382","2382. 역삼동 sk뷰 501동앞",Group 3,Group 3,4250,352,893,1124,8.28%,21.01%,26.45%
"382","382. 약수역 10번출구 앞",Group 3,Group 3,4245,409,632,1028,9.63%,14.89%,24.22%
"2373","2373. 개포동역 사거리",Group 3,Group 3,4243,404,643,1244,9.52%,15.15%,29.32%
"679","679.전농SK아파트 앞",Group 3,Group 1,4240,793,615,1190,18.70%,14.50%,28.07%
"1200","1200. 개화광역환승센터",Group 3,Group 1,4238,340,1213,921,8.02%,28.62%,21.73%
"4344","4344. 양재대로(구룡지하차도 앞)",Group 3,Group 4,4234,1149,521,1051,27.14%,12.31%,24.82%
"2812","2812.항동프라자",Group 3,Group 1,4232,603,763,1057,14.25%,18.03%,24.98%
"4043","4043. 상계주공13단지 1301동",Group 3,Group 1,4223,1004,386,1052,23.77%,9.14%,24.91%
"1863","1863.위너스 스포츠클럽 골프연습장옆",Group 3,Group 4,4213,1443,408,734,34.25%,9.68%,17.42%
"606","606. 서울반도체고 앞",Group 3,Group 3,4208,337,697,1215,8.01%,16.56%,28.87%
"159","159. 이대역 4번 출구",Group 3,Group 3,4195,342,958,1186,8.15%,22.84%,28.27%
"1213","1213. 백토공원 앞",Group 3,Group 4,4192,1050,572,1028,25.05%,13.65%,24.52%
"3724","3724. 삼양동주민센터 앞",Group 3,Group 3,4192,269,580,1151,6.42%,13.84%,27.46%
"4340","4340. 방배래미안아트힐아파트 앞",Group 3,Group 2,4180,459,1421,868,10.98%,34.00%,20.77%
"2094","2094.숭실대학교(중문)",Group 3,Group 3,4178,376,600,1265,9.00%,14.36%,30.28%
"5602","5602.래미안신반포리오센트 후문",Group 3,Group 3,4175,513,659,1560,12.29%,15.78%,37.37%
"4266","4266.국민연금공단충정로사옥",Group 3,Group 1,4174,919,815,776,22.02%,19.53%,18.59%
"4149","4149.제기동역 5번출구",Group 3,Group 1,4170,762,646,1091,18.27%,15.49%,26.16%
"1137","1137. 등촌2동주민센터",Group 3,Group 1,4167,913,486,816,21.91%,11.66%,19.58%
"808","808. 서빙고동 금호맨션 앞",Group 3,Group 3,4161,327,755,1699,7.86%,18.14%,40.83%
"1181","1181. 농수산식품공사 (강서지사)",Group 3,Group 2,4160,210,1462,365,5.05%,35.14%,8.77%
"4162","4162. 노량진1동 청소년독서실",Group 3,Group 1,4152,1000,549,980,24.08%,13.22%,23.60%
"2256","2256.양재동 꽃시장 입구",Group 3,Group 1,4151,726,1294,760,17.49%,31.17%,18.31%
"2210","2210. 반포1동 주민센터 앞",Group 3,Group 1,4141,658,706,1162,15.89%,17.05%,28.06%
"1826","1826. 한신코아 앞",Group 3,Group 4,4140,1018,650,1004,24.59%,15.70%,24.25%
"479","479.동대입구역 3번 출구",Group 3,Group 3,4139,488,786,1320,11.79%,18.99%,31.89%
"4932","4932. 개포래미안포레스트 130동 맞은편",Group 3,Group 1,4139,874,538,1033,21.12%,13.00%,24.96%
"2329","2329. 르네상스호텔사거리 역삼지하보도 2번출구",Group 3,Group 1,4136,649,729,737,15.69%,17.63%,17.82%
"2304","2304. 대현그린타워",Group 3,Group 1,4125,526,1346,781,12.75%,32.63%,18.93%
"1865","1865.금천구청앞(M빌딩)",Group 3,Group 1,4109,827,813,742,20.13%,19.79%,18.06%
"3674","3674. 강동리버스트7단지",Group 3,Group 1,4087,950,483,939,23.24%,11.82%,22.98%
"3932","3932. 개봉센트레빌레우스아파트 앞",Group 3,Group 4,4081,1007,531,938,24.68%,13.01%,22.98%
"4829","4829. 신내동 한살림 중랑지구 건너편",Group 3,Group 4,4081,1256,410,894,30.78%,10.05%,21.91%
"2311","2311. 학동로 래미안 아파트 앞",Group 3,Group 1,4066,522,1035,922,12.84%,25.45%,22.68%
"2285","2285. LH서초3단지 301동 맞은편",Group 3,Group 1,4065,817,531,1193,20.10%,13.06%,29.35%
"2351","2351. 청소년수련관(수영장)앞",Group 3,Group 3,4065,480,546,1077,11.81%,13.43%,26.49%
"4752","4752. 삼성사이버빌리지아파트",Group 3,Group 1,4061,616,810,1044,15.17%,19.95%,25.71%
"3005","3005.마포구청 청사내",Group 3,Group 1,4044,538,893,525,13.30%,22.08%,12.98%
"1850","1850. 코오롱테크노밸리",Group 3,Group 2,4043,215,1286,653,5.32%,31.81%,16.15%
"5315","5315. 불암산역 앞",Group 3,Group 1,4040,667,619,1030,16.51%,15.32%,25.50%
"4913","4913. 레베쌍트 빌딩 앞",Group 3,Group 1,4039,252,1104,761,6.24%,27.33%,18.84%
"2270","2270. 서초포레스타 7단지",Group 3,Group 4,4029,1104,562,999,27.40%,13.95%,24.80%
"4776","4776. 신세계면세점",Group 3,Group 1,4025,259,1070,870,6.43%,26.58%,21.61%
"4609","4609. 파크타워 104동 앞",Group 3,Group 3,4018,392,679,1471,9.76%,16.90%,36.61%
"2347","2347. 두산건설 본사",Group 3,Group 2,4017,254,1442,640,6.32%,35.90%,15.93%
"5779","5779. 나래교",Group 3,Group 4,4000,1119,545,908,27.98%,13.63%,22.70%
"4610","4610. 한남나인원 105동 앞",Group 3,Group 3,3977,170,919,1096,4.27%,23.11%,27.56%
"1728","1728. 서울북부지방법원",Group 3,Group 2,3975,404,1409,635,10.16%,35.45%,15.97%
"1427","1427. 용마산역 1번출구",Group 3,Group 3,3965,303,1082,1033,7.64%,27.29%,26.05%
"3134","3134.SK리쳄블(서울아리수본부)",Group 3,Group 4,3957,1189,591,899,30.05%,14.94%,22.72%
"3616","3616. 역삼중학교 앞(체육관 방향)",Group 3,Group 1,3954,568,692,974,14.37%,17.50%,24.63%
"2281","2281. 서울교통공사 사당별관 건너편",Group 3,Group 1,3950,933,580,832,23.62%,14.68%,21.06%
"3654","3654. 강동리버스트4단지아파트 405동 앞",Group 3,Group 3,3946,560,419,1206,14.19%,10.62%,30.56%
"5773","5773. 송파시그니처롯데캐슬",Group 3,Group 4,3937,1100,478,1081,27.94%,12.14%,27.46%
"1864","1864.산호시티빌 옆",Group 3,Group 1,3931,911,565,945,23.17%,14.37%,24.04%
"3426","3426.독립문역 2번출구 뒤",Group 3,Group 4,3927,1562,420,807,39.78%,10.70%,20.55%
"1263","1263. 장지공영차고지",Group 3,Group 1,3917,684,484,712,17.46%,12.36%,18.18%
"4098","4098.창동역 1번출구 인근",Group 3,Group 3,3899,303,807,1086,7.77%,20.70%,27.85%
"4676","4676. 갈현1동 주민센터",Group 3,Group 1,3897,562,518,869,14.42%,13.29%,22.30%
"1546","1546. 송천동우체국",Group 3,Group 3,3896,273,700,894,7.01%,17.97%,22.95%
"4830","4830. 신내 우디안 111동 앞",Group 3,Group 4,3892,1145,369,940,29.42%,9.48%,24.15%
"1366","1366. 일신초등학교 옆",Group 3,Group 1,3881,640,474,1201,16.49%,12.21%,30.95%
"1646","1646. 삼육대 입구",Group 3,Group 1,3880,561,450,936,14.46%,11.60%,24.12%
"1347","1347. 길음래미안아파트817동 상가 앞",Group 3,Group 1,3853,600,337,1059,15.57%,8.75%,27.49%
"4937","4937.개포래미안포레스트 126동 앞",Group 3,Group 4,3847,976,444,991,25.37%,11.54%,25.76%
"1542","1542. 삼양사거리역",Group 3,Group 3,3846,368,443,994,9.57%,11.52%,25.85%
"173","173. 서대문역 8번출구 앞",Group 3,Group 1,3840,676,1062,556,17.60%,27.66%,14.48%
"1386","1386.동선고가차도 초입",Group 3,Group 1,3839,560,454,1099,14.59%,11.83%,28.63%
"295","295.영등포공원 분수대 앞",Group 3,Group 4,3833,1246,479,929,32.51%,12.50%,24.24%
"2092","2092.흑석한강푸르지오(110동)",Group 3,Group 1,3833,891,389,906,23.25%,10.15%,23.64%
"6187","6187.마곡119안전센터 맞은편",Group 3,Group 4,3832,1207,507,598,31.50%,13.23%,15.61%
"1943","1943. 온수역 북측",Group 3,Group 3,3826,222,789,978,5.80%,20.62%,25.56%
"2609","2609. 보성중고등학교 후문 앞",Group 3,Group 1,3825,849,480,406,22.20%,12.55%,10.61%
"1679","1679. 삼육대 도서관",Group 3,Group 3,3821,137,635,856,3.59%,16.62%,22.40%
"3114","3114.충정로역 3번 출구",Group 3,Group 1,3815,640,616,942,16.78%,16.15%,24.69%
"2305","2305. MCM 본사 직영점 앞",Group 3,Group 2,3798,85,1908,484,2.24%,50.24%,12.74%
"2363","2363. 강남 을지병원 교차로",Group 3,Group 3,3798,175,989,884,4.61%,26.04%,23.28%
"1188","1188. 롯데중앙연구소",Group 3,Group 2,3789,307,1736,495,8.10%,45.82%,13.06%
"1038","1038. 강일 다솜 어린이 공원",Group 3,Group 1,3788,702,502,911,18.53%,13.25%,24.05%
"1525","1525. 미아동 복합청사",Group 3,Group 1,3779,670,717,791,17.73%,18.97%,20.93%
"1819","1819. 금천구청 앞 자전거거치대",Group 3,Group 1,3773,339,775,742,8.98%,20.54%,19.67%
"4908","4908. SB타워 앞",Group 3,Group 2,3761,117,1294,745,3.11%,34.41%,19.81%
"2065","2065. 서울시여성가족재단",Group 3,Group 1,3748,670,471,855,17.88%,12.57%,22.81%
"857","857. 현대 안성타워",Group 3,Group 3,3740,97,1061,1027,2.59%,28.37%,27.46%
"3813","3813. 낙성대역 5번출구",Group 3,Group 3,3734,312,653,1108,8.36%,17.49%,29.67%
"5100","5100. 강서도로사업소",Group 3,Group 2,3733,322,1505,420,8.63%,40.32%,11.25%
"2406","2406. 논현동 광명빌딩 앞",Group 3,Group 3,3732,127,1069,807,3.40%,28.64%,21.62%
"4277","4277. 서대문우체국 정류소 옆",Group 3,Group 1,3722,523,594,1000,14.05%,15.96%,26.87%
"435","435. SK 남산빌딩",Group 3,Group 1,3705,559,749,727,15.09%,20.22%,19.62%
"4903","4903. 신사스퀘어",Group 3,Group 3,3704,140,1019,945,3.78%,27.51%,25.51%
"442","442.서울역 서부",Group 3,Group 4,3698,953,590,908,25.77%,15.95%,24.55%
"1058","1058. 고덕숲 아이파크 1",Group 3,Group 1,3696,763,450,1003,20.64%,12.18%,27.14%
"4882","4882. 위례포레샤인18단지 1802동",Group 3,Group 1,3694,681,489,883,18.44%,13.24%,23.90%
"1761","1761.방학중학교 앞",Group 3,Group 1,3693,775,508,888,20.99%,13.76%,24.05%
"4248","4248. 신촌 교보빌딩",Group 3,Group 3,3693,267,647,1127,7.23%,17.52%,30.52%
"2398","2398. 더라움",Group 3,Group 1,3689,437,841,790,11.85%,22.80%,21.42%
"2371","2371. 한국우편사업진흥원",Group 3,Group 1,3688,353,916,814,9.57%,24.84%,22.07%
"3688","3688. 상일동산(동아아파트앞 교차로)",Group 3,Group 1,3686,694,650,847,18.83%,17.63%,22.98%
"3973","3973. 독산2동주민센터 앞",Group 3,Group 4,3683,1016,345,858,27.59%,9.37%,23.30%
"4668","4668. 기자촌사거리 B",Group 3,Group 3,3682,423,699,1032,11.49%,18.98%,28.03%
"1703","1703. 도봉산광역환승센터앞",Group 3,Group 3,3676,162,1012,993,4.41%,27.53%,27.01%
"2203","2203. 청계산입구역 2번출구",Group 3,Group 3,3674,182,855,977,4.95%,23.27%,26.59%
"4490","4490. 송파파인타운 10단지 1005동",Group 3,Group 1,3667,763,394,994,20.81%,10.74%,27.11%
"1558","1558.강북문화정보도서관",Group 3,Group 3,3653,448,629,1168,12.26%,17.22%,31.97%
"1466","1466.두산대림아파트 삼거리",Group 3,Group 3,3633,311,599,1060,8.56%,16.49%,29.18%
"524","524. 래미안금호하이리버 아파트 102동 옆",Group 3,Group 1,3631,715,459,947,19.69%,12.64%,26.08%
"4827","4827. 신내SK V1센터 앞",Group 3,Group 2,3614,276,1906,386,7.64%,52.74%,10.68%
"3661","3661. 명일동신동아아파트 앞",Group 3,Group 1,3607,591,529,819,16.38%,14.67%,22.71%
"2310","2310. 청담동 맥도날드 옆(위치)",Group 3,Group 3,3605,210,951,835,5.83%,26.38%,23.16%
"4153","4153. 흑석동효사정앞",Group 3,Group 1,3605,533,550,1054,14.79%,15.26%,29.24%
"4132","4132. 이문삼익아파트 앞",Group 3,Group 4,3603,882,320,958,24.48%,8.88%,26.59%
"4103","4103. 휘경sk뷰아파트 앞",Group 3,Group 3,3601,448,631,1068,12.44%,17.52%,29.66%
"470","470.회현역 7번출구",Group 3,Group 1,3598,532,923,777,14.79%,25.65%,21.60%
"4351","4351.서울AI허브 앞",Group 3,Group 2,3597,155,1159,632,4.31%,32.22%,17.57%
"4768","4768. 서울도시건축전시관",Group 3,Group 4,3593,1055,741,532,29.36%,20.62%,14.81%
"3910","3910. 목양전원교회 앞 로터리",Group 3,Group 1,3559,517,437,1012,14.53%,12.28%,28.43%
"978","978.녹번 힐스테이트상가앞",Group 3,Group 3,3541,362,747,944,10.22%,21.10%,26.66%
"1951","1951. 천왕이펜하우스 4단지 후문",Group 3,Group 4,3541,863,461,952,24.37%,13.02%,26.89%
"5785","5785.한림연예예술고등학교",Group 3,Group 1,3541,704,422,789,19.88%,11.92%,22.28%
"1823","1823. W컨템포오피스텔앞",Group 3,Group 1,3517,745,525,676,21.18%,14.93%,19.22%
"139","139. 연세대 정문 건너편",Group 3,Group 1,3508,473,710,669,13.48%,20.24%,19.07%
"4667","4667. 폭포동입구 교차로",Group 3,Group 1,3504,449,541,890,12.81%,15.44%,25.40%
"608","608. 전농삼성아파트",Group 3,Group 1,3499,833,418,812,23.81%,11.95%,23.21%
"1756","1756.서울북부광역등기국",Group 3,Group 3,3499,333,602,860,9.52%,17.20%,24.58%
"3109","3109.북한산더샾 106동 앞",Group 3,Group 3,3493,360,464,945,10.31%,13.28%,27.05%
"616","616. 서울시립대 정문 앞 A",Group 3,Group 3,3468,279,478,766,8.04%,13.78%,22.09%
"3923","3923. 구로공구상가 앞",Group 3,Group 1,3463,239,848,596,6.90%,24.49%,17.21%
"1007","1007.암사동 선사유적지",Group 3,Group 3,3458,180,388,1406,5.21%,11.22%,40.66%
"5504","5504.아현교회",Group 3,Group 1,3453,426,896,731,12.34%,25.95%,21.17%
"2235","2235.KT 서초지사 앞",Group 3,Group 1,3442,322,951,669,9.36%,27.63%,19.44%
"3974","3974.  안천중학교",Group 3,Group 4,3433,1078,303,640,31.40%,8.83%,18.64%
"5507","5507. 아현래미안푸르지오아파트 104동 앞",Group 3,Group 4,3433,1012,271,925,29.48%,7.89%,26.94%
"4781","4781. 브라운스위트레지던스",Group 3,Group 4,3430,978,761,660,28.51%,22.19%,19.24%
"2226","2226. 신동아럭스빌아파트 앞",Group 3,Group 2,3429,265,1305,692,7.73%,38.06%,20.18%
"4240","4240. 아현문화건강센터",Group 3,Group 1,3428,825,473,792,24.07%,13.80%,23.10%
"2088","2088.상도중앙하이츠빌 입구",Group 3,Group 4,3427,857,365,858,25.01%,10.65%,25.04%
"3530","3530. 왕십리자이아파트 후문(삼거리)",Group 3,Group 1,3427,790,298,883,23.05%,8.70%,25.77%
"352","352. 중앙고입구 삼거리",Group 3,Group 1,3419,557,658,900,16.29%,19.25%,26.32%
"4956","4956. 암사역사공원역 1번출구",Group 3,Group 1,3419,626,579,1020,18.31%,16.93%,29.83%
"6062","6062.서울역파출소",Group 3,Group 4,3419,1121,536,831,32.79%,15.68%,24.31%
"1979","1979. 구로1동우체국 앞",Group 3,Group 4,3414,897,302,825,26.27%,8.85%,24.17%
"4925","4925. 청담백영빌딩 앞",Group 3,Group 1,3414,198,925,726,5.80%,27.09%,21.27%
"4177","4177. 롯데캐슬 101동 앞",Group 3,Group 1,3413,793,299,939,23.23%,8.76%,27.51%
"2143","2143. 서울산업정보학교",Group 3,Group 1,3412,432,635,985,12.66%,18.61%,28.87%
"2649","2649.오금공원사거리2",Group 3,Group 3,3402,435,559,992,12.79%,16.43%,29.16%
"3703","3703. 삼양입구사거리",Group 3,Group 1,3400,594,405,910,17.47%,11.91%,26.76%
"3622","3622. 은마아파트입구 사거리(1)",Group 3,Group 3,3394,201,609,989,5.92%,17.94%,29.14%
"4454","4454. 위례 포레샤인 1809동 부근",Group 3,Group 1,3332,586,367,931,17.59%,11.01%,27.94%
"1365","1365. 선잠단지 앞",Group 3,Group 1,3329,592,302,959,17.78%,9.07%,28.81%
"410","410. 상암중학교 옆",Group 3,Group 3,3321,297,615,898,8.94%,18.52%,27.04%
"2659","2659.서울친환경유통센터",Group 3,Group 4,3304,1046,302,572,31.66%,9.14%,17.31%
"2817","2817.천왕이펜하우스5단지 앞",Group 3,Group 1,3292,389,556,738,11.82%,16.89%,22.42%
