대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"3925","3925. 중앙유통단지 앞 B",Group 3,Group 2,11597,402,4867,738,3.47%,41.97%,6.36%
"4674","4674. 녹번역e편한세상 캐슬 정문 앞",Group 3,Group 1,11594,1617,1990,3192,13.95%,17.16%,27.53%
"805","805. 문배어린이공원 앞",Group 3,Group 1,11571,2278,1583,2822,19.69%,13.68%,24.39%
"4018","4018. 상계주공15단지 버스정류소",Group 3,Group 1,11559,1934,2025,2928,16.73%,17.52%,25.33%
"2111","2111. 서울대입구역 1번출구",Group 3,Group 3,11556,936,1841,3212,8.10%,15.93%,27.80%
"2642","2642.마천동 성내천 쉼터",Group 3,Group 1,11554,1991,1268,3157,17.23%,10.97%,27.32%
"2308","2308. 압구정파출소 앞",Group 3,Group 3,11530,999,2628,2948,8.66%,22.79%,25.57%
"5857","5857. U레지던스 앞",Group 3,Group 4,11526,3583,1274,2936,31.09%,11.05%,25.47%
"4629","4629. 한강초교보도육교 앞",Group 3,Group 3,11521,574,2564,3521,4.98%,22.26%,30.56%
"5872","5872. 서경팰리스 앞",Group 3,Group 1,11505,1705,1626,2736,14.82%,14.13%,23.78%
"1178","1178. 개화산역 2번 출구",Group 3,Group 1,11504,1649,2178,2982,14.33%,18.93%,25.92%
"661","661. 경희대학교 청운관",Group 3,Group 1,11502,679,2860,2235,5.90%,24.87%,19.43%
"1396","1396.래미안장위퍼스트하이(513동)",Group 3,Group 1,11497,2500,1665,3001,21.74%,14.48%,26.10%
"672","672.대광고등학교",Group 3,Group 1,11493,1689,1614,2657,14.70%,14.04%,23.12%
"3988","3988. 엘아르베뉴 102동 앞",Group 3,Group 4,11476,2857,2732,2068,24.90%,23.81%,18.02%
"962","962. 은평뉴타운엘크루 앞",Group 3,Group 3,11463,430,2001,3338,3.75%,17.46%,29.12%
"3980","3980. 금천현대홈타운 후문 서부샛길",Group 3,Group 4,11442,3517,1492,2500,30.74%,13.04%,21.85%
"2914","2914.서울과학기술대학교(미래관)",Group 3,Group 2,11420,425,3375,1298,3.72%,29.55%,11.37%
"1361","1361. 홍익중고 입구",Group 3,Group 1,11409,2337,1432,2911,20.48%,12.55%,25.51%
"181","181. 망원초록길 입구",Group 3,Group 3,11406,743,1702,4581,6.51%,14.92%,40.16%
"3959","3959. 시흥사거리(시흥동 994-3 앞)",Group 3,Group 1,11404,2618,2015,2767,22.96%,17.67%,24.26%
"4825","4825. 신내동 벽산아파트 후문 앞",Group 3,Group 4,11392,2785,1349,2717,24.45%,11.84%,23.85%
"2706","2706.강서공업고등학교 앞",Group 3,Group 1,11377,2671,1661,2934,23.48%,14.60%,25.79%
"399","399. 서울역 센트럴 자이아파트",Group 3,Group 4,11371,3250,1980,2542,28.58%,17.41%,22.36%
"4499","4499. 세양청마루 101동 앞",Group 3,Group 1,11364,2614,1548,2861,23.00%,13.62%,25.18%
"1953","1953. 천왕역 4번출구 뒤",Group 3,Group 1,11356,1776,2543,2477,15.64%,22.39%,21.81%
"1557","1557.신창교",Group 3,Group 1,11349,1561,1767,2894,13.75%,15.57%,25.50%
"170","170. DMC파크뷰자이아파트 302동 앞",Group 3,Group 4,11341,2894,1318,3304,25.52%,11.62%,29.13%
"4478","4478. 문정근린공원2",Group 3,Group 1,11338,2166,1483,2520,19.10%,13.08%,22.23%
"4530","4530. 방아다리어린이공원",Group 3,Group 1,11328,1522,1614,3057,13.44%,14.25%,26.99%
"5860","5860. 어울림병원 앞",Group 3,Group 4,11301,2779,1348,2840,24.59%,11.93%,25.13%
"1565","1565.수유사거리",Group 3,Group 3,11298,1070,1984,3013,9.47%,17.56%,26.67%
"2091","2091. 이수역9번출구",Group 3,Group 3,11298,891,2418,2856,7.89%,21.40%,25.28%
"552","552. 대림아크로리버 앞",Group 3,Group 3,11289,1315,1589,3234,11.65%,14.08%,28.65%
"2012","2012. 대림사거리(동작상떼빌아파트)",Group 3,Group 1,11287,1584,2116,2790,14.03%,18.75%,24.72%
"4208","4208. 스타벅스(동교동) 앞",Group 3,Group 3,11283,421,3166,2910,3.73%,28.06%,25.79%
"739","739. 신월사거리",Group 3,Group 1,11282,2109,1602,2119,18.69%,14.20%,18.78%
"2511","2511. 이수역 6번출구 앞",Group 3,Group 1,11265,1811,2285,2582,16.08%,20.28%,22.92%
"4887","4887. 호돌이상가",Group 3,Group 1,11260,2037,2241,2664,18.09%,19.90%,23.66%
"4427","4427. 동일하이빌뉴시티",Group 3,Group 1,11259,1294,2001,3057,11.49%,17.77%,27.15%
"762","762. 오목로 무중력지대 앞",Group 3,Group 3,11248,636,2274,3333,5.65%,20.22%,29.63%
"182","182. 망원2빗물펌프장 앞",Group 3,Group 3,11246,1123,1749,4140,9.99%,15.55%,36.81%
"2324","2324. 천주교 대치 2동 교회 옆",Group 3,Group 3,11226,1004,2326,3050,8.94%,20.72%,27.17%
"984","984.상신초등학교앞 버스정류장",Group 3,Group 1,11224,2153,1375,3008,19.18%,12.25%,26.80%
"752","752. 성원2차 아파트",Group 3,Group 4,11184,2798,1577,2800,25.02%,14.10%,25.04%
"4138","4138. 조일빌딩 앞",Group 3,Group 1,11177,2518,1969,2575,22.53%,17.62%,23.04%
"2191","2191.대학동주민센터",Group 3,Group 3,11176,1357,1618,3067,12.14%,14.48%,27.44%
"346","346. 맥스타일 앞",Group 3,Group 3,11168,564,2128,2346,5.05%,19.05%,21.01%
"2179","2179. 양녕로 입구",Group 3,Group 3,11162,993,1754,3398,8.90%,15.71%,30.44%
"1722","1722. 창동청소년수련관",Group 3,Group 1,11154,1833,1632,2116,16.43%,14.63%,18.97%
"2409","2409. 역삼동 디오슈페리움 (우성아파트 사거리)",Group 3,Group 1,11139,1073,2827,2203,9.63%,25.38%,19.78%
"3587","3587.우성식품 앞",Group 3,Group 1,11133,2354,1381,2869,21.14%,12.40%,25.77%
"743","743. 현대6차아파트 101동 옆",Group 3,Group 1,11126,1953,1587,1964,17.55%,14.26%,17.65%
"2603","2603. 송파 글마루 도서관",Group 3,Group 1,11110,1838,1425,2820,16.54%,12.83%,25.38%
"4406","4406. 장곡초등학교 앞",Group 3,Group 1,11107,1700,1396,2817,15.31%,12.57%,25.36%
"300","300. 정동사거리",Group 3,Group 1,11090,2584,2247,1918,23.30%,20.26%,17.29%
"4643","4643. 한가람아파트 앞",Group 3,Group 3,11069,910,1700,4109,8.22%,15.36%,37.12%
"4062","4062. 평화도봉공원 주변",Group 3,Group 1,11042,1443,1909,2939,13.07%,17.29%,26.62%
"4803","4803. 상봉2동 주민센터 앞",Group 3,Group 1,11038,1768,1670,2675,16.02%,15.13%,24.23%
"2823","2823.중앙유통단지 앞",Group 3,Group 2,11029,820,3659,1326,7.43%,33.18%,12.02%
"519","519. 양지사거리",Group 3,Group 1,11022,1748,2238,2566,15.86%,20.30%,23.28%
"5314","5314. 월계1동주민센터 앞",Group 3,Group 1,11017,1364,1703,2707,12.38%,15.46%,24.57%
"4224","4224. 서부운전면허시험장",Group 3,Group 1,11013,2173,1665,2341,19.73%,15.12%,21.26%
"6190","6190.마곡광장(마곡나루역 6번출구)",Group 3,Group 4,11011,3376,2455,2037,30.66%,22.30%,18.50%
"3803","3803. 남서울중학교",Group 3,Group 1,11009,1962,1550,2716,17.82%,14.08%,24.67%
