대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중,군집_이용건수,군집_이용비중,위도,경도
1106,1106. 신방화사거리,39587,7492,6839,9917,0.1892540480460757,0.1727587339278045,0.250511531563392,2,0,37.57256317,126.81642151
631,631. 답십리역 1번출구,39342,7321,8872,7824,0.1860861166183722,0.2255096334705912,0.1988714351075186,2,1,37.5681839,127.05127716
1010,1010. 강동세무서,39256,5086,7531,9513,0.1295598125127369,0.1918432851029142,0.2423323823109843,2,1,37.53450775,127.13840485
5866,5866.포레나 당산,39226,2932,8326,10840,0.0747463417121297,0.2122571763626166,0.2763473206546678,2,3,37.52195358,126.89550781
1650,1650. 중계근린공원내,39150,5245,6256,10852,0.1339719029374201,0.1597956577266922,0.2771902937420178,2,3,37.63957977,127.06510162
4865,4865. 한성백제역 1번출구 뒤,39097,6707,6874,10458,0.1715476890810036,0.1758191165562575,0.2674885541090109,2,3,37.51647949,127.1149826
2723,2723.마곡 필네이처,39086,7238,9251,7472,0.1851813948728445,0.2366832113800337,0.1911681932149618,2,1,37.56089401,126.83669281
1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),39073,5942,10216,7939,0.1520743224221329,0.2614593197348552,0.2031837841988073,2,1,37.55746078,126.86145782
5862,5862. 당산역11번출구,39067,7629,9082,8632,0.1952799037550874,0.2324724191773107,0.220953746128446,2,1,,
236,236. 문래동자이아파트 앞,38995,6058,5832,10406,0.1553532504167201,0.1495576355943069,0.266854724964739,2,3,37.51615524,126.89461517
4514,4514. 목동성당 앞,38862,6120,5004,10723,0.1574803149606299,0.1287633163501621,0.2759250681900057,2,3,37.52319717,126.86930084
4108,4108. 답십리파크자이아파트 앞,38850,10394,4820,9393,0.2675418275418275,0.124066924066924,0.2417760617760617,2,0,37.5676918,127.05789185
1029,1029. 성내어울터,38449,2279,7437,11443,0.0592733231033316,0.1934250565684413,0.2976150224973341,1,3,37.53655624,127.12553406
731,731. 서울시 도로환경관리센터,38340,3459,8243,11593,0.0902190923317683,0.2149973917579551,0.3023735002608242,2,3,37.5298996,126.87654114
3202,3202.당산롯데캐슬프레스티지,38309,8168,6006,9989,0.2132136051580568,0.1567777806781696,0.2607481270719674,2,0,37.52869034,126.903862
2919,2919.등나무 근린공원(시립북서울미술관 앞) ,38293,2559,7149,11180,0.0668268351918105,0.1866920847152221,0.2919593659415559,1,3,37.64020538,127.06761932
793,793.목동5단지아파트 534동,38209,3997,6114,11117,0.10460886178649,0.1600146562328247,0.290952393415164,1,3,37.53302002,126.87789917
788,788.양천구청역 2번출구 옆,38130,5207,11643,7433,0.1365591397849462,0.3053501180173092,0.1949383687385261,2,1,37.51228714,126.86528015
791,791.현대하이페리온,38084,3192,6570,10586,0.0838147253439764,0.1725133914504779,0.2779644995273606,1,3,37.52490616,126.86978912
1293,1293. 석촌호수 서호 사거리,38081,6027,6324,10282,0.1582679026286074,0.1660670675665029,0.2700034137758987,2,3,37.50656128,127.09655762
2720,2720.힐스테이트에코,38052,5442,8577,7885,0.1430148218227688,0.2254020813623462,0.2072164406601492,2,1,37.55965805,126.8296051
3010,3010.홍대입구역 3번출구,38015,4638,8159,10178,0.1220044719189793,0.2146258056030514,0.2677364198342759,2,3,37.5582962,126.92538452
3509,3509. 세종사이버대학교,37980,8436,5868,8573,0.2221169036334913,0.1545023696682464,0.225724065297525,2,0,37.55341721,127.07319641
3784,3784. 벽산아파트,37956,9304,5190,10081,0.2451259352934977,0.1367372747391716,0.2655970070608072,2,0,37.57531738,126.83666992
275,275. 신동아아파트,37953,7065,6768,8786,0.1861512923879535,0.17832582404553,0.2314968513687982,2,0,37.52269745,126.88568115
102,102. 망원역 1번출구 앞,37930,4114,6742,10634,0.1084629580806749,0.1777484840495649,0.2803585552333245,2,3,37.5556488,126.91062927
1297,1297. 석촌호수교차로(동호 팔각정 앞),37867,4468,6265,11580,0.1179919190852193,0.1654474872580347,0.3058071671904296,2,3,37.50920105,127.10411835
1008,1008. 암사역 3번출구(국민은행앞),37812,5471,6171,10141,0.1446895165555908,0.163202158045065,0.2681952819210833,2,3,37.54935455,127.12708282
