대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"553","553. 중곡 성원아파트 앞",11744,1742,14.83%,1947,16.58%,3166,26.96%
"4023","4023. 월계역 1번 출구",11736,1453,12.38%,2134,18.18%,2833,24.14%
"656","656. 영휘원 교차로",11728,2232,19.03%,2166,18.47%,2655,22.64%
"4360","4360. 르노삼성자동차 성수사업소 앞",11719,1783,15.21%,4814,41.08%,1530,13.06%
"286","286. 우성아파트 교차로",11709,1901,16.24%,2606,22.26%,2576,22.00%
"742","742. 등촌역 5번 출구 뒤",11708,1478,12.62%,1817,15.52%,3219,27.49%
"3405","3405.파크팰리스",11694,2998,25.64%,1774,15.17%,2582,22.08%
"2505","2505. 우성아파트사거리 (기업은행앞)",11693,767,6.56%,3104,26.55%,2293,19.61%
"4110","4110. 용두롯데캐슬리치아파트 앞",11686,1453,12.43%,1763,15.09%,3006,25.72%
"2403","2403. 공무원연금매점 교차로 (개포주공9단지 입구)",11674,2298,19.68%,1937,16.59%,3318,28.42%
"2104","2104. 사당역 5번출구",11670,700,6.00%,2266,19.42%,3301,28.29%
"1372","1372. KEB은행 고대점",11668,447,3.83%,2237,19.17%,2840,24.34%
"1775","1775.신원리베르텔 앞",11666,505,4.33%,2304,19.75%,3020,25.89%
"594","594. 중랑물재생센터(서울새활용플라자)",11656,593,5.09%,5217,44.76%,1392,11.94%
"2085","2085.강남중학교 앞",11651,2264,19.43%,1763,15.13%,2979,25.57%
"2090","2090.기아자동차 사당점 앞",11640,2779,23.87%,1622,13.93%,3041,26.13%
"3665","3665. 고덕센트럴 아이파크상가 앞",11621,1929,16.60%,1286,11.07%,3057,26.31%
"4867","4867. 가락대림아파트 앞",11611,2198,18.93%,1927,16.60%,2838,24.44%
"4549","4549.목동4단지아파트",11606,1912,16.47%,1660,14.30%,3408,29.36%
"3925","3925. 중앙유통단지 앞 B",11597,402,3.47%,4867,41.97%,738,6.36%
"4674","4674. 녹번역e편한세상 캐슬 정문 앞",11594,1617,13.95%,1990,17.16%,3192,27.53%
"805","805. 문배어린이공원 앞",11571,2278,19.69%,1583,13.68%,2822,24.39%
"4018","4018. 상계주공15단지 버스정류소",11559,1934,16.73%,2025,17.52%,2928,25.33%
"2111","2111. 서울대입구역 1번출구",11556,936,8.10%,1841,15.93%,3212,27.80%
"2642","2642.마천동 성내천 쉼터",11554,1991,17.23%,1268,10.97%,3157,27.32%
"2308","2308. 압구정파출소 앞",11530,999,8.66%,2628,22.79%,2948,25.57%
"5857","5857. U레지던스 앞",11526,3583,31.09%,1274,11.05%,2936,25.47%
"4629","4629. 한강초교보도육교 앞",11521,574,4.98%,2564,22.26%,3521,30.56%
"5872","5872. 서경팰리스 앞",11505,1705,14.82%,1626,14.13%,2736,23.78%
"1178","1178. 개화산역 2번 출구",11504,1649,14.33%,2178,18.93%,2982,25.92%
"661","661. 경희대학교 청운관",11502,679,5.90%,2860,24.87%,2235,19.43%
"1396","1396.래미안장위퍼스트하이(513동)",11497,2500,21.74%,1665,14.48%,3001,26.10%
"672","672.대광고등학교",11493,1689,14.70%,1614,14.04%,2657,23.12%
"3988","3988. 엘아르베뉴 102동 앞",11476,2857,24.90%,2732,23.81%,2068,18.02%
"962","962. 은평뉴타운엘크루 앞",11463,430,3.75%,2001,17.46%,3338,29.12%
"3980","3980. 금천현대홈타운 후문 서부샛길",11442,3517,30.74%,1492,13.04%,2500,21.85%
"2914","2914.서울과학기술대학교(미래관)",11420,425,3.72%,3375,29.55%,1298,11.37%
"1361","1361. 홍익중고 입구",11409,2337,20.48%,1432,12.55%,2911,25.51%
"181","181. 망원초록길 입구",11406,743,6.51%,1702,14.92%,4581,40.16%
"3959","3959. 시흥사거리(시흥동 994-3 앞)",11404,2618,22.96%,2015,17.67%,2767,24.26%
"4825","4825. 신내동 벽산아파트 후문 앞",11392,2785,24.45%,1349,11.84%,2717,23.85%
"2706","2706.강서공업고등학교 앞",11377,2671,23.48%,1661,14.60%,2934,25.79%
"399","399. 서울역 센트럴 자이아파트",11371,3250,28.58%,1980,17.41%,2542,22.36%
"4499","4499. 세양청마루 101동 앞",11364,2614,23.00%,1548,13.62%,2861,25.18%
"1953","1953. 천왕역 4번출구 뒤",11356,1776,15.64%,2543,22.39%,2477,21.81%
"1557","1557.신창교",11349,1561,13.75%,1767,15.57%,2894,25.50%
"170","170. DMC파크뷰자이아파트 302동 앞",11341,2894,25.52%,1318,11.62%,3304,29.13%
"4478","4478. 문정근린공원2",11338,2166,19.10%,1483,13.08%,2520,22.23%
"4530","4530. 방아다리어린이공원",11328,1522,13.44%,1614,14.25%,3057,26.99%
"5860","5860. 어울림병원 앞",11301,2779,24.59%,1348,11.93%,2840,25.13%
"1565","1565.수유사거리",11298,1070,9.47%,1984,17.56%,3013,26.67%
"2091","2091. 이수역9번출구",11298,891,7.89%,2418,21.40%,2856,25.28%
"552","552. 대림아크로리버 앞",11289,1315,11.65%,1589,14.08%,3234,28.65%
"2012","2012. 대림사거리(동작상떼빌아파트)",11287,1584,14.03%,2116,18.75%,2790,24.72%
"4208","4208. 스타벅스(동교동) 앞",11283,421,3.73%,3166,28.06%,2910,25.79%
"739","739. 신월사거리",11282,2109,18.69%,1602,14.20%,2119,18.78%
"2511","2511. 이수역 6번출구 앞",11265,1811,16.08%,2285,20.28%,2582,22.92%
"4887","4887. 호돌이상가",11260,2037,18.09%,2241,19.90%,2664,23.66%
"4427","4427. 동일하이빌뉴시티",11259,1294,11.49%,2001,17.77%,3057,27.15%
"762","762. 오목로 무중력지대 앞",11248,636,5.65%,2274,20.22%,3333,29.63%
"182","182. 망원2빗물펌프장 앞",11246,1123,9.99%,1749,15.55%,4140,36.81%
"2324","2324. 천주교 대치 2동 교회 옆",11226,1004,8.94%,2326,20.72%,3050,27.17%
"984","984.상신초등학교앞 버스정류장",11224,2153,19.18%,1375,12.25%,3008,26.80%
"752","752. 성원2차 아파트",11184,2798,25.02%,1577,14.10%,2800,25.04%
"4138","4138. 조일빌딩 앞",11177,2518,22.53%,1969,17.62%,2575,23.04%
"2191","2191.대학동주민센터",11176,1357,12.14%,1618,14.48%,3067,27.44%
"346","346. 맥스타일 앞",11168,564,5.05%,2128,19.05%,2346,21.01%
"2179","2179. 양녕로 입구",11162,993,8.90%,1754,15.71%,3398,30.44%
"1722","1722. 창동청소년수련관",11154,1833,16.43%,1632,14.63%,2116,18.97%
"2409","2409. 역삼동 디오슈페리움 (우성아파트 사거리)",11139,1073,9.63%,2827,25.38%,2203,19.78%
"3587","3587.우성식품 앞",11133,2354,21.14%,1381,12.40%,2869,25.77%
"743","743. 현대6차아파트 101동 옆",11126,1953,17.55%,1587,14.26%,1964,17.65%
"2603","2603. 송파 글마루 도서관",11110,1838,16.54%,1425,12.83%,2820,25.38%
"4406","4406. 장곡초등학교 앞",11107,1700,15.31%,1396,12.57%,2817,25.36%
"300","300. 정동사거리",11090,2584,23.30%,2247,20.26%,1918,17.29%
"4643","4643. 한가람아파트 앞",11069,910,8.22%,1700,15.36%,4109,37.12%
"4062","4062. 평화도봉공원 주변",11042,1443,13.07%,1909,17.29%,2939,26.62%
"4803","4803. 상봉2동 주민센터 앞",11038,1768,16.02%,1670,15.13%,2675,24.23%
"2823","2823.중앙유통단지 앞",11029,820,7.43%,3659,33.18%,1326,12.02%
"519","519. 양지사거리",11022,1748,15.86%,2238,20.30%,2566,23.28%
"5314","5314. 월계1동주민센터 앞",11017,1364,12.38%,1703,15.46%,2707,24.57%
"4224","4224. 서부운전면허시험장",11013,2173,19.73%,1665,15.12%,2341,21.26%
"6190","6190.마곡광장(마곡나루역 6번출구)",11011,3376,30.66%,2455,22.30%,2037,18.50%
"3803","3803. 남서울중학교",11009,1962,17.82%,1550,14.08%,2716,24.67%
"2819","2819.하늘숲초등학교 앞",11000,2825,25.68%,1541,14.01%,2398,21.80%
"537","537. 한양대후문역 부근",10996,1034,9.40%,1611,14.65%,3082,28.03%
"1961","1961. 신도림테크노근린공원",10996,1416,12.88%,3794,34.50%,2365,21.51%
"852","852. 청암자이아파트 앞",10973,1737,15.83%,1842,16.79%,3256,29.67%
"2415","2415.한티역 롯데백화점 앞",10961,848,7.74%,2185,19.93%,3035,27.69%
"1322","1322. 래미안라센트아파트 103동 앞",10956,2531,23.10%,997,9.10%,2804,25.59%
"3628","3628. 역삼1동 주민센터",10955,891,8.13%,2767,25.26%,2348,21.43%
"5076","5076. 메이필드호텔앞",10944,689,6.30%,5856,53.51%,1141,10.43%
"5876","5876. 에이스하이테크시티 4동 앞",10934,516,4.72%,4514,41.28%,1435,13.12%
"4520","4520. 대성유니드아파트",10927,2279,20.86%,1598,14.62%,2696,24.67%
"3417","3417.창신3동주민센터",10906,2036,18.67%,1405,12.88%,2536,23.25%
"2633","2633.송파학사 옆",10898,1855,17.02%,1553,14.25%,3564,32.70%
"2410","2410. 포스코피앤에스타워 (역삼역 3번출구 부근)",10872,1430,13.15%,3111,28.61%,1705,15.68%
"1068","1068.명일파출소",10866,1150,10.58%,2028,18.66%,2710,24.94%
"2175","2175. 신림동걷고싶은문화의거리입구",10858,729,6.71%,1498,13.80%,3124,28.77%
"1806","1806. 에이스하이엔드타워9차 앞",10856,1272,11.72%,5238,48.25%,1307,12.04%
"817","817. 삼각지역 4번출구 앞",10850,1967,18.13%,1479,13.63%,3023,27.86%
"2920","2920.상계중학교(당현2교사거리)",10848,1364,12.57%,1691,15.59%,3177,29.29%
"1016","1016. 해뜨는 주유소옆 리엔파크 109동앞",10841,1754,16.18%,1745,16.10%,2778,25.62%
"2276","2276. 영동1교 (양재천근린공원)",10831,1189,10.98%,2087,19.27%,3472,32.06%
"2206","2206. 언남초등학교 앞",10816,2720,25.15%,1695,15.67%,2301,21.27%
"4084","4084. 도봉동실내스포츠센터",10806,1602,14.83%,1596,14.77%,2620,24.25%
"1916","1916. 구로중학교앞",10796,2179,20.18%,1678,15.54%,2727,25.26%
"485","485.서울역5번출구",10784,1872,17.36%,2855,26.47%,2090,19.38%
"3812","3812. KT관악지점",10780,1390,12.89%,1380,12.80%,2848,26.42%
"5090","5090. 대상연구소",10772,464,4.31%,5631,52.27%,977,9.07%
"5329","5329. 상계주공15단지 1509동 앞",10750,2337,21.74%,1489,13.85%,2445,22.74%
"3529","3529. 어린이대공원정문",10747,1499,13.95%,1931,17.97%,3072,28.58%
"4226","4226. 마포프레스티지자이 1",10746,2721,25.32%,1484,13.81%,2577,23.98%
"2912","2912.대진고등학교",10737,781,7.27%,1611,15.00%,3357,31.27%
"3516","3516. 구의아리수정수센터앞",10725,3066,28.59%,1211,11.29%,2630,24.52%
"1639","1639. 희성오피앙",10723,1556,14.51%,1770,16.51%,2952,27.53%
"4791","4791. 명동역9번 출구",10705,1696,15.84%,2087,19.50%,2666,24.90%
"828","828. 숙대입구역 8번",10703,888,8.30%,1905,17.80%,2899,27.09%
"1395","1395.래미안장위포레카운티(102동)",10703,2094,19.56%,1425,13.31%,3073,28.71%
"1514","1514. 강북구청 사거리 버스정류소 앞",10688,839,7.85%,1836,17.18%,2647,24.77%
"4211","4211. 시석빌딩 앞",10687,294,2.75%,1956,18.30%,3733,34.93%
"1196","1196. 서울식물원(문화센터) 건너편",10682,1993,18.66%,4003,37.47%,1250,11.70%
"2082","2082.7호선 이수역7번출구",10674,1100,10.31%,2286,21.42%,2538,23.78%
"836","836. 현대자동차서비스 앞",10669,663,6.21%,2554,23.94%,3439,32.23%
"1690","1690. 도봉운전면허시험장 버스정류장 옆",10666,1322,12.39%,1770,16.59%,2329,21.84%
"673","673.안암골벽산아파트(후문)",10658,1297,12.17%,1722,16.16%,2742,25.73%
"5335","5335. 하계역 1번 출구",10653,924,8.67%,2455,23.05%,2601,24.42%
"445","445.대한상공회의소",10651,920,8.64%,3851,36.16%,1232,11.57%
"301","301. 경복궁역 7번출구 앞",10633,2191,20.61%,1361,12.80%,2388,22.46%
"5894","5894.영등포세무서",10628,963,9.06%,3169,29.82%,1964,18.48%
"3425","3425.광화문 풍림스페이스본 1단지앞",10620,2696,25.39%,1307,12.31%,2423,22.82%
"5775","5775. 가락시장역 5번출구",10615,1435,13.52%,2442,23.01%,1987,18.72%
"4008","4008. 하계 어린이 공원",10586,1971,18.62%,1538,14.53%,2815,26.59%
"1526","1526. 강북종합시장 앞",10582,1418,13.40%,1343,12.69%,2797,26.43%
"379","379. 서울역9번출구",10565,1466,13.88%,2535,23.99%,2365,22.39%
"3985","3985. 디폴리스 지식산업센터",10542,811,7.69%,5841,55.41%,1195,11.34%
"464","464. 삼청동 골목",10526,1531,14.54%,1609,15.29%,2274,21.60%
"586","586. 마장동 주민센터",10523,2800,26.61%,928,8.82%,2728,25.92%
"637","637. KAIST 경영대학 앞",10510,846,8.05%,2163,20.58%,2281,21.70%
"4636","4636. 용산구꿈나무종합타운 앞",10501,1311,12.48%,1817,17.30%,2757,26.25%
"640","640. 동대문경찰서 교차로",10493,2091,19.93%,1665,15.87%,2469,23.53%
"506","506. 금호 어울림 아파트 앞",10487,687,6.55%,4286,40.87%,1873,17.86%
"4350","4350.누리숲어린이공원 앞",10485,1425,13.59%,2005,19.12%,2728,26.02%
"3547","3547.상왕십리역 6번 출입구",10469,911,8.70%,2272,21.70%,2758,26.34%
"2547","2547. 반포래미안 리오센트",10468,1750,16.72%,1832,17.50%,2869,27.41%
"5328","5328.롯데캐슬시그니처아파트 앞",10466,1967,18.79%,1556,14.87%,2519,24.07%
"441","441.염천교사거리",10454,1450,13.87%,3685,35.25%,1005,9.61%
"1302","1302. 한성대입구역6번출구 뒤",10454,1943,18.59%,1529,14.63%,2549,24.38%
"128","128. 신촌역(2호선) 1번출구 옆",10442,1054,10.09%,2366,22.66%,2562,24.54%
"4576","4576.보라매sk뷰 108동 앞",10440,2723,26.08%,1262,12.09%,2468,23.64%
"2105","2105. 미성동 신림체육센터",10436,1783,17.09%,1248,11.96%,2631,25.21%
"4545","4545. 청소년음악센터",10422,1450,13.91%,1064,10.21%,2479,23.79%
"3801","3801. 이랜드글로벌R&D센터",10415,360,3.46%,5728,55.00%,863,8.29%
"1145","1145. 곰달래 문화복지센터 B",10410,1278,12.28%,1355,13.02%,2927,28.12%
"1930","1930. 개봉지구대 개봉치안센터",10408,2279,21.90%,1329,12.77%,2506,24.08%
"461","461. 서울경찰청",10395,2443,23.50%,1763,16.96%,1960,18.86%
"3718","3718. 번동3단지 버스정류장",10377,997,9.61%,1941,18.70%,2859,27.55%
"1469","1469.먹골역 4번출구",10370,1350,13.02%,1881,18.14%,2691,25.95%
"1540","1540. 가오리역",10362,1288,12.43%,1715,16.55%,2852,27.52%
"1332","1332. 석계역 5번출구 건너편",10358,985,9.51%,1731,16.71%,2857,27.58%
"5318","5318. 극동의 푸른별 아파트 뒤(중계4동주민센터 앞)",10356,2496,24.10%,1031,9.96%,2215,21.39%
"1339","1339. 삼성전자서비스 성북센터",10355,1553,15.00%,1554,15.01%,2545,24.58%
"5506","5506. 월드컵참누리아파트",10353,2442,23.59%,1389,13.42%,2710,26.18%
"3505","3505. 신양초교앞 교차로",10351,1072,10.36%,1524,14.72%,3006,29.04%
"5764","5764. 한국체육대학교",10341,649,6.28%,2224,21.51%,3036,29.36%
"3786","3786. 강서힐스테이트 상가 앞",10332,1328,12.85%,1668,16.14%,2734,26.46%
"1468","1468.먹골역 7번 출구",10327,1107,10.72%,1673,16.20%,2745,26.58%
"6176","6176. 유광사 여성병원 앞",10313,1570,15.22%,1624,15.75%,2700,26.18%
"526","526. 용답토속공원 앞",10309,1794,17.40%,3701,35.90%,1148,11.14%
"2315","2315. 봉은사역 5번출구 옆",10303,1364,13.24%,2994,29.06%,2197,21.32%
"1464","1464.중화역 4번출구",10298,1051,10.21%,1827,17.74%,2834,27.52%
"4463","4463. 방이역 2번 출구",10239,1876,18.32%,1638,16.00%,2585,25.25%
"6178","6178. 마스터밸류에이스 지식산업센터",10230,680,6.65%,3176,31.05%,2264,22.13%
"1869","1869.롯데캐슬골드파크3차 301동 앞",10226,3199,31.28%,1103,10.79%,1981,19.37%
"2655","2655.송이공원",10223,1777,17.38%,1514,14.81%,2863,28.01%
"115","115. 마스타 빌딩 앞",10221,1155,11.30%,1493,14.61%,2785,27.25%
"440","440. 하늘공원 입구",10210,273,2.67%,1736,17.00%,4993,48.90%
"3558","3558.마장동 금호어울림APT앞",10192,1433,14.06%,1425,13.98%,2894,28.39%
"4269","4269. 연희IC 남측",10190,1065,10.45%,1602,15.72%,2906,28.52%
"4826","4826. 홈플러스 면목점",10181,1627,15.98%,1398,13.73%,2562,25.16%
"782","782.서남병원 후문",10178,2512,24.68%,1692,16.62%,2245,22.06%
"191","191. 서우빌딩",10164,1983,19.51%,1217,11.97%,2536,24.95%
"3103","3103. 홍제삼거리 북측",10152,1319,12.99%,1557,15.34%,2822,27.80%
"1217","1217. 송파파인타운 7단지",10147,1311,12.92%,1766,17.40%,2726,26.87%
"3207","3207.양남사거리1",10140,1412,13.93%,2693,26.56%,1765,17.41%
"3520","3520. 광진경찰서",10109,2191,21.67%,1352,13.37%,2419,23.93%
"4860","4860. 가락쌍용2차아파트 103동",10107,1376,13.61%,1873,18.53%,2869,28.39%
"3815","3815. 광일빌딩",10089,1862,18.46%,1111,11.01%,2831,28.06%
"4123","4123. 배봉초교 교차로",10082,1593,15.80%,2240,22.22%,2472,24.52%
"3123","3123.DMC파크뷰자이1단지 110동 앞",10077,2055,20.39%,1308,12.98%,2924,29.02%
"353","353. 재동초교 앞 삼거리",10076,875,8.68%,2186,21.70%,2952,29.30%
"1828","1828. 독산동 한양수자인아파트 앞",10066,2855,28.36%,1272,12.64%,2138,21.24%
"4320","4320. 비석공원",10056,1227,12.20%,2374,23.61%,2755,27.40%
"925","925. 불광역 2번출구",10055,793,7.89%,2188,21.76%,2535,25.21%
"122","122. 신성기사식당 앞",10037,1717,17.11%,1521,15.15%,2700,26.90%
"1719","1719. 신도봉사거리 버스정류장",10031,1561,15.56%,1797,17.91%,2529,25.21%
"2606","2606. 위례동주민센터",10029,2024,20.18%,1898,18.93%,2531,25.24%
"4133","4133.래미안허브리츠아파트 앞",10028,1552,15.48%,1765,17.60%,2496,24.89%
"2390","2390. 구룡마을 입구 (래미안블레스티지 아파트)",10020,1855,18.51%,1241,12.39%,2676,26.71%
"5342","5342. 상계공원 입구",10017,2193,21.89%,1245,12.43%,2664,26.59%
"4367","4367. kt 행당빌딩 앞",10010,1030,10.29%,1579,15.77%,2705,27.02%
"344","344. 성균관대 E하우스 앞",10002,1760,17.60%,1323,13.23%,2354,23.54%
"2212","2212.서초현대4차아파트 201동 맞은편",9986,2077,20.80%,1275,12.77%,2695,26.99%
"520","520. 상왕십리역 4번 출구 앞",9981,1514,15.17%,1913,19.17%,2225,22.29%
"3311","3311.서울대입구역 4번 출구",9954,579,5.82%,2076,20.86%,2585,25.97%
"4146","4146.이삭어린이공원",9952,1723,17.31%,1877,18.86%,2596,26.09%
"1429","1429. 장안중학교",9947,1158,11.64%,1578,15.86%,2622,26.36%
"1734","1734. 쌍문현대1차아파트 108동 앞",9945,2322,23.35%,1081,10.87%,2697,27.12%
"2089","2089.사당역10번출구(금강빌딩)",9939,1073,10.80%,1608,16.18%,2582,25.98%
"387","387. 훈련원공원주차장 앞",9927,996,10.03%,2209,22.25%,2239,22.55%
"4025","4025. 한천교 동편",9920,1066,10.75%,1427,14.39%,3309,33.36%
"4147","4147.청량리역광장",9912,1220,12.31%,1948,19.65%,2715,27.39%
"4370","4370. 성동교 사거리",9904,494,4.99%,3407,34.40%,1979,19.98%
"2550","2550.양재동 꽃시장 건너편",9901,1565,15.81%,2487,25.12%,1983,20.03%
"1403","1403. 중화빌딩 앞 (동부시장)",9897,685,6.92%,1931,19.51%,2877,29.07%
"4573","4573. 두산위브아파트",9880,3008,30.45%,1231,12.46%,2651,26.83%
"4653","4653. 불광역 9번 출구 맞은편",9873,969,9.81%,1637,16.58%,2490,25.22%
"1170","1170. 강서구보건소",9850,1188,12.06%,1518,15.41%,2471,25.09%
"4105","4105. 서울교통공사사거리 교통섬",9847,1612,16.37%,2559,25.99%,1634,16.59%
"5753","5753. 호반써밋",9845,1781,18.09%,1670,16.96%,2502,25.41%
"4603","4603. 한강GS에클라트 건너편 교통섬",9841,1726,17.54%,2181,22.16%,2232,22.68%
"2241","2241.양재전화국 사거리",9826,1373,13.97%,2473,25.17%,2396,24.38%
"2420","2420.학여울역 사거리(LG베스트샵 앞)",9816,3061,31.18%,1915,19.51%,2288,23.31%
"4846","4846. 상봉동양엔파트 앞",9795,1245,12.71%,1243,12.69%,2487,25.39%
"5759","5759. 풍납근린공원",9784,1015,10.37%,2093,21.39%,2599,26.56%
"5330","5330. 구립수락노인종합복지관",9782,2005,20.50%,1579,16.14%,2344,23.96%
"4212","4212. 한화오벨리스크 앞",9776,2395,24.50%,1255,12.84%,2500,25.57%
"4117","4117. 휘경119안전센터 앞",9765,1174,12.02%,1795,18.38%,2551,26.12%
"285","285. 콤텍시스템 앞",9747,1184,12.15%,2426,24.89%,2180,22.37%
"408","408. LG CNS앞",9744,719,7.38%,3442,35.32%,1133,11.63%
"1553","1553.서울북부고용노동지청",9738,1182,12.14%,1519,15.60%,2695,27.68%
"105","105. 합정역 5번출구 앞",9733,548,5.63%,2061,21.18%,2892,29.71%
"1340","1340. 광운초등학교 앞",9728,3044,31.29%,1121,11.52%,2141,22.01%
"4710","4710. 자교교회 앞",9727,1790,18.40%,1387,14.26%,2541,26.12%
"3420","3420. 성균관대입구 사거리 B",9725,894,9.19%,1605,16.50%,2597,26.70%
"4485","4485. 잠실나루역 고가하부",9718,784,8.07%,2251,23.16%,2635,27.11%
"617","617. 청솔우성아파트 앞",9715,2428,24.99%,951,9.79%,2444,25.16%
"4689","4689. 은평서해그랑블아파트앞",9707,2158,22.23%,1282,13.21%,2513,25.89%
"4962","4962.고덕비즈밸리 디엠스퀘어 앞",9689,197,2.03%,4658,48.08%,1239,12.79%
"195","195. 모래내고가차도",9683,1704,17.60%,1258,12.99%,2543,26.26%
"3552","3552.서울숲 공영주차장앞",9673,216,2.23%,1498,15.49%,4636,47.93%
"6180","6180.양천향교역 3번출구",9660,1888,19.54%,1775,18.37%,2287,23.67%
"1833","1833. 독산역 1번출구 A",9657,3034,31.42%,1477,15.29%,1766,18.29%
"5313","5313. 중계주공2단지 앞",9656,1362,14.11%,1235,12.79%,2918,30.22%
"156","156. 서울서부지방법원 앞",9651,1038,10.76%,2370,24.56%,2059,21.33%
"3707","3707. 드래곤타워 앞",9643,1627,16.87%,1441,14.94%,2431,25.21%
"430","430. 장충동먹자골목 앞",9620,1379,14.33%,1841,19.14%,2183,22.69%
"3963","3963. 에이스 하드웨어(시흥대로 396) 앞",9611,2718,28.28%,1320,13.73%,1977,20.57%
"251","251. 서울지방병무청 버스정류장",9599,1083,11.28%,1674,17.44%,2483,25.87%
"2514","2514.사평역 2번출구",9591,1838,19.16%,1825,19.03%,2265,23.62%
"2654","2654.올림픽선수촌아파트 136동 앞",9591,1537,16.03%,1408,14.68%,2453,25.58%
"394","394. 경희궁 자이 3단지",9589,2807,29.27%,2101,21.91%,1599,16.68%
"5310","5310. 목련아파트",9588,2434,25.39%,1202,12.54%,1938,20.21%
"2427","2427.개포고등학교 정문앞",9584,1364,14.23%,1590,16.59%,2423,25.28%
"3816","3816. 관악 GSfresh",9580,2065,21.56%,1387,14.48%,2331,24.33%
"982","982. 녹번초등학교(서오릉로)",9574,1515,15.82%,1519,15.87%,2491,26.02%
"5758","5758. 올림픽선수기자촌아파트 123동 근처",9566,1438,15.03%,1224,12.80%,2790,29.17%
"390","390. 충무로역 1번출구",9565,990,10.35%,2310,24.15%,1991,20.82%
"3551","3551.성동도로사업소",9564,659,6.89%,2782,29.09%,1166,12.19%
"4274","4274. 신촌 파랑고래 입구",9558,517,5.41%,1512,15.82%,2853,29.85%
"332","332. 을지로2가 사거리 남측",9537,1646,17.26%,1985,20.81%,1344,14.09%
"4544","4544.경창시장",9529,2335,24.50%,1555,16.32%,2191,22.99%
"4902","4902. 구역삼세무서 교차로",9528,1344,14.11%,2687,28.20%,1480,15.53%
"4842","4842. 면목라온프라이빗 아파트",9522,2441,25.64%,1008,10.59%,2541,26.69%
"1060","1060. 천일초교 사거리",9520,1345,14.13%,1671,17.55%,2550,26.79%
"1659","1659. 중계동 을지중학교",9519,1459,15.33%,1078,11.32%,2699,28.35%
"930","930. 구 서부경찰서 건너편",9508,1575,16.56%,1853,19.49%,2415,25.40%
"1560","1560. 도봉세무서 앞",9499,804,8.46%,1688,17.77%,2463,25.93%
"813","813. 삼각지역 3번출구",9498,646,6.80%,1376,14.49%,3135,33.01%
"5067","5067. 주원 리젠트 앞",9497,2241,23.60%,1083,11.40%,2209,23.26%
"3543","3543. 세종대학교(학술정보원)",9494,376,3.96%,2211,23.29%,1540,16.22%
"1247","1247. 문정 법조단지11",9491,1028,10.83%,2139,22.54%,2565,27.03%
"2301","2301. 현대고등학교 건너편",9467,412,4.35%,1962,20.72%,3231,34.13%
"4216","4216. 망원정 앞",9464,2155,22.77%,1398,14.77%,2801,29.60%
"2170","2170. 조원동 강남힐병원",9463,2303,24.34%,1060,11.20%,2469,26.09%
"714","714. 한국SGI 양천문화회관 앞",9460,2177,23.01%,1545,16.33%,2216,23.42%
"452","452. 동대문 종합시장 버스정류장",9452,1184,12.53%,1748,18.49%,2034,21.52%
"4552","4552. 코레일유통본사",9434,1832,19.42%,2594,27.50%,915,9.70%
"4175","4175. 대방역2번출구",9432,1092,11.58%,1870,19.83%,2213,23.46%
"2009","2009. 보라매역 8번출구",9423,890,9.44%,1704,18.08%,2511,26.65%
"1402","1402. 금란주차장 앞",9420,1400,14.86%,1204,12.78%,2439,25.89%
"1976","1976. 남구로역 5번 출입구 앞",9419,2051,21.78%,1682,17.86%,1617,17.17%
"3912","3912. 삼호아파트 앞",9413,1021,10.85%,1337,14.20%,2545,27.04%
"4423","4423.현대백화점 미아점",9390,1784,19.00%,1101,11.73%,2872,30.59%
"950","950. 구산역 2번 출구 예일여고 버스정류장",9349,1275,13.64%,1531,16.38%,2671,28.57%
"1750","1750. 창포원 남쪽 입구",9348,613,6.56%,1554,16.62%,3072,32.86%
"4095","4095. 방학브라운스톤아파트",9336,1363,14.60%,1457,15.61%,2288,24.51%
"3618","3618. 서울율현초교 삼거리",9317,1681,18.04%,1457,15.64%,2339,25.10%
"750","750. 연의근린공원 건너편",9314,2661,28.57%,1127,12.10%,2242,24.07%
"4518","4518. 청기와빌딩",9312,1617,17.36%,1612,17.31%,2399,25.76%
"1239","1239. 문정 법조단지3",9309,2090,22.45%,2281,24.50%,1869,20.08%
"4104","4104. 외대앞역 교차로",9308,956,10.27%,1557,16.73%,2669,28.67%
"720","720. 서울강월초등학교 앞",9294,1489,16.02%,1323,14.23%,2409,25.92%
"1336","1336. 성북3교 위",9284,1781,19.18%,1180,12.71%,2449,26.38%
"591","591. 건국대학교 (행정관)",9278,456,4.91%,1929,20.79%,1211,13.05%
"4800","4800. 필동 삼거리",9271,1050,11.33%,2026,21.85%,1473,15.89%
"3008","3008.DMC역7번출구",9268,2889,31.17%,2232,24.08%,1180,12.73%
"1437","1437. 늘푸른공원 앞",9265,1697,18.32%,1558,16.82%,2273,24.53%
"1139","1139. 용문사 버스정류장",9264,2153,23.24%,1078,11.64%,2007,21.66%
"1346","1346. 길음8골어린이공원 옆",9259,1622,17.52%,1045,11.29%,2491,26.90%
"1754","1754. 창동시장입구 사거리",9259,816,8.81%,1569,16.95%,2525,27.27%
"4329","4329. SC제일은행 양재동지점 앞",9240,2064,22.34%,2071,22.41%,1776,19.22%
