대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"6173","6173. 서울자동차운전전문학원",3263,229,7.02%,849,26.02%,599,18.36%
"5852","5852. 대림동현대2차 201동 앞",3261,532,16.31%,404,12.39%,858,26.31%
"3659","3659. 명일초등학교 옆",3251,405,12.46%,593,18.24%,798,24.55%
"4519","4519. 양원보도육교",3249,363,11.17%,263,8.09%,229,7.05%
"5879","5879. 국회도서관 2문 앞",3230,129,3.99%,1144,35.42%,581,17.99%
"4802","4802. 새우개마을",3227,1079,33.44%,756,23.43%,534,16.55%
"5892","5892.국회의사당본관 좌측",3227,234,7.25%,1502,46.54%,255,7.90%
"5334","5334. 화랑대역 3번출구",3222,430,13.35%,686,21.29%,645,20.02%
"2533","2533.한가람미술관 앞",3215,136,4.23%,857,26.66%,897,27.90%
"4304","4304. 서울고앞",3211,570,17.75%,566,17.63%,861,26.81%
"2350","2350. 래미안그레이튼102동앞",3209,387,12.06%,696,21.69%,699,21.78%
"1379","1379.길음뉴타운푸르지오아파트 3단지",3196,1188,37.17%,185,5.79%,825,25.81%
"3427","3427.인왕산 아이파크 정문",3195,1129,35.34%,461,14.43%,614,19.22%
"827","827. 국군복지단",3187,131,4.11%,1000,31.38%,218,6.84%
"4939","4939.도산공원",3186,194,6.09%,795,24.95%,741,23.26%
"1357","1357. 북한산보국문역",3184,368,11.56%,424,13.32%,912,28.64%
"1377","1377. 한국과학기술연구원 북문",3183,210,6.60%,1223,38.42%,442,13.89%
"2401","2401. 밀알학교 입구 (삼성서울병원 입구)",3180,573,18.02%,426,13.40%,898,28.24%
"3652","3652. 한영외국어고등학교",3173,747,23.54%,477,15.03%,681,21.46%
"4319","4319. 삼성전자R&D어린이집 뒤",3159,377,11.93%,894,28.30%,472,14.94%
"6053","6053. 중부세무서 앞",3158,230,7.28%,662,20.96%,653,20.68%
"1376","1376. 한국과학기술연구원 중문",3151,35,1.11%,1245,39.51%,300,9.52%
"2625","2625.가락종합 사회복지관",3145,950,30.21%,404,12.85%,728,23.15%
"2421","2421. 신논현역 4번출구",3144,339,10.78%,624,19.85%,894,28.44%
"534","534. 금호사거리",3142,534,17.00%,346,11.01%,996,31.70%
"3532","3532. 왕십리KCC스위첸아파트",3139,1144,36.44%,227,7.23%,577,18.38%
"1314","1314. 정릉꿈에그린1단지 201동 앞",3112,582,18.70%,336,10.80%,790,25.39%
"1316","1316. 고려사대부속중고 건너편",3107,216,6.95%,525,16.90%,741,23.85%
"967","967. 서울혁신파크2",3101,126,4.06%,743,23.96%,822,26.51%
"1857","1857. 주공14단지",3098,1202,38.80%,319,10.30%,663,21.40%
"4608","4608. 국립중앙박물관 정문 앞",3088,100,3.24%,730,23.64%,1033,33.45%
"2129","2129. 낙성대 과학전시관",3087,213,6.90%,628,20.34%,828,26.82%
"4928","4928. 교수마을 입구",3083,431,13.98%,680,22.06%,694,22.51%
"5767","5767. 북위례2",3074,604,19.65%,325,10.57%,886,28.82%
"2383","2383. 보금자리정원",3066,509,16.60%,494,16.11%,841,27.43%
"2223","2223. 방배래미안 정문 앞",3060,195,6.37%,542,17.71%,866,28.30%
"1477","1477.면목삼익아파트 앞",3057,324,10.60%,482,15.77%,977,31.96%
"4333","4333. 서울고등학교 건너편",3041,691,22.72%,494,16.24%,738,24.27%
"2425","2425.세곡동 사거리(대왕초등학교 정류장)",3037,406,13.37%,500,16.46%,801,26.37%
"1731","1731. 도봉고등학교 맞은편",3030,328,10.83%,409,13.50%,913,30.13%
"4088","4088. 김근태도서관",3029,152,5.02%,441,14.56%,1077,35.56%
"3637","3637. 세곡데이케어센터",3025,639,21.12%,357,11.80%,733,24.23%
"3624","3624. 대모산입구역 7번 출구 앞",3017,613,20.32%,346,11.47%,882,29.23%
"2037","2037. 동작역 5번출구 동작주차공원",3009,131,4.35%,574,19.08%,1187,39.45%
"4327","4327. 몽마르뜨공원입구",3005,391,13.01%,655,21.80%,774,25.76%
"1053","1053. 동명근린공원 진입로 (아리수로)",2993,587,19.61%,453,15.14%,685,22.89%
"5889","5889.의원회관출입구 앞",2984,158,5.29%,897,30.06%,490,16.42%
"3111","3111.무악재역 4번 출구",2978,461,15.48%,547,18.37%,772,25.92%
"1039","1039. 고덕초등학교",2976,754,25.34%,380,12.77%,793,26.65%
"2159","2159. 인헌초교",2973,196,6.59%,327,11.00%,1010,33.97%
"483","483.남산타운아파트 버스정류장",2971,316,10.64%,474,15.95%,992,33.39%
"1410","1410. 면목 대원칸타빌아파트",2965,503,16.96%,300,10.12%,916,30.89%
"2248","2248. 서초리슈빌S 글로벌 앞",2965,900,30.35%,404,13.63%,646,21.79%
"1842","1842. 한울중학교",2951,948,32.12%,178,6.03%,557,18.87%
"196","196. 연희교차로 인근",2937,459,15.63%,437,14.88%,765,26.05%
"2386","2386. 크린랩 본사",2936,470,16.01%,699,23.81%,698,23.77%
"1352","1352. e 편한세상 보문아파트 내",2933,660,22.50%,396,13.50%,779,26.56%
"4180","4180. 흑석동주민센터 입구",2931,550,18.76%,306,10.44%,874,29.82%
"4583","4583. 의정관",2930,335,11.43%,1235,42.15%,265,9.04%
"3100","3100. 북성초교",2927,366,12.50%,472,16.13%,783,26.75%
"1675","1675. 월계문화체육센터",2924,531,18.16%,422,14.43%,385,13.17%
"2269","2269. 주홍교 하부",2924,391,13.37%,580,19.84%,801,27.39%
"4271","4271. 충정로역 1번 출구",2921,417,14.28%,728,24.92%,771,26.40%
"1504","1504. 삼양시장오거리",2915,283,9.71%,443,15.20%,783,26.86%
"522","522. 금호역 1번출구 앞",2909,210,7.22%,600,20.63%,756,25.99%
"4461","4461. 한양3차아파트 3동 앞",2906,504,17.34%,434,14.93%,882,30.35%
"3902","3902. 항동지구5단지 501동 앞",2902,627,21.61%,308,10.61%,808,27.84%
"947","947. 연신내 선일하이츠빌 정류소",2894,581,20.08%,369,12.75%,753,26.02%
"5331","5331. 공릉동 풍림아파트 112동 앞",2893,897,31.01%,445,15.38%,539,18.63%
"1820","1820. 신한은행 시흥대로금융센터지점",2890,497,17.20%,540,18.69%,574,19.86%
"3563","3563.구의7단지현대아파트",2879,845,29.35%,387,13.44%,818,28.41%
"994","994.북한산생태공원입구(교통섬)",2865,500,17.45%,438,15.29%,723,25.24%
"1037","1037. 강일리버파크 6단지",2847,520,18.26%,316,11.10%,772,27.12%
"3915","3915. 동선아파트 앞",2843,245,8.62%,325,11.43%,899,31.62%
"2249","2249. 우솔초등학교 맞은편",2837,892,31.44%,379,13.36%,673,23.72%
"2184","2184. 구암초등학교 버스정류장",2834,480,16.94%,309,10.90%,866,30.56%
"1620","1620. 중계구민체육센터",2828,263,9.30%,377,13.33%,839,29.67%
"3555","3555.양지사거리(센트라스APT 115동앞)",2815,656,23.30%,330,11.72%,691,24.55%
"3804","3804. 낙성대공원",2800,55,1.96%,364,13.00%,1469,52.46%
"1393","1393.돈암육교 하단",2796,348,12.45%,310,11.09%,687,24.57%
"1304","1304. 만해공원",2777,474,17.07%,375,13.50%,803,28.92%
"3117","3117.이화여대 인문관 인근",2777,217,7.81%,597,21.50%,510,18.37%
"4915","4915. 영동중앙교회 버스정류장",2775,448,16.14%,682,24.58%,455,16.40%
"1424","1424. 양원역 2번출구",2770,241,8.70%,622,22.45%,639,23.07%
"600","600. 휘경2동 주민센터",2763,259,9.37%,333,12.05%,668,24.18%
"569","569. 응봉현대아파트 정류소",2761,424,15.36%,375,13.58%,915,33.14%
"3503","3503. 광진유진스웰",2761,341,12.35%,576,20.86%,780,28.25%
"4883","4883. 위례포레샤인18단지 1812동",2757,512,18.57%,333,12.08%,732,26.55%
"1353","1353. 금호어울림센터힐 내",2756,714,25.91%,232,8.42%,876,31.79%
"3561","3561.행당동 삼부APT후문",2752,123,4.47%,538,19.55%,785,28.52%
"432","432. 마포중앙도서관",2745,166,6.05%,633,23.06%,819,29.84%
"4310","4310. 염곡동(염통골) 입구",2741,503,18.35%,458,16.71%,516,18.83%
"4479","4479. 문정중학교",2722,709,26.05%,233,8.56%,724,26.60%
"1541","1541. 삼양역",2706,177,6.54%,401,14.82%,750,27.72%
"4672","4672. 준빌딩 앞",2694,357,13.25%,375,13.92%,735,27.28%
"3431","3431.로제우스 레포츠센터",2682,231,8.61%,569,21.22%,779,29.05%
"4324","4324. 세화고등학교",2676,67,2.50%,504,18.83%,714,26.68%
"4911","4911. 도곡동 골프 로데오거리",2672,476,17.81%,559,20.92%,538,20.13%
"2804","2804.항동지구 6단지 602동 앞",2671,276,10.33%,340,12.73%,918,34.37%
"2318","2318. 삼성중앙역4번출구(문화센터더 리빌)",2670,355,13.30%,610,22.85%,598,22.40%
"1344","1344. 아리랑시네센터 앞",2662,171,6.42%,444,16.68%,855,32.12%
"4919","4919. 학여울역사거리(은마아파트)",2645,520,19.66%,371,14.03%,800,30.25%
"1847","1847. 독산주공 14단지 버스정류소",2643,587,22.21%,760,28.76%,631,23.87%
"4959","4959. 암사역사공원역 3번출구",2642,885,33.50%,600,22.71%,379,14.35%
"1422","1422. 신내우디안아파트 1단지",2638,112,4.25%,641,24.30%,658,24.94%
"3766","3766. 강서문화센터",2622,883,33.68%,245,9.34%,598,22.81%
"3924","3924. 오류동 계림웨스트밸리 앞",2620,592,22.60%,340,12.98%,532,20.31%
"4613","4613. 서울갤러리아 앞",2617,72,2.75%,534,20.41%,954,36.45%
"1392","1392.돈암삼성풍림아파트",2609,568,21.77%,212,8.13%,674,25.83%
"1342","1342. 성북쉼터 앞",2604,551,21.16%,319,12.25%,644,24.73%
"1463","1463.중랑구민회관",2602,328,12.61%,320,12.30%,617,23.71%
"2516","2516.본마을 노인복지센터 앞",2574,312,12.12%,413,16.05%,844,32.79%
"3701","3701. 방아삼거리",2565,109,4.25%,317,12.36%,898,35.01%
"3806","3806. 낙성대 교수아파트",2562,243,9.48%,505,19.71%,691,26.97%
"977","977.신도중학교앞",2551,445,17.44%,403,15.80%,706,27.68%
"297","297.국회3문",2522,485,19.23%,681,27.00%,574,22.76%
"3531","3531. 논골사거리(금호도서관 입구)",2519,471,18.70%,262,10.40%,809,32.12%
"449","449. 일성아파트",2513,468,18.62%,343,13.65%,653,25.98%
"1467","1467.sk신내 주유소앞(용마산로)",2498,118,4.72%,410,16.41%,724,28.98%
"451","451. 청와대앞길",2497,196,7.85%,577,23.11%,782,31.32%
"443","443.호암아트홀",2477,595,24.02%,882,35.61%,202,8.16%
"4305","4305. 서일스포츠센터",2476,573,23.14%,367,14.82%,592,23.91%
"855","855.이촌역5번출구 앞",2475,247,9.98%,518,20.93%,840,33.94%
"1435","1435. 능산삼거리",2468,402,16.29%,287,11.63%,637,25.81%
"1315","1315. 고려사대부속중고 정문",2460,178,7.24%,372,15.12%,709,28.82%
"973","973.제각말푸르지오 5-1단지 아파트",2443,395,16.17%,347,14.20%,717,29.35%
"2334","2334. 삼호아파트 2동 ( 간선도로)",2433,359,14.76%,465,19.11%,343,14.10%
"1459","1459. 용마한신아파트사거리",2427,326,13.43%,243,10.01%,703,28.97%
"1006","1006. 롯데캐슬 115동앞",2423,386,15.93%,396,16.34%,630,26.00%
"3620","3620. 청담역 11번 출구",2422,817,33.73%,400,16.52%,458,18.91%
"5339","5339. 은빛1단지 아파트 앞",2422,254,10.49%,373,15.40%,619,25.56%
"859","859.남산공원 야외식물원 앞",2416,171,7.08%,432,17.88%,759,31.42%
"2519","2519.서초2교(사임당로 방면)",2416,558,23.10%,394,16.31%,548,22.68%
"4623","4623. 라인프랜즈이태원점 앞",2403,99,4.12%,466,19.39%,773,32.17%
"4845","4845. 신내역금강펜테리움센트럴파크",2398,503,20.98%,474,19.77%,519,21.64%
"4538","4538. 양천공영차고지",2390,163,6.82%,437,18.28%,482,20.17%
"4417","4417. 성북청소년문화의집",2367,366,15.46%,298,12.59%,571,24.12%
"2041","2041. 사당중학교 버스정류소",2360,415,17.58%,243,10.30%,690,29.24%
"2532","2532.국립국악원 앞",2339,251,10.73%,793,33.90%,489,20.91%
"161","161. 무악재역1번 출구",2338,343,14.67%,414,17.71%,718,30.71%
"4881","4881. 거여동사거리 송파둘레길 입구",2331,454,19.48%,356,15.27%,603,25.87%
"3970","3970. 시흥4동주민센터 앞",2329,833,35.77%,164,7.04%,466,20.01%
"3629","3629. 청담사거리(신한오피스텔빌딩 앞)",2326,82,3.53%,699,30.05%,497,21.37%
"4879","4879. 마천청소년센터",2322,457,19.68%,245,10.55%,646,27.82%
"4473","4473. 마천금호어울림 1차 102동앞",2311,435,18.82%,282,12.20%,691,29.90%
"5897","5897.여의도공작아파트",2292,130,5.67%,717,31.28%,740,32.29%
"2040","2040. 비계 버스정류소",2285,288,12.60%,237,10.37%,735,32.17%
"4611","4611. 국제루터교회 앞",2281,192,8.42%,466,20.43%,599,26.26%
"127","127. 현대벤처빌 앞",2265,226,9.98%,419,18.50%,596,26.31%
"4158","4158. 노량진근린공원",2265,415,18.32%,269,11.88%,604,26.67%
"1866","1866.서울안천초등학교 옆",2248,280,12.46%,439,19.53%,538,23.93%
"3418","3418.창신역2번 출구",2242,547,24.40%,243,10.84%,535,23.86%
"1101","1101. 상사마을 버스정류장(아라대교방면)",2236,403,18.02%,418,18.69%,481,21.51%
"2165","2165. JK장평타워",2223,122,5.49%,393,17.68%,656,29.51%
"4021","4021. 중계본동 입구",2216,445,20.08%,282,12.73%,572,25.81%
"1573","1573.현대성우아파트 옆",2202,392,17.80%,206,9.36%,664,30.15%
"1370","1370. 복자사랑 피정의 집",2198,404,18.38%,202,9.19%,749,34.08%
"938","938. 금암 문화공원",2190,224,10.23%,394,17.99%,679,31.00%
"2536","2536.서초AICT 우수기업센터 앞",2161,267,12.36%,537,24.85%,333,15.41%
"1861","1861.IBK기업은행 석수역 지점 앞",2155,160,7.42%,538,24.97%,610,28.31%
"4323","4323. 내곡도서관",2146,129,6.01%,364,16.96%,638,29.73%
"4584","4584. 국회2문",2131,207,9.71%,804,37.73%,306,14.36%
"681","681.서울특별시 동부교육지원청(육교)",2099,351,16.72%,357,17.01%,402,19.15%
"1418","1418. 새솔초등학교",2084,545,26.15%,183,8.78%,497,23.85%
"4916","4916. 청담역 1번출구",2082,303,14.55%,396,19.02%,546,26.22%
"2079","2079.중앙대학교 중앙광장",2073,287,13.84%,328,15.82%,534,25.76%
"992","992.북한산입구 정류장",2066,90,4.36%,244,11.81%,931,45.06%
"2807","2807.항동지구 1단지 105동 앞",2063,234,11.34%,328,15.90%,628,30.44%
"200","200. 국회의원회관",2060,253,12.28%,799,38.79%,104,5.05%
"974","974.연신초등학교옆 마을마당",2059,391,18.99%,275,13.36%,571,27.73%
"4421","4421. 롯데캐슬클라시아 입구 앞",2059,325,15.78%,408,19.82%,574,27.88%
"4681","4681.박석고개(은평소방서) 앞",2050,298,14.54%,319,15.56%,536,26.15%
"2257","2257. 청계산 입구 삼거리",2048,40,1.95%,795,38.82%,458,22.36%
"3401","3401.창신두산아파트",2039,800,39.23%,220,10.79%,467,22.90%
"3428","3428.서울미술관",2021,396,19.59%,273,13.51%,679,33.60%
"3911","3911. 항동하버리안2단지아파트 후문",2016,291,14.43%,265,13.14%,602,29.86%
"465","465. 삼청공원 앞",2007,374,18.63%,491,24.46%,441,21.97%
"2078","2078.흑석 아크로리버하임(103동)",1996,201,10.07%,371,18.59%,579,29.01%
"1730","1730. 도봉산역 교차로 앞",1993,42,2.11%,497,24.94%,558,28.00%
"4936","4936. SK텔레콤(T1) 인근",1992,227,11.40%,526,26.41%,437,21.94%
"3720","3720. 우이천 창번교",1991,327,16.42%,361,18.13%,581,29.18%
"2808","2808.항동지구 2단지 202동 앞",1988,280,14.08%,272,13.68%,549,27.62%
"2199","2199.신봉천주유소 A",1987,199,10.02%,303,15.25%,599,30.15%
"2093","2093.상도SH빌아파트 입구",1966,225,11.44%,254,12.92%,563,28.64%
"2225","2225.백석예술대학교 제3캠퍼스 앞",1964,200,10.18%,841,42.82%,353,17.97%
"2806","2806.항동지구 4단지 입구",1957,488,24.94%,241,12.31%,531,27.13%
"3539","3539. 서원마을",1943,264,13.59%,465,23.93%,652,33.56%
"1445","1445. 용마지구대 A",1940,297,15.31%,289,14.90%,496,25.57%
"2207","2207. 내곡파출소 뒤 정자",1940,331,17.06%,469,24.18%,401,20.67%
"1513","1513. 강북구청 뒷편",1939,125,6.45%,325,16.76%,539,27.80%
"1836","1836. 금천구립 독산도서관",1928,383,19.87%,328,17.01%,445,23.08%
"2814","2814.항동지구 10단지 1001동 앞",1927,789,40.94%,183,9.50%,496,25.74%
"1250","1250.문정2동 주민센터",1923,319,16.59%,217,11.28%,446,23.19%
"4336","4336. 서울교육청 교육연수원 앞",1919,124,6.46%,765,39.86%,241,12.56%
"1283","1283. 오금공원 사거리",1889,249,13.18%,317,16.78%,550,29.12%
"1453","1453. 중랑캠핑숲",1856,432,23.28%,241,12.98%,432,23.28%
"1971","1971. 오정초교 앞 보도육교",1848,104,5.63%,303,16.40%,413,22.35%
"921","921. 신도고등학교",1843,237,12.86%,355,19.26%,496,26.91%
"3429","3429.HW컨벤션센터 앞",1838,486,26.44%,192,10.45%,547,29.76%
"2354","2354. 청담역 2번출구",1815,230,12.67%,372,20.50%,554,30.52%
"3714","3714. 송천센트레빌",1803,316,17.53%,171,9.48%,503,27.90%
"5308","5308. 상계신동아아파트",1788,200,11.19%,196,10.96%,663,37.08%
"3610","3610. 윗반마을 입구",1777,154,8.67%,389,21.89%,612,34.44%
"4942","4942.율현삼거리",1765,73,4.14%,382,21.64%,476,26.97%
"4760","4760. 서울역 7번출구",1755,146,8.32%,504,28.72%,281,16.01%
"945","945. 기자촌 사거리 A",1752,295,16.84%,280,15.98%,488,27.85%
"2130","2130. 영어마을 관악캠프",1751,100,5.71%,316,18.05%,551,31.47%
"854","854.HID 유족동지회 앞",1734,55,3.17%,308,17.76%,642,37.02%
"1242","1242. 문정 법조단지6",1719,276,16.06%,502,29.20%,358,20.83%
"2068","2068. 총신대 앞(육교)",1702,278,16.33%,337,19.80%,378,22.21%
"2284","2284. CJ오쇼핑앞",1699,69,4.06%,573,33.73%,384,22.60%
"725","725. 양강중학교앞 교차로",1688,207,12.26%,252,14.93%,520,30.81%
"1538","1538. 솔밭공원역",1687,139,8.24%,209,12.39%,532,31.54%
"4772","4772. 중앙일보",1685,95,5.64%,717,42.55%,179,10.62%
"4617","4617. 동원베네스트 건너편",1681,327,19.45%,229,13.62%,400,23.80%
"1550","1550.삼각산아이원아파트(105동 옆)",1642,493,30.02%,128,7.80%,480,29.23%
"1572","1572. 우이동 먹거리마을",1623,142,8.75%,231,14.23%,642,39.56%
"5880","5880. 국회박물관",1616,34,2.10%,383,23.70%,126,7.80%
"3648","3648. 구룡역 4번 출구",1609,99,6.15%,338,21.01%,452,28.09%
"1855","1855. 성지아파트 옆 도로변",1608,234,14.55%,201,12.50%,379,23.57%
"5888","5888.여의도성당",1600,106,6.63%,644,40.25%,392,24.50%
"3003","3003.래미안신공덕3차아파트",1579,471,29.83%,139,8.80%,432,27.36%
"968","968. 은평뉴타운 상림마을 13단지",1577,376,23.84%,124,7.86%,401,25.43%
"564","564. 금호역 3번출구",1550,133,8.58%,159,10.26%,527,34.00%
"4178","4178. 이수성결교회 옆",1542,99,6.42%,272,17.64%,521,33.79%
"6185","6185.가양나들목",1526,223,14.61%,173,11.34%,532,34.86%
"4612","4612. 이태원로 255",1479,47,3.18%,244,16.50%,526,35.56%
"1969","1969. 궁동생태공원",1478,134,9.07%,195,13.19%,409,27.67%
"4309","4309. 서초케이타운앞",1476,111,7.52%,202,13.69%,393,26.63%
"3940","3940.삼각어린이공원 앞",1473,407,27.63%,175,11.88%,335,22.74%
"3404","3404.서울특별시 중부교육지원청",1466,236,16.10%,315,21.49%,186,12.69%
"2809","2809.항동지구 11단지 1103동 앞",1463,197,13.47%,211,14.42%,518,35.41%
"447","447. 신영동삼거리",1461,163,11.16%,219,14.99%,406,27.79%
"969","969. 은평 지웰테라스",1459,291,19.95%,110,7.54%,318,21.80%
"3937","3937. 개봉역 신영지웰에스테이트",1450,375,25.86%,251,17.31%,372,25.66%
"966","966. 서울혁신파크1",1448,103,7.11%,411,28.38%,410,28.31%
"1066","1066.생태공원앞 교차로(조명탑)",1447,265,18.31%,249,17.21%,436,30.13%
"486","486. 평창동주민센터 앞",1440,101,7.01%,258,17.92%,457,31.74%
"2805","2805.구로자원순환센터",1428,125,8.75%,182,12.75%,508,35.57%
"4690","4690.은평뉴타운폭포동 힐스테이트4단지",1408,229,16.26%,208,14.77%,502,35.65%
"4782","4782. 서소문역사공원",1406,257,18.28%,446,31.72%,217,15.43%
"5786","5786.문정로데오거리입구",1397,164,11.74%,295,21.12%,410,29.35%
"4896","4896. 송파레이크힐",1352,355,26.26%,248,18.34%,247,18.27%
"5601","5601.감정평가사회관앞",1343,120,8.94%,340,25.32%,375,27.92%
"4099","4099.창동역 이마트 건너편",1288,107,8.31%,210,16.30%,363,28.18%
"381","381. 장충체육관",1286,110,8.55%,260,20.22%,329,25.58%
"4044","4044. 공릉산 백세문 입구",1278,150,11.74%,152,11.89%,509,39.83%
"2506","2506. LG유플러스 (방배사옥)",1261,51,4.04%,365,28.95%,281,22.28%
"2508","2508. 양재이스타빌 앞",1256,177,14.09%,317,25.24%,305,24.28%
"937","937. 상림마을 롯데캐슬2단지 옆",1254,75,5.98%,171,13.64%,519,41.39%
"1723","1723. 방학동학마을도서관",1245,141,11.33%,265,21.29%,363,29.16%
"3972","3972. 산기슭공원 앞",1238,395,31.91%,89,7.19%,277,22.37%
"5898","5898.당산역 1번출구",1236,69,5.58%,350,28.32%,312,25.24%
