대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"634","634. 외국어대 정문 앞",Group 4,Group 4,23775,2264,3802,5970,15.99%,25.11%
"702","702. 목4동주민센터 옆",Group 4,Group 4,23750,5445,3221,5480,13.56%,23.07%
"3692","3692. 둔촌오륜역 1번 출구",Group 4,Group 4,23735,4738,3777,6240,15.91%,26.29%
"5066","5066. 아망떼마곡전시장",Group 4,Group 1,23696,1247,9762,3105,41.20%,13.10%
"626","626. 군자교 서측 녹지대",Group 4,Group 4,23664,3941,4914,5964,20.77%,25.20%
"4559","4559. 신길역 2번출구",Group 4,Group 4,23568,4333,5038,5960,21.38%,25.29%
"4537","4537. 서울남부지방검찰청 후문",Group 4,Group 4,23564,5475,4034,4525,17.12%,19.20%
"1686","1686. 상계주공10단지 종합상가 앞",Group 4,Group 4,23543,2546,3416,6563,14.51%,27.88%
"1744","1744.도봉소방서 옆",Group 4,Group 4,23531,1297,4875,6643,20.72%,28.23%
"2050","2050. 노량진역 5번출구",Group 4,Group 4,23492,2234,3742,6261,15.93%,26.65%
"3416","3416.동묘앞역 6번출구",Group 4,Group 4,23423,2553,3084,5317,13.17%,22.70%
"1168","1168. 마곡엠밸리10단지 앞",Group 4,Group 4,23417,5497,3185,5069,13.60%,21.65%
"912","912. 응암오거리",Group 4,Group 4,23391,4162,3639,6187,15.56%,26.45%
"1090","1090.상일동역 2번출구 앞",Group 4,Group 4,23384,3785,5759,4883,24.63%,20.88%
"3882","3882. 자양2동 주민센터",Group 4,Group 4,23382,6669,3089,5905,13.21%,25.25%
"2630","2630.서울방이동 고분군",Group 4,Group 4,23355,2943,4088,6071,17.50%,25.99%
"3934","3934. 철도교통관제센터 정문 앞",Group 4,Group 1,23348,6739,8241,5549,35.30%,23.77%
"3586","3586.군자역 비채온 오피스텔",Group 4,Group 4,23325,3607,3803,6331,16.30%,27.14%
"2025","2025. 흑석역 1번출구",Group 4,Group 4,23316,2271,4679,6890,20.07%,29.55%
"2724","2724.(재)FITI시험연구원",Group 4,Group 3,23311,8204,5758,2750,24.70%,11.80%
"316","316. 종각역 1번출구 앞",Group 4,Group 4,23243,4394,5196,3393,22.36%,14.60%
"4399","4399. 더리브 세종타워 앞",Group 4,Group 1,23217,2365,6568,5450,28.29%,23.47%
"4856","4856. 올림픽공원 서1문 앞",Group 4,Group 4,23211,2689,5396,6145,23.25%,26.47%
"1126","1126. 우장산역 1번출구옆(우장산아이파크105동앞)",Group 4,Group 4,23199,1690,4415,6315,19.03%,27.22%
"3549","3549.건영아파트 앞",Group 4,Group 4,23181,6381,3331,5644,14.37%,24.35%
"723","723. SBS방송국",Group 4,Group 1,23146,2284,7053,4362,30.47%,18.85%
"2729","2729.넥센 유니버시티 앞",Group 4,Group 1,23110,1877,8510,3292,36.82%,14.24%
"1002","1002. 해공공원(천호동)",Group 4,Group 4,23082,4366,2788,6658,12.08%,28.84%
"473","473.을지로4가역 9번출구",Group 4,Group 4,23066,4568,5045,3971,21.87%,17.22%
"3905","3905. 희훈타워빌 앞",Group 4,Group 4,23062,4460,3360,5611,14.57%,24.33%
"551","551. 구의삼성쉐르빌 앞",Group 4,Group 4,23039,3146,3536,6008,15.35%,26.08%
"1028","1028. 포레스 주상복합 빌딩",Group 4,Group 4,23016,3488,3765,5800,16.36%,25.20%
"1414","1414. 사가정역 2번출구",Group 4,Group 4,23009,2216,5015,5752,21.80%,25.00%
"1246","1246. 문정 법조단지10",Group 4,Group 1,22990,2927,6980,4904,30.36%,21.33%
"1956","1956. 동아1차APT105동 버스정류장(신도림중학교 방면)",Group 4,Group 4,22959,6010,3919,5035,17.07%,21.93%
"3864","3864. 광진소방서 앞",Group 4,Group 4,22952,5948,3618,5255,15.76%,22.90%
"2613","2613. 잠실나들목",Group 4,Group 2,22950,2257,2970,9002,12.94%,39.22%
"593","593.자양중앙나들목",Group 4,Group 4,22936,5012,2763,7409,12.05%,32.30%
"1269","1269. 리센츠아파트",Group 4,Group 4,22859,2838,3601,6610,15.75%,28.92%
"1185","1185. 등촌9단지",Group 4,Group 4,22847,5261,3829,4878,16.76%,21.35%
"414","414. 상암동주민센터 옆",Group 4,Group 4,22818,2688,4836,4987,21.19%,21.86%
"4036","4036. 하계역 6번출구",Group 4,Group 4,22811,2632,5556,5294,24.36%,23.21%
"913","913. 이마트 버스정류장(서부경찰서 방면)",Group 4,Group 4,22761,1623,4540,6139,19.95%,26.97%
"1720","1720. 도봉구청 옆(중랑천변)",Group 4,Group 4,22747,2331,4821,6236,21.19%,27.41%
"2913","2913.상계8동 주민센터",Group 4,Group 4,22735,4974,3261,6134,14.34%,26.98%
"398","398. 을지로3가역 3번출구",Group 4,Group 4,22720,2201,5876,4985,25.86%,21.94%
"370","370. 시청역(2호선) 9번출구 뒤",Group 4,Group 1,22712,2935,6489,2642,28.57%,11.63%
"409","409. 누리꿈스퀘어 옆",Group 4,Group 1,22632,940,9476,3155,41.87%,13.94%
"5057","5057. 마곡역4번출구",Group 4,Group 1,22623,1448,6243,4695,27.60%,20.75%
"5055","5055. 마곡역5번출구앞",Group 4,Group 1,22606,2587,6257,4620,27.68%,20.44%
"1619","1619. 중계동 하나프라자빌딩 앞(중1-1)",Group 4,Group 2,22546,1370,3864,6832,17.14%,30.30%
"222","222. 시범아파트버스정류장 옆",Group 4,Group 4,22529,3605,5220,4243,23.17%,18.83%
"1462","1462.동부시장 북문 앞",Group 4,Group 4,22493,1545,4217,6501,18.75%,28.90%
"1221","1221. 삼전역 4번출구",Group 4,Group 4,22465,3849,3491,6125,15.54%,27.26%
"264","264. 교보생명보험 앞",Group 4,Group 4,22451,3593,5157,4657,22.97%,20.74%
"1075","1075.천동초교 삼거리",Group 4,Group 4,22446,5805,2920,5444,13.01%,24.25%
"2713","2713.우장초등학교 앞",Group 4,Group 4,22432,8011,2397,5139,10.69%,22.91%
"4141","4141. 우리은행장안지점 앞",Group 4,Group 4,22420,3057,3886,5311,17.33%,23.69%
"4332","4332. 이수교차로",Group 4,Group 2,22310,1469,3541,7939,15.87%,35.58%
"4884","4884. H비즈니스파크",Group 4,Group 1,22296,1345,8565,3486,38.41%,15.64%
"3785","3785. 마곡14단지 1408동앞",Group 4,Group 4,22278,5434,2732,5068,12.26%,22.75%
"1072","1072.고덕역 5번출구",Group 4,Group 4,22238,1747,4584,6353,20.61%,28.57%
"546","546. 잠실대교북단 교차로",Group 4,Group 4,22226,3263,3320,6011,14.94%,27.04%
"433","433. 을지로입구역 2번출구",Group 4,Group 4,22220,4445,5353,3688,24.09%,16.60%
"5065","5065. 허준박물관삼거리",Group 4,Group 4,22157,5180,3305,5036,14.92%,22.73%
"4398","4398. 유원지식산업센터 앞",Group 4,Group 4,22137,2089,5463,5331,24.68%,24.08%
"2801","2801. 대륭포스트타워1차",Group 4,Group 1,22097,488,11283,2579,51.06%,11.67%
"1458","1458. 상봉터미널2",Group 4,Group 4,22080,5250,2909,5453,13.17%,24.70%
"559","559. 왕십리역 4번 출구 건너편",Group 4,Group 4,22022,1512,4672,5944,21.22%,26.99%
"4007","4007. 노원 을지대학교 병원",Group 4,Group 4,21990,2288,4612,4600,20.97%,20.92%
"1535","1535. 효성인텔리안 앞",Group 4,Group 4,21962,1870,3923,5903,17.86%,26.88%
"3501","3501. K&S빌딩 앞",Group 4,Group 4,21941,3624,3114,5596,14.19%,25.50%
"590","590. 건국대학교 (입학정보관)",Group 4,Group 4,21907,3497,3103,2993,14.16%,13.66%
"363","363. 신설동역 11번출구 뒤",Group 4,Group 4,21869,3422,3366,5542,15.39%,25.34%
"4796","4796. 서울시청",Group 4,Group 1,21857,2909,5584,3660,25.55%,16.75%
"133","133. 해담는다리",Group 4,Group 4,21843,3482,3445,6199,15.77%,28.38%
"3559","3559.성동구민종합체육센터 앞",Group 4,Group 4,21828,1814,4793,6722,21.96%,30.80%
"4136","4136. 롯데캐슬SKY-L65 D동 앞",Group 4,Group 4,21816,4313,3332,5710,15.27%,26.17%
"1667","1667. 중계중학교",Group 4,Group 4,21781,3240,2975,5463,13.66%,25.08%
"749","749. 이대목동병원보도육교",Group 4,Group 1,21750,1723,5798,4326,26.66%,19.89%
"4218","4218. 디지털매직스페이스",Group 4,Group 1,21750,1716,6551,4368,30.12%,20.08%
"5859","5859. 여의도 삼부아파트",Group 4,Group 4,21748,2742,4839,5979,22.25%,27.49%
"633","633. 청량리 기업은행 앞",Group 4,Group 4,21744,2433,3880,6193,17.84%,28.48%
"582","582. 경일중학교 앞",Group 4,Group 4,21732,3523,4755,4642,21.88%,21.36%
"3421","3421.혜화역 1번출구",Group 4,Group 4,21698,2101,3666,5330,16.90%,24.56%
"5853","5853. 여의도역2번출구 앞",Group 4,Group 1,21694,4047,7339,2800,33.83%,12.91%
"5086","5086. 가양테크노타운",Group 4,Group 4,21677,1368,5293,6090,24.42%,28.09%
"131","131. 증산2교",Group 4,Group 4,21635,3032,3656,6453,16.90%,29.83%
"641","641. 용두역 4번출구",Group 4,Group 4,21628,2257,4223,5923,19.53%,27.39%
"816","816. 신용산역 6번출구 앞",Group 4,Group 4,21603,2823,4783,5698,22.14%,26.38%
"3894","3894. 노룬산시장 앞",Group 4,Group 4,21602,4359,3564,5518,16.50%,25.54%
"5089","5089. LG사이언스파크 E10동",Group 4,Group 1,21585,1135,9786,888,45.34%,4.11%
"4131","4131. 베네스트 오피스텔 앞",Group 4,Group 4,21557,4761,3357,5206,15.57%,24.15%
"539","539. 군자교교차로",Group 4,Group 4,21546,2470,3465,6173,16.08%,28.65%
"1737","1737. 신창시장",Group 4,Group 4,21538,3379,3259,5576,15.13%,25.89%
"1683","1683. 노원문화예술회관",Group 4,Group 4,21535,4245,2880,5294,13.37%,24.58%
"225","225. 앙카라공원 앞",Group 4,Group 4,21527,4505,4624,4381,21.48%,20.35%
"3566","3566.우성4차아파트",Group 4,Group 4,21500,5687,2691,5582,12.52%,25.96%
"911","911. 은평평화공원(역촌역4번출구)",Group 4,Group 4,21498,3271,3726,5458,17.33%,25.39%
"1933","1933. 개봉푸르지오아파트 상가",Group 4,Group 4,21481,5207,2947,5277,13.72%,24.57%
"130","130. 신촌역(2호선) 7번출구 앞",Group 4,Group 4,21474,1375,4647,5916,21.64%,27.55%
"1661","1661. 당현천근린공원",Group 4,Group 4,21453,3634,3337,5038,15.55%,23.48%
"1977","1977. 천왕역 1번 출입구 앞",Group 4,Group 4,21428,3228,4877,4713,22.76%,21.99%
"1697","1697.상계주공2단지 219동",Group 4,Group 4,21402,4061,2675,5795,12.50%,27.08%
"4497","4497. 아시아선수촌아파트 교차로",Group 4,Group 4,21392,5675,3680,5202,17.20%,24.32%
"4353","4353. 코오롱디지털타워 3차앞",Group 4,Group 1,21360,1902,6508,3841,30.47%,17.98%
"258","258. 신길역3번출구",Group 4,Group 4,21326,7103,3645,4668,17.09%,21.89%
"194","194. 증산교 앞",Group 4,Group 4,21318,2287,4696,6031,22.03%,28.29%
"2908","2908. 광운대학교 중앙도서관",Group 4,Group 4,21318,1588,3777,4744,17.72%,22.25%
"2015","2015. 신대방삼거리역 6번출구쪽",Group 4,Group 4,21314,3905,2604,5752,12.22%,26.99%
"1172","1172. 가양3동 주민센터",Group 4,Group 4,21301,3861,4221,4813,19.82%,22.60%
"1438","1438. 홈플러스 신내점 앞",Group 4,Group 4,21298,2972,4422,5108,20.76%,23.98%
"3886","3886.광진구 민방위교육센터",Group 4,Group 4,21242,5116,2687,5903,12.65%,27.79%
"1337","1337. 돈암성당 옆",Group 4,Group 2,21240,1372,2862,7061,13.47%,33.24%
"4566","4566. 대림성원상떼빌아파트",Group 4,Group 4,21221,5242,3154,4965,14.86%,23.40%
"5099","5099. LG사이언스파크 E7동",Group 4,Group 1,21199,789,11323,1067,53.41%,5.03%
"1416","1416. 상봉역 3번출구",Group 4,Group 4,21180,2589,4204,5400,19.85%,25.50%
"516","516. 광진메디칼 앞",Group 4,Group 4,21142,4825,3352,4999,15.85%,23.64%
"2306","2306. 압구정역 2번 출구 옆",Group 4,Group 4,21115,2567,5000,4986,23.68%,23.61%
"1174","1174. 강서구청사거리(부민병원)",Group 4,Group 4,21059,6213,2725,4035,12.94%,19.16%
"237","237. 보라매 두산위브 건너편",Group 4,Group 4,21058,4678,3677,4962,17.46%,23.56%
"3201","3201.당산skv1센터",Group 4,Group 4,21058,3288,4959,3833,23.55%,18.20%
"1762","1762.북한산 한신휴플러스APT앞",Group 4,Group 4,21031,4474,2609,5416,12.41%,25.75%
"1021","1021. 강일동 리슈빌 빌딩앞",Group 4,Group 4,20989,4749,2818,4352,13.43%,20.73%
"2140","2140. 신림1교 교차로",Group 4,Group 4,20962,3693,2730,6033,13.02%,28.78%
"1333","1333. 석관초등학교 앞",Group 4,Group 4,20958,2445,3836,4824,18.30%,23.02%
"4532","4532. 목동현대아파트 후문 앞",Group 4,Group 4,20955,3182,2739,5806,13.07%,27.71%
"4557","4557. 리버뷰신안인스빌2차 후문",Group 4,Group 4,20936,3587,2922,5744,13.96%,27.44%
"179","179. 가좌역 4번출구 앞",Group 4,Group 4,20929,5508,4381,4179,20.93%,19.97%
"1446","1446. 중랑전화국 교차로",Group 4,Group 4,20905,3843,3224,4855,15.42%,23.22%
"2731","2731.명덕고교",Group 4,Group 4,20881,5152,3102,3781,14.86%,18.11%
"561","561. 서울숲역 2번출구 앞",Group 4,Group 4,20880,3825,4423,4511,21.18%,21.60%
"2531","2531.멤피스아파트 앞",Group 4,Group 4,20875,3443,4619,4576,22.13%,21.92%
"1259","1259. 방이역 1번출구",Group 4,Group 4,20861,2359,3718,5598,17.82%,26.83%
"4765","4765. 동대문디자인플라자",Group 4,Group 4,20851,1118,4637,5432,22.24%,26.05%
"613","613. 신설동역 10번출구 앞",Group 4,Group 4,20827,3344,4120,4623,19.78%,22.20%
"4182","4182.보라매병원역 2번출구",Group 4,Group 4,20792,1889,5053,5071,24.30%,24.39%
"701","701. 목동사거리 부근",Group 4,Group 4,20756,4454,2760,5295,13.30%,25.51%
"624","624. 전농동 동아아파트 앞",Group 4,Group 4,20736,6185,2098,4826,10.12%,23.27%
"1278","1278. 송파구청 교차로",Group 4,Group 4,20702,2499,4895,5538,23.65%,26.75%
"3700","3700. 강변그대가리버뷰 입구 맞은편",Group 4,Group 4,20702,4563,2078,7253,10.04%,35.04%
"3767","3767. 대원빌딩",Group 4,Group 4,20673,5508,2748,5214,13.29%,25.22%
"5851","5851. 도림천 건널목 위",Group 4,Group 4,20653,4209,2612,5409,12.65%,26.19%
"1201","1201. 가락시장역 3번 출구",Group 4,Group 4,20652,3141,4550,3900,22.03%,18.88%
"1022","1022. 길동 사거리(초소앞)",Group 4,Group 4,20648,3452,3705,4776,17.94%,23.13%
"5053","5053. 신마곡벽산블루밍메트로오피스텔앞",Group 4,Group 4,20643,4652,3182,4892,15.41%,23.70%
"4938","4938.LH수서2단지 201동 앞",Group 4,Group 4,20632,6499,2399,5253,11.63%,25.46%
"1512","1512. 강북중학교 앞",Group 4,Group 4,20628,3216,3028,6099,14.68%,29.57%
"176","176. 명지대학교 도서관",Group 4,Group 4,20627,3126,2644,5235,12.82%,25.38%
"1080","1080.천호지하주차장 5번 출입구",Group 4,Group 4,20552,2772,3271,5394,15.92%,26.25%
"3215","3215.강변삼성래미안",Group 4,Group 4,20525,6535,2224,5055,10.84%,24.63%
"3865","3865. 이튼타워리버 2차",Group 4,Group 4,20496,2635,2947,5373,14.38%,26.21%
"1689","1689. 마들역 3번출구",Group 4,Group 4,20446,2561,3556,5180,17.39%,25.34%
"3796","3796. 송정역 3번출구 앞",Group 4,Group 4,20424,4529,3908,4723,19.13%,23.12%
"1975","1975. 대림역 1번 출입구 밑",Group 4,Group 4,20420,3284,4161,4933,20.38%,24.16%
"3919","3919. 구로역·NC신구로점 버스정류장(구로역 방면)",Group 4,Group 4,20414,1904,3613,5688,17.70%,27.86%
"2222","2222.사당역 12번출구 뒤",Group 4,Group 4,20410,2741,3763,5038,18.44%,24.68%
"2348","2348. 포스코사거리(기업은행)",Group 4,Group 1,20409,1467,9155,2134,44.86%,10.46%
"3517","3517. 용마사거리",Group 4,Group 4,20390,3495,3471,5167,17.02%,25.34%
"1081","1081.트레빌빌딩",Group 4,Group 4,20366,2458,3405,5550,16.72%,27.25%
"1224","1224. 아시아지하보도 2번 출구",Group 4,Group 4,20358,2592,3638,5704,17.87%,28.02%
"3778","3778. 김포공항입구 교차로",Group 4,Group 4,20331,2013,3277,6047,16.12%,29.74%
"2274","2274. 양재시민의숲역 3번출구",Group 4,Group 4,20330,4056,5123,3796,25.20%,18.67%
"1321","1321. 국민은행 종암동지점 앞",Group 4,Group 4,20310,2767,3139,5126,15.46%,25.24%
"2647","2647.잠실 자전거 수리센터 앞",Group 4,Group 4,20299,3165,4966,4907,24.46%,24.17%
"4693","4693. 수색감리교회",Group 4,Group 4,20285,4077,2544,5598,12.54%,27.60%
"4852","4852. 서울복합물류 게이트 1",Group 4,Group 1,20260,2277,5265,4226,25.99%,20.86%
"1958","1958. 강서수도사업소민원센터",Group 4,Group 4,20189,3854,3623,4608,17.95%,22.82%
"2032","2032. 이수역 11번출구쪽",Group 4,Group 4,20173,2244,4024,5176,19.95%,25.66%
"205","205. 산업은행 앞",Group 4,Group 1,20165,1196,6913,5515,34.28%,27.35%
"4685","4685. DMC역 5번 출구(수색역 방향)",Group 4,Group 4,20161,2093,4121,5647,20.44%,28.01%
"3774","3774. 마곡9단지 910동 상가앞",Group 4,Group 4,20158,5553,2749,4725,13.64%,23.44%
"4244","4244. 당인리발전소 공원 앞",Group 4,Group 2,20121,1491,3852,6422,19.14%,31.92%
"123","123. 문화촌 공원",Group 4,Group 4,20119,4180,2308,5919,11.47%,29.42%
"368","368. SK 서린빌딩 앞",Group 4,Group 1,20101,1003,7673,3485,38.17%,17.34%
"1033","1033. 고덕동 아남아파트",Group 4,Group 4,20081,5292,2118,4870,10.55%,24.25%
"2000","2000. 신도림4차 e편한세상 아파트 1109동 앞",Group 4,Group 4,20073,2656,3127,5593,15.58%,27.86%
"577","577. 광진청소년수련관",Group 4,Group 4,20060,2054,3200,6006,15.95%,29.94%
"933","933. 역촌종합시장 버스정류장(예일여고 방면)",Group 4,Group 4,20045,2732,3299,5292,16.46%,26.40%
"1121","1121. 가양레포츠센터 앞",Group 4,Group 4,20015,1936,3788,5765,18.93%,28.80%
"3754","3754. 신방화역 8번출구",Group 4,Group 4,19980,3282,3086,5011,15.45%,25.08%
"4065","4065. 창동역 1번출구 앞",Group 4,Group 4,19938,2206,5013,4741,25.14%,23.78%
"2228","2228.뒷벌공원 옆",Group 4,Group 4,19876,4011,3823,4669,19.23%,23.49%
"1691","1691. 노원정보도서관",Group 4,Group 4,19870,1823,3278,5538,16.50%,27.87%
"4385","4385. 용답동 우체국 주변",Group 4,Group 4,19870,4877,3250,3966,16.36%,19.96%
"1319","1319. 종암박스파크",Group 4,Group 4,19868,3960,2899,5666,14.59%,28.52%
"4496","4496. 잠실 파크리오 120동 앞",Group 4,Group 4,19812,3581,3001,5233,15.15%,26.41%
"4633","4633. 센트럴파크타워 앞",Group 4,Group 2,19806,1015,5013,5584,25.31%,28.19%
"1088","1088.풍납사거리(강동)",Group 4,Group 4,19793,2859,4262,4713,21.53%,23.81%
"4031","4031. 청암예술학교 앞",Group 4,Group 2,19766,1691,2917,5468,14.76%,27.66%
"4813","4813. 망우지구대",Group 4,Group 4,19762,2539,2894,5420,14.64%,27.43%
"1059","1059. 래미안 강동팰리스(102동)",Group 4,Group 4,19758,3268,2987,5400,15.12%,27.33%
"254","254. 도림신협 앞",Group 4,Group 4,19752,3487,2709,4595,13.72%,23.26%
"1165","1165. 마곡중학교 후문",Group 4,Group 4,19708,3853,2517,4991,12.77%,25.32%
"1017","1017. 둔촌고교입구 교차로(길동주민센터 방면)",Group 4,Group 4,19702,3143,3256,5423,16.53%,27.53%
"729","729. 서부식자재마트 건너편",Group 4,Group 4,19690,5502,2969,4807,15.08%,24.41%
"3656","3656. 둔촌푸르지오아파트",Group 4,Group 4,19667,2973,2929,5486,14.89%,27.89%
"1602","1602. 광운대역 앞",Group 4,Group 4,19639,1808,3425,4906,17.44%,24.98%
"3627","3627. 압구정나들목",Group 4,Group 2,19632,798,3686,7882,18.78%,40.15%
"1994","1994. 삼성전자 물류센터 앞",Group 4,Group 4,19630,6081,3060,4719,15.59%,24.04%
"4820","4820. 망우역 2번 출구",Group 4,Group 4,19605,4680,3249,4265,16.57%,21.75%
"4087","4087. 우이교 교차로",Group 4,Group 2,19579,1625,2738,6265,13.98%,32.00%
"3422","3422.성균관대 정문",Group 4,Group 4,19576,3229,2764,4615,14.12%,23.57%
"3927","3927. 구로월드아파트 앞",Group 4,Group 1,19575,2704,5549,3484,28.35%,17.80%
"5091","5091. 보타닉파크타워2",Group 4,Group 1,19571,803,6588,2934,33.66%,14.99%
"2740","2740.마곡레포츠센터",Group 4,Group 4,19564,2974,3949,2997,20.19%,15.32%
"1692","1692. 온곡초교 교차로",Group 4,Group 4,19524,1875,3423,5204,17.53%,26.65%
"4964","4964.암사역사공원역 1번출구 A",Group 4,Group 1,19460,3780,6057,3210,31.13%,16.50%
"119","119. 서강나루 공원",Group 4,Group 4,19457,2993,2884,5695,14.82%,29.27%
"657","657. 동대문롯데캐슬아파트 앞",Group 4,Group 4,19439,4823,2363,4748,12.16%,24.43%
"678","678.장안힐스테이트(아) 앞",Group 4,Group 4,19419,2968,3531,4609,18.18%,23.73%
"3975","3975.현대시티아울렛 가산",Group 4,Group 4,19410,3978,4316,4155,22.24%,21.41%
"2384","2384. 자곡사거리",Group 4,Group 4,19400,5138,2943,4594,15.17%,23.68%
"1959","1959. 구로구의회 앞",Group 4,Group 4,19397,3532,4083,4128,21.05%,21.28%
"385","385. 종각역 5번출구",Group 4,Group 1,19391,1694,5784,3770,29.83%,19.44%
"4841","4841. 중화수경공원",Group 4,Group 4,19382,3119,2614,5796,13.49%,29.90%
"4859","4859. 잠실나루 나들목",Group 4,Group 2,19362,2062,3134,7082,16.19%,36.58%
"1962","1962. 가리봉동주민센터",Group 4,Group 1,19322,3701,5738,2443,29.70%,12.64%
"4387","4387. 성수역 1번출구 주변",Group 4,Group 1,19286,1174,6553,4054,33.98%,21.02%
"841","841. 신용산역 1번 출구",Group 4,Group 2,19280,728,5057,5500,26.23%,28.53%
"4906","4906. 섬유센터 앞",Group 4,Group 1,19272,1752,5878,3873,30.50%,20.10%
"1708","1708. 도봉보건소사거리",Group 4,Group 4,19190,2513,3132,4572,16.32%,23.82%
"2230","2230.이수역 4번 출구",Group 4,Group 4,19188,2466,3990,4467,20.79%,23.28%
"3811","3811.신사로입구",Group 4,Group 4,19170,4760,2280,5138,11.89%,26.80%
"5084","5084. 강서우체국",Group 4,Group 4,19165,3795,3981,3838,20.77%,20.03%
"221","221. 여의도초교 앞",Group 4,Group 4,19128,2782,3649,5403,19.08%,28.25%
"4824","4824. 상봉신협 앞",Group 4,Group 4,19109,5092,2318,5039,12.13%,26.37%
"563","563. 성동세무서 건너편",Group 4,Group 1,19101,2155,8430,1927,44.13%,10.09%
"5890","5890.여의나루역 3번출구",Group 4,Group 2,19097,1829,3816,7191,19.98%,37.66%
"943","943. 은평구청 보건소",Group 4,Group 4,19079,2435,3937,3538,20.64%,18.54%
"756","756. 목동주차장",Group 4,Group 2,19075,940,3411,6268,17.88%,32.86%
"2259","2259. 잠원역 3번-4번 출구사이",Group 4,Group 4,19036,2045,4315,5042,22.67%,26.49%
"265","265. 영등포유통상가 사거리",Group 4,Group 4,19014,3091,3742,4318,19.68%,22.71%
"587","587. 유니베라 앞",Group 4,Group 1,18985,1078,6357,4218,33.48%,22.22%
"114","114. 홍대입구역 8번출구 앞",Group 4,Group 2,18954,612,4058,5590,21.41%,29.49%
"1001","1001. 광진교 남단 사거리(천호공원 방면)",Group 4,Group 2,18948,1872,2950,5823,15.57%,30.73%
"2910","2910.도깨비시장",Group 4,Group 4,18933,1944,3175,5075,16.77%,26.81%
"4091","4091. 방학역2번출구",Group 4,Group 4,18884,1936,3717,4690,19.68%,24.84%
"530","530. 청계벽산아파트 앞",Group 4,Group 4,18882,4727,2966,4351,15.71%,23.04%
"266","266. 영등포청과시장 사거리",Group 4,Group 4,18875,2204,4051,4219,21.46%,22.35%
"111","111. 상수역 2번출구 앞",Group 4,Group 2,18851,852,3158,6324,16.75%,33.55%
"292","292. 영일 어린이공원",Group 4,Group 4,18838,4186,2606,4484,13.83%,23.80%
"5151","5151.진넥스베르디엠 앞",Group 4,Group 4,18837,2736,3110,4868,16.51%,25.84%
"204","204. 국회의사당역 5번출구 옆",Group 4,Group 1,18832,2831,5537,2935,29.40%,15.59%
"3560","3560.성동구 견인차량 보관소 앞",Group 4,Group 4,18829,3126,3573,4279,18.98%,22.73%
"4020","4020. 중계동 성모빌딩 앞",Group 4,Group 2,18806,1020,3615,5439,19.22%,28.92%
"2404","2404. 대모산입구역 4번 출구 앞",Group 4,Group 4,18785,3718,2951,5107,15.71%,27.19%
"1742","1742. 북한산 코오롱 하늘채",Group 4,Group 4,18781,3223,2104,4757,11.20%,25.33%
"1966","1966. 한마을아파트 정문상가",Group 4,Group 4,18769,4856,2172,4361,11.57%,23.24%
"623","623. 서울시립대 정문 앞 B",Group 4,Group 4,18738,2064,3018,4807,16.11%,25.65%
"166","166. 가재울 초등학교",Group 4,Group 4,18732,4966,2149,5163,11.47%,27.56%
"2604","2604. 풍납토성 서성벽터A",Group 4,Group 4,18673,4345,3258,4738,17.45%,25.37%
"1351","1351. 안암2교 옆",Group 4,Group 4,18652,2739,3385,4392,18.15%,23.55%
"4556","4556. 리버뷰신안인스빌1차 후문",Group 4,Group 4,18647,4723,4515,3113,24.21%,16.69%
"1824","1824. 독산근린공원 입구",Group 4,Group 4,18601,4529,2401,5168,12.91%,27.78%
"3013","3013.서울지방고용노동청 앞",Group 4,Group 1,18597,1012,7483,2000,40.24%,10.75%
"4220","4220. 신촌 청년주택",Group 4,Group 4,18583,3996,2503,5311,13.47%,28.58%
"417","417. DMC역 2번출구 옆",Group 4,Group 1,18562,4516,5443,2984,29.32%,16.08%
"2058","2058. 동작경찰서",Group 4,Group 2,18562,1429,2756,6004,14.85%,32.35%
"214","214. 금융감독원 앞",Group 4,Group 1,18556,594,8469,1484,45.64%,8.00%
"4024","4024. 꿈의숲 SK뷰 아파트",Group 4,Group 4,18531,3458,2451,4422,13.23%,23.86%
"4140","4140. 신설동역 4번출구",Group 4,Group 4,18496,2482,3209,4203,17.35%,22.72%
"3407","3407.안국동사거리(신)",Group 4,Group 4,18481,2320,3847,4937,20.82%,26.71%
"2658","2658.가락몰 업무동",Group 4,Group 4,18476,1782,4001,3559,21.66%,19.26%
"4465","4465. 건영아파트앞 사거리",Group 4,Group 4,18466,2597,3291,4491,17.82%,24.32%
"4418","4418. 종암동 동덕여대 제2생활관 앞",Group 4,Group 4,18449,2459,2933,4632,15.90%,25.11%
"716","716.신정6동 주민센터 인근",Group 4,Group 4,18448,2200,3097,4704,16.79%,25.50%
"1450","1450. 화랑대역 7번출구",Group 4,Group 2,18444,1718,2363,4149,12.81%,22.50%
"2656","2656.풍납동 아이파크 107동 앞",Group 4,Group 4,18420,2852,4035,3677,21.91%,19.96%
"3860","3860. 건국대학교 정문 앞",Group 4,Group 4,18403,2201,2999,4304,16.30%,23.39%
"310","310. 청계광장 옆",Group 4,Group 1,18389,2745,4785,3115,26.02%,16.94%
"4510","4510. 신정네거리역 교차로",Group 4,Group 4,18376,2931,3114,4945,16.95%,26.91%
"719","719. 홍익병원앞 교차로",Group 4,Group 4,18375,3862,2634,4462,14.33%,24.28%
