대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"3929","3929. 고척아이파크아파트 205동 앞",Group 4,Group 4,18375,6603,1962,4167,10.68%,22.68%
"1705","1705. 도봉구청 정문앞",Group 4,Group 4,18333,1423,3671,4005,20.02%,21.85%
"2901","2901.공릉동풍림아파트 101동",Group 4,Group 4,18304,5264,1810,4775,9.89%,26.09%
"2067","2067. 보라매역?동작세무서 버스정류장(강남중학교방면)",Group 4,Group 4,18277,1964,3490,5040,19.10%,27.58%
"1380","1380.월곡역 5번출구 앞",Group 4,Group 4,18274,2972,3041,4588,16.64%,25.11%
"220","220. 미성아파트 A동 앞",Group 4,Group 1,18264,2320,5066,3586,27.74%,19.63%
"157","157. 애오개역 4번출구 앞",Group 4,Group 4,18244,4423,2464,4411,13.51%,24.18%
"4528","4528. 양천구청역 1번출구",Group 4,Group 1,18222,3645,4620,3479,25.35%,19.09%
"1212","1212. 송파역 2번 출구앞",Group 4,Group 4,18188,3002,4054,3898,22.29%,21.43%
"1354","1354. 고려대학교 2번출구",Group 4,Group 4,18184,2108,3844,3630,21.14%,19.96%
"288","288. 쌍용예가(구청별관)",Group 4,Group 4,18171,3685,3403,3944,18.73%,21.70%
"1030","1030. 미호 플랜트 앞",Group 4,Group 4,18118,3250,3250,4870,17.94%,26.88%
"1141","1141. 곰달래 문화복지센터 A",Group 4,Group 4,18050,3284,2861,4672,15.85%,25.88%
"4592","4592. 신길우성4차아파트",Group 4,Group 4,18034,3177,2646,4213,14.67%,23.36%
"1274","1274. 영파여고 앞",Group 4,Group 4,18025,2531,2658,3739,14.75%,20.74%
"1830","1830. 빅마켓 금천점 앞",Group 4,Group 4,18014,4643,4207,3394,23.35%,18.84%
"4522","4522. 신곡시장",Group 4,Group 2,18011,1865,3079,4898,17.10%,27.19%
"1907","1907. 구일우성(아) 육교 밑",Group 4,Group 4,17998,4975,2504,3963,13.91%,22.02%
"4567","4567. 한림대학교 강남성심병원 신관",Group 4,Group 4,17982,2827,2978,4634,16.56%,25.77%
"578","578. 성동세무서 부근",Group 4,Group 1,17969,4585,4163,2685,23.17%,14.94%
"1530","1530. 광산사거리",Group 4,Group 2,17965,1594,2698,4985,15.02%,27.75%
"558","558. 성동광진 교육지원청 앞",Group 4,Group 4,17914,1784,3338,4123,18.63%,23.02%
"3783","3783. 마곡금호어울림아파트",Group 4,Group 4,17894,4946,2586,4571,14.45%,25.54%
"542","542. 강변역 4번출구 뒤",Group 4,Group 2,17891,1113,4332,5474,24.21%,30.60%
"201","201. 진미파라곤 앞",Group 4,Group 1,17858,1814,5164,4182,28.92%,23.42%
"4854","4854. 가락시장역 2번 출구",Group 4,Group 4,17842,2624,3623,4187,20.31%,23.47%
"2231","2231. 삼성타운(삼성생명) A동 맞은편",Group 4,Group 1,17837,1115,6750,2689,37.84%,15.08%
"669","669.청계한신휴플러스앞 삼거리",Group 4,Group 4,17787,5043,2371,3798,13.33%,21.35%
"1738","1738. 창동주공17단지 상가앞",Group 4,Group 4,17785,3128,3207,4463,18.03%,25.09%
"4491","4491. 장지역 1번출구",Group 4,Group 1,17770,2642,4532,3712,25.50%,20.89%
"1245","1245. 문정 법조단지9",Group 4,Group 4,17754,2632,3582,5187,20.18%,29.22%
"2909","2909. 석계역 3번 출구",Group 4,Group 2,17736,1969,3185,5047,17.96%,28.46%
"3544","3544.한양대역 3번 출구",Group 4,Group 4,17733,2480,3917,3577,22.09%,20.17%
"1004","1004. 삼성광나루아파트 버스정류장",Group 4,Group 2,17732,2330,2745,5433,15.48%,30.64%
"1606","1606. 태릉입구역 3번출구",Group 4,Group 2,17726,1528,2949,4838,16.64%,27.29%
"1305","1305. 성북구청",Group 4,Group 4,17718,2363,2706,4648,15.27%,26.23%
"3762","3762. 마곡9단지 907동앞",Group 4,Group 4,17702,5282,2137,4184,12.07%,23.64%
"4080","4080. 창동주공19단지앞",Group 4,Group 4,17684,2133,3320,4395,18.77%,24.85%
"2332","2332. 선릉역3번출구",Group 4,Group 1,17683,2404,4466,3155,25.26%,17.84%
"3009","3009. 홍대입구역 사거리",Group 4,Group 2,17659,634,4313,4814,24.42%,27.26%
"4804","4804. 동서울농협 앞",Group 4,Group 2,17638,1049,3539,4409,20.06%,25.00%
"571","571. 세종대학교 대양AI센터",Group 4,Group 4,17633,2610,3180,3214,18.03%,18.23%
"1128","1128. 화곡역 6번출구",Group 4,Group 4,17611,2800,3311,4292,18.80%,24.37%
"3506","3506. 영동대교 북단",Group 4,Group 4,17608,2341,3327,4401,18.89%,24.99%
"438","438. 성산2-1 공영주차장",Group 4,Group 4,17587,2361,2915,4978,16.57%,28.30%
"1385","1385.성신여대입구역 3번출구 앞",Group 4,Group 2,17565,1989,2456,4679,13.98%,26.64%
"2653","2653.올림픽공원사거리(선수촌아파트)",Group 4,Group 2,17564,2251,2929,5204,16.68%,29.63%
"4905","4905. 강남경찰서",Group 4,Group 1,17542,665,6767,2946,38.58%,16.79%
"3415","3415.동대문역6번출구",Group 4,Group 2,17512,1827,3442,4619,19.66%,26.38%
"4953","4953. 세양청마루아파트 앞",Group 4,Group 4,17497,3112,2777,4299,15.87%,24.57%
"412","412. DMC산학협력연구센터 앞",Group 4,Group 1,17479,2349,5358,2835,30.65%,16.22%
"490","490.가온문화공원",Group 4,Group 1,17420,884,5846,3195,33.56%,18.34%
"4560","4560. 양평동성원아파트",Group 4,Group 1,17395,2686,4270,3347,24.55%,19.24%
"1928","1928. 고척스카이돔구장 광장",Group 4,Group 4,17336,2604,2741,3864,15.81%,22.29%
"1199","1199. 우장산역 3번출구",Group 4,Group 2,17291,2081,2965,4395,17.15%,25.42%
"1804","1804. 독산역 2번출구 자전거주차장",Group 4,Group 1,17246,4545,4346,3114,25.20%,18.06%
"1827","1827. 독산보도육교 앞 자전거 보관소",Group 4,Group 4,17244,2145,4191,5055,24.30%,29.31%
"488","488.푸르메병원",Group 4,Group 4,17238,3478,3226,3477,18.71%,20.17%
"1478","1478.홈플러스 상봉점 앞",Group 4,Group 2,17230,1778,3311,4816,19.22%,27.95%
"2060","2060. 남성역3번출구 뒤",Group 4,Group 4,17220,4144,1935,4664,11.24%,27.08%
"1471","1471.동양쇼핑 정류소 앞",Group 4,Group 4,17214,3167,2245,4509,13.04%,26.19%
"252","252. 보라매역4번출구",Group 4,Group 4,17184,2237,3448,4153,20.07%,24.17%
"1205","1205. 종합운동장역 4번출구",Group 4,Group 4,17176,1835,4754,4631,27.68%,26.96%
"3698","3698. 명일역 3번출구 옆",Group 4,Group 4,17172,2355,3444,4384,20.06%,25.53%
"4207","4207. 아만티호텔 앞",Group 4,Group 2,17141,1244,3824,4380,22.31%,25.55%
"2414","2414. 도곡역 아카데미스위트 앞",Group 4,Group 1,17139,2143,4263,3365,24.87%,19.63%
"834","834. 효창공원앞역 3번출구 앞",Group 4,Group 4,17130,5375,2203,3868,12.86%,22.58%
"680","680.꿈마루어린이도서관 앞",Group 4,Group 2,17109,1586,2425,4663,14.17%,27.25%
"4121","4121. 서울문화재단 앞",Group 4,Group 1,17102,3328,4023,3150,23.52%,18.42%
"1841","1841. 가산동 주민센터",Group 4,Group 4,17068,6416,1863,3259,10.92%,19.09%
"5503","5503. 마포아트센터 앞",Group 4,Group 4,17067,3753,1880,3653,11.02%,21.40%
"104","104. 합정역 1번출구 앞",Group 4,Group 2,17065,1446,3826,4402,22.42%,25.80%
"1401","1401. 극동늘푸른아파트",Group 4,Group 2,17062,1469,2373,5366,13.91%,31.45%
"1681","1681. 현대6차 아파트",Group 4,Group 2,17034,2469,2566,4984,15.06%,29.26%
"4952","4952.천호시장 버스정류소 옆",Group 4,Group 4,17031,3142,2112,4927,12.40%,28.93%
"4926","4926. 대치우성아파트 사거리",Group 4,Group 1,17025,3047,4710,3193,27.67%,18.75%
"418","418. 월드컵경기장역 3번출구 옆",Group 4,Group 2,17003,609,2630,6975,15.47%,41.02%
"1260","1260. 방이동 한양3차아파트 옆",Group 4,Group 4,16971,2520,3051,4427,17.98%,26.09%
"1282","1282. 송파소방서 맞은편(성내4교)",Group 4,Group 4,16968,3970,2345,4426,13.82%,26.08%
"4032","4032. 불암주유소 앞",Group 4,Group 2,16964,1657,3512,4697,20.70%,27.69%
"1924","1924. 삼부르네상스파크빌",Group 4,Group 4,16945,4522,3564,3200,21.03%,18.88%
"493","493.홍대입구역 6번출구",Group 4,Group 2,16941,1397,3399,4698,20.06%,27.73%
"155","155. 가좌역1 번출구 앞",Group 4,Group 4,16933,3753,3415,3976,20.17%,23.48%
"5154","5154.광진구청 앞",Group 4,Group 2,16894,1354,3706,4327,21.94%,25.61%
"1108","1108. 공항시장역 2번출구 뒤",Group 4,Group 4,16891,3165,2272,4577,13.45%,27.10%
"609","609. 제기2교",Group 4,Group 4,16879,2816,2502,4614,14.82%,27.34%
"178","178. 증산3교 앞",Group 4,Group 4,16847,3959,2176,4471,12.92%,26.54%
"1931","1931. 개봉역2번출구 A",Group 4,Group 4,16824,3495,3853,3379,22.90%,20.08%
"1390","1390.석관래미안아트리치",Group 4,Group 4,16813,2708,2424,4698,14.42%,27.94%
"255","255. 도림사거리",Group 4,Group 2,16811,2204,2470,5124,14.69%,30.48%
"763","763. 목동11단지 아파트",Group 4,Group 4,16773,2946,2373,4487,14.15%,26.75%
"1265","1265. 문정동 근린공원",Group 4,Group 4,16751,3169,2724,3790,16.26%,22.63%
"2202","2202.청계산입구역 1번출구",Group 4,Group 1,16748,3535,4416,3139,26.37%,18.74%
"2265","2265. 이수고가차도 남단",Group 4,Group 4,16746,2081,3538,4323,21.13%,25.82%
"1952","1952. 천왕연지타운2단지 앞",Group 4,Group 4,16713,3355,2527,4429,15.12%,26.50%
"2407","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)",Group 4,Group 1,16713,1817,3858,3324,23.08%,19.89%
"766","766. 신목동역 3번출구",Group 4,Group 2,16691,1606,3983,4959,23.86%,29.71%
"2059","2059. 보라매공원 정문",Group 4,Group 2,16690,1596,4098,4118,24.55%,24.67%
"550","550. 서울시설공단 앞",Group 4,Group 1,16677,1529,7018,1953,42.08%,11.71%
"4349","4349.삼성화재서초타워",Group 4,Group 1,16677,1411,3931,3481,23.57%,20.87%
"4812","4812. 묵동 이마트 앞",Group 4,Group 2,16676,936,3112,4603,18.66%,27.60%
"1204","1204. 거여역 3번출구",Group 4,Group 2,16652,1766,3168,4079,19.02%,24.50%
"4526","4526. 목동아파트2단지 222동 앞",Group 4,Group 4,16637,4895,1732,4246,10.41%,25.52%
"1991","1991. 오류동역 맞은편",Group 4,Group 2,16632,2177,2394,4648,14.39%,27.95%
"1129","1129. 화곡역 1번 출구 앞",Group 4,Group 4,16581,1937,3361,3971,20.27%,23.95%
"5885","5885. 신정교하부(도림천역 방면)",Group 4,Group 4,16563,2926,2703,4631,16.32%,27.96%
"145","145. 공덕역 5번출구",Group 4,Group 4,16559,2743,3355,3947,20.26%,23.84%
"2214","2214. 신반포역 2번출구 앞",Group 4,Group 2,16556,1072,2633,6789,15.90%,41.01%
"5073","5073. 우장산역 헤링턴타워 앞",Group 4,Group 2,16554,1901,2669,4409,16.12%,26.63%
"917","917. 녹번역 3번출구",Group 4,Group 4,16534,3725,3162,3429,19.12%,20.74%
"5514","5514.공덕역 1번출구",Group 4,Group 2,16522,1516,3574,4207,21.63%,25.46%
"456","456. 숭인2동 주민센터 입구",Group 4,Group 4,16478,2855,2318,3795,14.07%,23.03%
"4480","4480. 가락시장 남1문 사거리",Group 4,Group 4,16460,3656,3291,3054,19.99%,18.55%
"329","329. 청계2가 사거리 옆",Group 4,Group 1,16448,1271,4695,3803,28.54%,23.12%
"2252","2252. 잔디마을 마을버스 정류장",Group 4,Group 1,16424,923,4560,3630,27.76%,22.10%
"4721","4721. 통인시장 정자",Group 4,Group 4,16407,4089,1933,4512,11.78%,27.50%
"3573","3573.광나루안전체험관",Group 4,Group 4,16382,3221,2748,4116,16.77%,25.13%
"635","635. 시조사 앞",Group 4,Group 4,16379,2757,2067,3840,12.62%,23.44%
"256","256. 동아에코빌입구",Group 4,Group 4,16364,3276,2281,4246,13.94%,25.95%
"326","326. 안국역 5번출구 앞",Group 4,Group 4,16337,2412,3704,3384,22.67%,20.71%
"2627","2627.문정시영아파트 5동 앞 공원",Group 4,Group 4,16317,3638,2587,4038,15.85%,24.75%
"4386","4386. 현대자동차 동부서비스센터 주변",Group 4,Group 1,16305,3885,3982,2551,24.42%,15.65%
"2725","2725.서울식물원 식물문화센터",Group 4,Group 2,16257,1476,3153,5206,19.39%,32.02%
"1552","1552. 강북구청사거리",Group 4,Group 2,16256,864,3605,4270,22.18%,26.27%
"2651","2651.경찰병원역 3번출구 앞",Group 4,Group 4,16254,3245,2868,3623,17.64%,22.29%
"4468","4468. 가락1동주민센터",Group 4,Group 4,16252,4238,1952,4091,12.01%,25.17%
"4705","4705. 웰니스센터(민방위교육장 앞)",Group 4,Group 4,16247,3581,2421,3196,14.90%,19.67%
"2342","2342. 대청역 1번출구  뒤",Group 4,Group 4,16219,2111,3553,4062,21.91%,25.04%
"2279","2279. 교대역 5번출구뒤",Group 4,Group 4,16206,2495,3134,3302,19.34%,20.38%
"427","427. 성산시영아파트",Group 4,Group 4,16200,3232,2092,4319,12.91%,26.66%
"3691","3691. 둔촌역 2번출구",Group 4,Group 2,16198,1529,4045,3969,24.97%,24.50%
"5774","5774. 가락본동주민센터 인근",Group 4,Group 4,16164,2103,3050,3566,18.87%,22.06%
"3853","3853. 어린이대공원역 2번출구",Group 4,Group 4,16142,4234,2677,3303,16.58%,20.46%
"1267","1267. 올림픽공원 남2문 앞",Group 4,Group 2,16131,2474,2582,5269,16.01%,32.66%
"4619","4619. 한강트럼프월드3차 앞",Group 4,Group 2,16108,2060,2718,4886,16.87%,30.33%
"4453","4453. 위례중앙푸르지오 201동 앞",Group 4,Group 2,16093,1705,2226,4778,13.83%,29.69%
"3206","3206.문래동 주민센터",Group 4,Group 1,16089,2054,4209,2973,26.16%,18.48%
"270","270. 증권거래소후문교차로",Group 4,Group 1,16066,1638,5402,2517,33.62%,15.67%
"2294","2294. 두상빌딩 앞",Group 4,Group 4,16049,3918,3225,3059,20.09%,19.06%
"2211","2211. 서초구립반포도서관 앞",Group 4,Group 2,16040,1709,3707,4057,23.11%,25.29%
"4794","4794. 서울역 서부교차로(3)",Group 4,Group 4,16040,4642,2588,3456,16.13%,21.55%
"1206","1206. 9호선종합운동장역 9번출구",Group 4,Group 4,16023,2482,3700,3741,23.09%,23.35%
"107","107. 수협 연남동지점",Group 4,Group 2,16013,1509,3682,3812,22.99%,23.81%
"860","860.LG한강 자이아파트 앞",Group 4,Group 2,15992,1794,2685,5520,16.79%,34.52%
"380","380. CJ제일제당 앞",Group 4,Group 1,15989,2408,3713,2614,23.22%,16.35%
"345","345. 서울보증보험본사 앞",Group 4,Group 1,15988,3111,4119,1980,25.76%,12.38%
"1920","1920. 서울미래초등학교 사거리",Group 4,Group 4,15960,2890,2347,3938,14.71%,24.67%
"4483","4483. 잠실나들목4",Group 4,Group 2,15943,2338,2007,5570,12.59%,34.94%
"4019","4019. 상계주공10단지 버스정류소",Group 4,Group 2,15921,2244,2522,4153,15.84%,26.09%
"2110","2110. 조원동 미성아파트",Group 4,Group 2,15916,1894,3109,4069,19.53%,25.57%
"4393","4393. 상원삼거리 장안철교 아래",Group 4,Group 1,15911,1595,5499,2811,34.56%,17.67%
"3128","3128.동신병원 맞은편",Group 4,Group 2,15903,1549,2557,4960,16.08%,31.19%
"5323","5323. 하계역 4번출구 앞",Group 4,Group 2,15899,2014,2939,3816,18.49%,24.00%
"1987","1987. 개봉아이파크아파트 앞",Group 4,Group 4,15885,4713,1688,4476,10.63%,28.18%
"5097","5097. LG사이언스파크 E2동",Group 4,Group 1,15860,636,8720,717,54.98%,4.52%
"3414","3414.종로5가역 4번출구",Group 4,Group 4,15845,2547,3197,3488,20.18%,22.01%
"4270","4270. 우국한마음 아파트 맞은편",Group 4,Group 4,15839,2279,3063,3632,19.34%,22.93%
"758","758. 한사랑교회 앞",Group 4,Group 4,15815,3391,2100,4483,13.28%,28.35%
"3203","3203.도림동배드민턴체육관",Group 4,Group 4,15762,3970,1960,3616,12.43%,22.94%
"2605","2605. 복정역 1번 출구 앞",Group 4,Group 1,15742,1713,5456,2787,34.66%,17.70%
"989","989. 신응교(가좌로) 앞",Group 4,Group 2,15728,1931,2369,4829,15.06%,30.70%
"2115","2115. 관악구시설관리공단",Group 4,Group 4,15727,3903,2081,3861,13.23%,24.55%
"2710","2710.라이품 공영주차장 앞",Group 4,Group 4,15719,3516,2573,3735,16.37%,23.76%
"4657","4657. 본 서부병원 교차로 사거리",Group 4,Group 2,15719,2325,2888,4105,18.37%,26.11%
"1288","1288. 문정중교 사거리",Group 4,Group 2,15705,2045,2593,4071,16.51%,25.92%
"605","605. 신설동역8번출구",Group 4,Group 2,15643,2023,3033,3873,19.39%,24.76%
"420","420. 서울시 공공자전거 상암센터",Group 4,Group 2,15596,563,2221,7732,14.24%,49.58%
"355","355. 서울사대부설초등학교 앞",Group 4,Group 4,15595,2216,3264,3099,20.93%,19.87%
"4317","4317. 양재근린공원",Group 4,Group 4,15586,2962,2773,3492,17.79%,22.40%
"557","557. 도선동 주민센터 앞",Group 4,Group 4,15573,2922,3185,3333,20.45%,21.40%
"3907","3907. 신도림7차e편한세상아파트 806동 앞",Group 4,Group 4,15572,3328,1851,3914,11.89%,25.13%
"1003","1003. 해공도서관앞",Group 4,Group 2,15571,2519,2440,4254,15.67%,27.32%
"1677","1677. 육군사관학교  앞",Group 4,Group 2,15567,1911,3097,4305,19.89%,27.65%
"2431","2431.대치역 7번출구",Group 4,Group 2,15567,2133,2594,4596,16.66%,29.52%
"3788","3788. 정곡나들목",Group 4,Group 2,15558,652,1900,6735,12.21%,43.29%
"2537","2537.양재역 8번출구 앞",Group 4,Group 1,15542,2113,4321,3454,27.80%,22.22%
"3550","3550.금호나들목",Group 4,Group 2,15531,2116,2299,5641,14.80%,36.32%
"1074","1074.대명초교입구 사거리",Group 4,Group 2,15505,2939,1793,4277,11.56%,27.58%
"6060","6060. 신한은행 본점",Group 4,Group 1,15501,1756,4867,2083,31.40%,13.44%
"4222","4222. 서울디자인고등학교 앞",Group 4,Group 2,15492,1927,2776,3979,17.92%,25.68%
"4381","4381. 더스페이스타워 앞",Group 4,Group 1,15486,1435,4177,3589,26.97%,23.18%
"2054","2054. 삼익아파트",Group 4,Group 4,15481,3387,1559,4202,10.07%,27.14%
"4089","4089. 동부센트레빌 앞",Group 4,Group 4,15453,3039,2073,3999,13.41%,25.88%
"1440","1440. 면목2동 사거리",Group 4,Group 2,15430,2118,2692,4169,17.45%,27.02%
"2821","2821.청구아파트 앞",Group 4,Group 4,15370,3648,2243,3442,14.59%,22.39%
"3879","3879. 중랑천 뚝방길 산책로 입구",Group 4,Group 4,15341,3665,2326,4018,15.16%,26.19%
"2902","2902.공릉풍림아파트 108동",Group 4,Group 4,15335,5016,1598,3452,10.42%,22.51%
"2066","2066. 양문교회 앞",Group 4,Group 2,15323,2451,2075,4167,13.54%,27.19%
"4601","4601.양평역2번출구 뒤",Group 4,Group 4,15303,3317,3253,3453,21.26%,22.56%
"819","819. 선린인터넷 고등학교",Group 4,Group 2,15300,2618,2152,4368,14.07%,28.55%
"215","215. 여의도고교 앞",Group 4,Group 4,15292,2965,2646,3924,17.30%,25.66%
"3899","3899. 아차산역 2번출구",Group 4,Group 2,15288,2170,2387,4702,15.61%,30.76%
"4181","4181. 보라매공원역 2번출구",Group 4,Group 2,15266,2054,2734,4408,17.91%,28.87%
"289","289. 대림3동사거리",Group 4,Group 4,15207,2685,2470,3568,16.24%,23.46%
"4711","4711. 올림픽기념 국민생활관 로터리",Group 4,Group 4,15196,3668,1809,3395,11.90%,22.34%
"2056","2056. 동작구민 체육센터",Group 4,Group 4,15180,3564,2394,2866,15.77%,18.88%
"239","239. 유스호스텔 앞",Group 4,Group 1,15134,2838,3574,2647,23.62%,17.49%
"3984","3984. 가산롯데아이티캐슬",Group 4,Group 1,15048,1145,7415,1702,49.28%,11.31%
"4464","4464. 올림픽공원 북2문 A",Group 4,Group 2,15033,1343,2885,4763,19.19%,31.68%
"1119","1119. 염창동 한마음아파트 앞",Group 4,Group 2,14981,2403,2347,4241,15.67%,28.31%
"5893","5893.한국산업은행",Group 4,Group 1,14952,592,7852,1331,52.51%,8.90%
"3125","3125.연희파크푸르지오아파트 앞",Group 4,Group 4,14950,3257,2141,4287,14.32%,28.68%
"3928","3928.고척아이파크아파트 106동 앞",Group 4,Group 2,14899,2033,2569,4446,17.24%,29.84%
"4238","4238. 상암한샘빌딩앞",Group 4,Group 4,14883,4076,2733,2468,18.36%,16.58%
"1227","1227. 거여역 8번출구 뒤",Group 4,Group 4,14850,3251,3210,2960,21.62%,19.93%
"4965","4965.고덕비즈밸리 쿠쿠강동빌딩",Group 4,Group 2,14827,240,4430,4901,29.88%,33.05%
"2645","2645.잠실나들목2(엘스아파트136동)",Group 4,Group 2,14794,2224,1980,4917,13.38%,33.24%
"426","426. 서울신용보증재단",Group 4,Group 4,14777,2256,3417,3091,23.12%,20.92%
"3763","3763. 등촌태영아파트",Group 4,Group 4,14743,3034,3271,3319,22.19%,22.51%
"148","148. 용강동 주민센터 앞",Group 4,Group 2,14658,3192,2084,4307,14.22%,29.38%
"2375","2375. 수서역 1번출구 앞",Group 4,Group 1,14610,2520,3708,2877,25.38%,19.69%
"4272","4272. 홍남교 사거리",Group 4,Group 2,14601,2669,2154,4117,14.75%,28.20%
"367","367. 독립문역 3-1번출구",Group 4,Group 4,14510,6354,1788,2681,12.32%,18.48%
"610","610. 동대문중 교차로",Group 4,Group 4,14388,3311,2093,3441,14.55%,23.92%
"1834","1834. 월드메르디앙 벤처센터 2차",Group 4,Group 1,14257,658,7093,2166,49.75%,15.19%
"4460","4460. 올림픽훼미리아파트 112동 앞",Group 4,Group 1,14246,2656,3737,2788,26.23%,19.57%
"1960","1960. 구로거리공원 동측(신도림역 방면)",Group 4,Group 4,14123,3305,2095,3500,14.83%,24.78%
