대여소번호,대여소명,클러스터그룹,전체이용건수,평일출근건수,평일퇴근비중(%),주말비중(%)
"2604","2604. 풍납토성 서성벽터A",Group 1,18673,4345,17.45%,25.37%
"1351","1351. 안암2교 옆",Group 1,18652,2739,18.15%,23.55%
"4556","4556. 리버뷰신안인스빌1차 후문",Group 1,18647,4723,24.21%,16.69%
"1824","1824. 독산근린공원 입구",Group 1,18601,4529,12.91%,27.78%
"3013","3013.서울지방고용노동청 앞",Group 1,18597,1012,40.24%,10.75%
"4220","4220. 신촌 청년주택",Group 1,18583,3996,13.47%,28.58%
"417","417. DMC역 2번출구 옆",Group 1,18562,4516,29.32%,16.08%
"2058","2058. 동작경찰서",Group 1,18562,1429,14.85%,32.35%
"214","214. 금융감독원 앞",Group 1,18556,594,45.64%,8.00%
"4024","4024. 꿈의숲 SK뷰 아파트",Group 1,18531,3458,13.23%,23.86%
"4140","4140. 신설동역 4번출구",Group 1,18496,2482,17.35%,22.72%
"3407","3407.안국동사거리(신)",Group 1,18481,2320,20.82%,26.71%
"2658","2658.가락몰 업무동",Group 1,18476,1782,21.66%,19.26%
"4465","4465. 건영아파트앞 사거리",Group 1,18466,2597,17.82%,24.32%
"4418","4418. 종암동 동덕여대 제2생활관 앞",Group 1,18449,2459,15.90%,25.11%
"716","716.신정6동 주민센터 인근",Group 1,18448,2200,16.79%,25.50%
"1450","1450. 화랑대역 7번출구",Group 1,18444,1718,12.81%,22.50%
"2656","2656.풍납동 아이파크 107동 앞",Group 1,18420,2852,21.91%,19.96%
"3860","3860. 건국대학교 정문 앞",Group 1,18403,2201,16.30%,23.39%
"310","310. 청계광장 옆",Group 1,18389,2745,26.02%,16.94%
"4510","4510. 신정네거리역 교차로",Group 1,18376,2931,16.95%,26.91%
"719","719. 홍익병원앞 교차로",Group 1,18375,3862,14.33%,24.28%
"3929","3929. 고척아이파크아파트 205동 앞",Group 1,18375,6603,10.68%,22.68%
"1705","1705. 도봉구청 정문앞",Group 1,18333,1423,20.02%,21.85%
"2901","2901.공릉동풍림아파트 101동",Group 1,18304,5264,9.89%,26.09%
"2067","2067. 보라매역?동작세무서 버스정류장(강남중학교방면)",Group 1,18277,1964,19.10%,27.58%
"1380","1380.월곡역 5번출구 앞",Group 1,18274,2972,16.64%,25.11%
"220","220. 미성아파트 A동 앞",Group 1,18264,2320,27.74%,19.63%
"157","157. 애오개역 4번출구 앞",Group 1,18244,4423,13.51%,24.18%
"4528","4528. 양천구청역 1번출구",Group 1,18222,3645,25.35%,19.09%
"1212","1212. 송파역 2번 출구앞",Group 1,18188,3002,22.29%,21.43%
"1354","1354. 고려대학교 2번출구",Group 1,18184,2108,21.14%,19.96%
"288","288. 쌍용예가(구청별관)",Group 1,18171,3685,18.73%,21.70%
"1030","1030. 미호 플랜트 앞",Group 1,18118,3250,17.94%,26.88%
"1141","1141. 곰달래 문화복지센터 A",Group 1,18050,3284,15.85%,25.88%
"4592","4592. 신길우성4차아파트",Group 1,18034,3177,14.67%,23.36%
"1274","1274. 영파여고 앞",Group 1,18025,2531,14.75%,20.74%
"1830","1830. 빅마켓 금천점 앞",Group 1,18014,4643,23.35%,18.84%
"4522","4522. 신곡시장",Group 1,18011,1865,17.10%,27.19%
"1907","1907. 구일우성(아) 육교 밑",Group 1,17998,4975,13.91%,22.02%
"4567","4567. 한림대학교 강남성심병원 신관",Group 1,17982,2827,16.56%,25.77%
"578","578. 성동세무서 부근",Group 1,17969,4585,23.17%,14.94%
"1530","1530. 광산사거리",Group 1,17965,1594,15.02%,27.75%
"3900","3900. 건국대학교 신공학관",Group 1,17919,776,27.07%,11.47%
"558","558. 성동광진 교육지원청 앞",Group 1,17914,1784,18.63%,23.02%
"3783","3783. 마곡금호어울림아파트",Group 1,17894,4946,14.45%,25.54%
"542","542. 강변역 4번출구 뒤",Group 1,17891,1113,24.21%,30.60%
"201","201. 진미파라곤 앞",Group 1,17858,1814,28.92%,23.42%
"4854","4854. 가락시장역 2번 출구",Group 1,17842,2624,20.31%,23.47%
"2231","2231. 삼성타운(삼성생명) A동 맞은편",Group 1,17837,1115,37.84%,15.08%
"669","669.청계한신휴플러스앞 삼거리",Group 1,17787,5043,13.33%,21.35%
"1738","1738. 창동주공17단지 상가앞",Group 1,17785,3128,18.03%,25.09%
"4491","4491. 장지역 1번출구",Group 1,17770,2642,25.50%,20.89%
"1245","1245. 문정 법조단지9",Group 1,17754,2632,20.18%,29.22%
"2909","2909. 석계역 3번 출구",Group 1,17736,1969,17.96%,28.46%
"3544","3544.한양대역 3번 출구",Group 1,17733,2480,22.09%,20.17%
"1004","1004. 삼성광나루아파트 버스정류장",Group 1,17732,2330,15.48%,30.64%
"1606","1606. 태릉입구역 3번출구",Group 1,17726,1528,16.64%,27.29%
"1305","1305. 성북구청",Group 1,17718,2363,15.27%,26.23%
"3762","3762. 마곡9단지 907동앞",Group 1,17702,5282,12.07%,23.64%
"4080","4080. 창동주공19단지앞",Group 1,17684,2133,18.77%,24.85%
"2332","2332. 선릉역3번출구",Group 1,17683,2404,25.26%,17.84%
"3009","3009. 홍대입구역 사거리",Group 1,17659,634,24.42%,27.26%
"4804","4804. 동서울농협 앞",Group 1,17638,1049,20.06%,25.00%
"571","571. 세종대학교 대양AI센터",Group 1,17633,2610,18.03%,18.23%
"1128","1128. 화곡역 6번출구",Group 1,17611,2800,18.80%,24.37%
"3506","3506. 영동대교 북단",Group 1,17608,2341,18.89%,24.99%
"438","438. 성산2-1 공영주차장",Group 1,17587,2361,16.57%,28.30%
"1385","1385.성신여대입구역 3번출구 앞",Group 1,17565,1989,13.98%,26.64%
"2653","2653.올림픽공원사거리(선수촌아파트)",Group 1,17564,2251,16.68%,29.63%
"4905","4905. 강남경찰서",Group 1,17542,665,38.58%,16.79%
"3415","3415.동대문역6번출구",Group 1,17512,1827,19.66%,26.38%
"4953","4953. 세양청마루아파트 앞",Group 1,17497,3112,15.87%,24.57%
"412","412. DMC산학협력연구센터 앞",Group 1,17479,2349,30.65%,16.22%
"490","490.가온문화공원",Group 1,17420,884,33.56%,18.34%
"4560","4560. 양평동성원아파트",Group 1,17395,2686,24.55%,19.24%
"1928","1928. 고척스카이돔구장 광장",Group 1,17336,2604,15.81%,22.29%
"1199","1199. 우장산역 3번출구",Group 1,17291,2081,17.15%,25.42%
"1804","1804. 독산역 2번출구 자전거주차장",Group 1,17246,4545,25.20%,18.06%
"1827","1827. 독산보도육교 앞 자전거 보관소",Group 1,17244,2145,24.30%,29.31%
"488","488.푸르메병원",Group 1,17238,3478,18.71%,20.17%
"1478","1478.홈플러스 상봉점 앞",Group 1,17230,1778,19.22%,27.95%
"2060","2060. 남성역3번출구 뒤",Group 1,17220,4144,11.24%,27.08%
"1471","1471.동양쇼핑 정류소 앞",Group 1,17214,3167,13.04%,26.19%
"252","252. 보라매역4번출구",Group 1,17184,2237,20.07%,24.17%
"1205","1205. 종합운동장역 4번출구",Group 1,17176,1835,27.68%,26.96%
"3698","3698. 명일역 3번출구 옆",Group 1,17172,2355,20.06%,25.53%
"4207","4207. 아만티호텔 앞",Group 1,17141,1244,22.31%,25.55%
"2414","2414. 도곡역 아카데미스위트 앞",Group 1,17139,2143,24.87%,19.63%
"834","834. 효창공원앞역 3번출구 앞",Group 1,17130,5375,12.86%,22.58%
"680","680.꿈마루어린이도서관 앞",Group 1,17109,1586,14.17%,27.25%
"4121","4121. 서울문화재단 앞",Group 1,17102,3328,23.52%,18.42%
"1841","1841. 가산동 주민센터",Group 1,17068,6416,10.92%,19.09%
"5503","5503. 마포아트센터 앞",Group 1,17067,3753,11.02%,21.40%
"104","104. 합정역 1번출구 앞",Group 1,17065,1446,22.42%,25.80%
"1401","1401. 극동늘푸른아파트",Group 1,17062,1469,13.91%,31.45%
"1681","1681. 현대6차 아파트",Group 1,17034,2469,15.06%,29.26%
"4952","4952.천호시장 버스정류소 옆",Group 1,17031,3142,12.40%,28.93%
"4926","4926. 대치우성아파트 사거리",Group 1,17025,3047,27.67%,18.75%
"418","418. 월드컵경기장역 3번출구 옆",Group 1,17003,609,15.47%,41.02%
"1260","1260. 방이동 한양3차아파트 옆",Group 1,16971,2520,17.98%,26.09%
"1282","1282. 송파소방서 맞은편(성내4교)",Group 1,16968,3970,13.82%,26.08%
"4032","4032. 불암주유소 앞",Group 1,16964,1657,20.70%,27.69%
"1924","1924. 삼부르네상스파크빌",Group 1,16945,4522,21.03%,18.88%
"493","493.홍대입구역 6번출구",Group 1,16941,1397,20.06%,27.73%
"155","155. 가좌역1 번출구 앞",Group 1,16933,3753,20.17%,23.48%
"5154","5154.광진구청 앞",Group 1,16894,1354,21.94%,25.61%
"1108","1108. 공항시장역 2번출구 뒤",Group 1,16891,3165,13.45%,27.10%
"609","609. 제기2교",Group 1,16879,2816,14.82%,27.34%
"521","521. 왕십리역 11번 출구 앞",Group 1,16857,1148,15.89%,26.49%
"178","178. 증산3교 앞",Group 1,16847,3959,12.92%,26.54%
"1931","1931. 개봉역2번출구 A",Group 1,16824,3495,22.90%,20.08%
"1390","1390.석관래미안아트리치",Group 1,16813,2708,14.42%,27.94%
"255","255. 도림사거리",Group 1,16811,2204,14.69%,30.48%
"763","763. 목동11단지 아파트",Group 1,16773,2946,14.15%,26.75%
"1265","1265. 문정동 근린공원",Group 1,16751,3169,16.26%,22.63%
"2202","2202.청계산입구역 1번출구",Group 1,16748,3535,26.37%,18.74%
"2265","2265. 이수고가차도 남단",Group 1,16746,2081,21.13%,25.82%
"1952","1952. 천왕연지타운2단지 앞",Group 1,16713,3355,15.12%,26.50%
"2407","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)",Group 1,16713,1817,23.08%,19.89%
"766","766. 신목동역 3번출구",Group 1,16691,1606,23.86%,29.71%
"2059","2059. 보라매공원 정문",Group 1,16690,1596,24.55%,24.67%
"550","550. 서울시설공단 앞",Group 1,16677,1529,42.08%,11.71%
"4349","4349.삼성화재서초타워",Group 1,16677,1411,23.57%,20.87%
"4812","4812. 묵동 이마트 앞",Group 1,16676,936,18.66%,27.60%
"1204","1204. 거여역 3번출구",Group 1,16652,1766,19.02%,24.50%
"4526","4526. 목동아파트2단지 222동 앞",Group 1,16637,4895,10.41%,25.52%
"1991","1991. 오류동역 맞은편",Group 1,16632,2177,14.39%,27.95%
"1129","1129. 화곡역 1번 출구 앞",Group 1,16581,1937,20.27%,23.95%
"5885","5885. 신정교하부(도림천역 방면)",Group 1,16563,2926,16.32%,27.96%
"145","145. 공덕역 5번출구",Group 1,16559,2743,20.26%,23.84%
"2214","2214. 신반포역 2번출구 앞",Group 1,16556,1072,15.90%,41.01%
"5073","5073. 우장산역 헤링턴타워 앞",Group 1,16554,1901,16.12%,26.63%
"917","917. 녹번역 3번출구",Group 1,16534,3725,19.12%,20.74%
"5514","5514.공덕역 1번출구",Group 1,16522,1516,21.63%,25.46%
"456","456. 숭인2동 주민센터 입구",Group 1,16478,2855,14.07%,23.03%
"650","650. 중랑교사거리",Group 1,16470,1148,14.25%,30.35%
"4480","4480. 가락시장 남1문 사거리",Group 1,16460,3656,19.99%,18.55%
"329","329. 청계2가 사거리 옆",Group 1,16448,1271,28.54%,23.12%
"2252","2252. 잔디마을 마을버스 정류장",Group 1,16424,923,27.76%,22.10%
"4721","4721. 통인시장 정자",Group 1,16407,4089,11.78%,27.50%
"3573","3573.광나루안전체험관",Group 1,16382,3221,16.77%,25.13%
"635","635. 시조사 앞",Group 1,16379,2757,12.62%,23.44%
"5319","5319. 연해피빌 앞",Group 1,16378,1782,14.92%,18.83%
"256","256. 동아에코빌입구",Group 1,16364,3276,13.94%,25.95%
"326","326. 안국역 5번출구 앞",Group 1,16337,2412,22.67%,20.71%
"2627","2627.문정시영아파트 5동 앞 공원",Group 1,16317,3638,15.85%,24.75%
"4386","4386. 현대자동차 동부서비스센터 주변",Group 1,16305,3885,24.42%,15.65%
"4713","4713. 현대 뜨레비앙 아파트 앞",Group 1,16271,1544,21.46%,20.12%
"2725","2725.서울식물원 식물문화센터",Group 1,16257,1476,19.39%,32.02%
"1552","1552. 강북구청사거리",Group 1,16256,864,22.18%,26.27%
"2651","2651.경찰병원역 3번출구 앞",Group 1,16254,3245,17.64%,22.29%
"4468","4468. 가락1동주민센터",Group 1,16252,4238,12.01%,25.17%
"4705","4705. 웰니스센터(민방위교육장 앞)",Group 1,16247,3581,14.90%,19.67%
"2342","2342. 대청역 1번출구  뒤",Group 1,16219,2111,21.91%,25.04%
"2279","2279. 교대역 5번출구뒤",Group 1,16206,2495,19.34%,20.38%
"427","427. 성산시영아파트",Group 1,16200,3232,12.91%,26.66%
"3691","3691. 둔촌역 2번출구",Group 1,16198,1529,24.97%,24.50%
"5774","5774. 가락본동주민센터 인근",Group 1,16164,2103,18.87%,22.06%
"3853","3853. 어린이대공원역 2번출구",Group 1,16142,4234,16.58%,20.46%
"1267","1267. 올림픽공원 남2문 앞",Group 1,16131,2474,16.01%,32.66%
"1404","1404. 동일로 지하차도",Group 1,16120,3011,12.83%,19.40%
"4619","4619. 한강트럼프월드3차 앞",Group 1,16108,2060,16.87%,30.33%
"4453","4453. 위례중앙푸르지오 201동 앞",Group 1,16093,1705,13.83%,29.69%
"3206","3206.문래동 주민센터",Group 1,16089,2054,26.16%,18.48%
"1433","1433. 중화역 2번출구",Group 1,16078,1110,17.27%,25.67%
"525","525. 한양대병원사거리",Group 1,16075,862,16.73%,30.26%
"270","270. 증권거래소후문교차로",Group 1,16066,1638,33.62%,15.67%
"2294","2294. 두상빌딩 앞",Group 1,16049,3918,20.09%,19.06%
"2211","2211. 서초구립반포도서관 앞",Group 1,16040,1709,23.11%,25.29%
"4794","4794. 서울역 서부교차로(3)",Group 1,16040,4642,16.13%,21.55%
"1206","1206. 9호선종합운동장역 9번출구",Group 1,16023,2482,23.09%,23.35%
"107","107. 수협 연남동지점",Group 1,16013,1509,22.99%,23.81%
"1334","1334. 석관동주민센터 앞",Group 1,16012,1915,16.14%,21.96%
"860","860.LG한강 자이아파트 앞",Group 1,15992,1794,16.79%,34.52%
"380","380. CJ제일제당 앞",Group 1,15989,2408,23.22%,16.35%
"345","345. 서울보증보험본사 앞",Group 1,15988,3111,25.76%,12.38%
"1920","1920. 서울미래초등학교 사거리",Group 1,15960,2890,14.71%,24.67%
"4483","4483. 잠실나들목4",Group 1,15943,2338,12.59%,34.94%
"4019","4019. 상계주공10단지 버스정류소",Group 1,15921,2244,15.84%,26.09%
"2110","2110. 조원동 미성아파트",Group 1,15916,1894,19.53%,25.57%
"4393","4393. 상원삼거리 장안철교 아래",Group 1,15911,1595,34.56%,17.67%
"3128","3128.동신병원 맞은편",Group 1,15903,1549,16.08%,31.19%
"5323","5323. 하계역 4번출구 앞",Group 1,15899,2014,18.49%,24.00%
"1987","1987. 개봉아이파크아파트 앞",Group 1,15885,4713,10.63%,28.18%
"4708","4708. 조계사앞사거리",Group 1,15870,1950,22.68%,15.19%
"5097","5097. LG사이언스파크 E2동",Group 1,15860,636,54.98%,4.52%
"3414","3414.종로5가역 4번출구",Group 1,15845,2547,20.18%,22.01%
"4792","4792. 퇴계로4가 교차로(중구청)",Group 1,15841,1917,18.47%,20.90%
"4270","4270. 우국한마음 아파트 맞은편",Group 1,15839,2279,19.34%,22.93%
"758","758. 한사랑교회 앞",Group 1,15815,3391,13.28%,28.35%
"475","475.DDP 패션몰",Group 1,15807,885,14.68%,14.48%
"2737","2737.까치산역 3번 출구",Group 1,15786,1650,17.14%,27.12%
"5088","5088. 등촌역 센터스퀘어",Group 1,15786,1406,17.42%,26.45%
"1306","1306. 한성대입구역2번출구",Group 1,15770,1259,16.29%,29.71%
"4004","4004. 당고개입구오거리 당현천변",Group 1,15763,1732,15.38%,27.17%
"3203","3203.도림동배드민턴체육관",Group 1,15762,3970,12.43%,22.94%
"2605","2605. 복정역 1번 출구 앞",Group 1,15742,1713,34.66%,17.70%
"6171","6171. 월드빌딩 앞",Group 1,15730,1502,17.50%,26.93%
"989","989. 신응교(가좌로) 앞",Group 1,15728,1931,15.06%,30.70%
"2115","2115. 관악구시설관리공단",Group 1,15727,3903,13.23%,24.55%
"2710","2710.라이품 공영주차장 앞",Group 1,15719,3516,16.37%,23.76%
"4657","4657. 본 서부병원 교차로 사거리",Group 1,15719,2325,18.37%,26.11%
"1288","1288. 문정중교 사거리",Group 1,15705,2045,16.51%,25.92%
"605","605. 신설동역8번출구",Group 1,15643,2023,19.39%,24.76%
"1670","1670. 노원경찰서교차로",Group 1,15622,3195,11.98%,19.98%
"420","420. 서울시 공공자전거 상암센터",Group 1,15596,563,14.24%,49.58%
"355","355. 서울사대부설초등학교 앞",Group 1,15595,2216,20.93%,19.87%
"4317","4317. 양재근린공원",Group 1,15586,2962,17.79%,22.40%
"557","557. 도선동 주민센터 앞",Group 1,15573,2922,20.45%,21.40%
"3907","3907. 신도림7차e편한세상아파트 806동 앞",Group 1,15572,3328,11.89%,25.13%
"1003","1003. 해공도서관앞",Group 1,15571,2519,15.67%,27.32%
"1677","1677. 육군사관학교  앞",Group 1,15567,1911,19.89%,27.65%
"2431","2431.대치역 7번출구",Group 1,15567,2133,16.66%,29.52%
"3788","3788. 정곡나들목",Group 1,15558,652,12.21%,43.29%
"2537","2537.양재역 8번출구 앞",Group 1,15542,2113,27.80%,22.22%
"3550","3550.금호나들목",Group 1,15531,2116,14.80%,36.32%
"1929","1929. 고척근린공원 고척도서관 앞",Group 1,15522,1806,14.24%,26.54%
"5326","5326. 대진고교앞 교차로",Group 1,15515,1792,14.90%,27.41%
"1074","1074.대명초교입구 사거리",Group 1,15505,2939,11.56%,27.58%
"6060","6060. 신한은행 본점",Group 1,15501,1756,31.40%,13.44%
"4222","4222. 서울디자인고등학교 앞",Group 1,15492,1927,17.92%,25.68%
"4381","4381. 더스페이스타워 앞",Group 1,15486,1435,26.97%,23.18%
"2054","2054. 삼익아파트",Group 1,15481,3387,10.07%,27.14%
"4089","4089. 동부센트레빌 앞",Group 1,15453,3039,13.41%,25.88%
"2904","2904.중계3차청구아파트",Group 1,15449,1082,14.91%,25.62%
"1440","1440. 면목2동 사거리",Group 1,15430,2118,17.45%,27.02%
"1529","1529. 미아동 한국전력공사",Group 1,15419,1434,19.49%,24.69%
"320","320. 을지로입구역 4번출구 앞",Group 1,15406,2166,23.91%,14.92%
"2821","2821.청구아파트 앞",Group 1,15370,3648,14.59%,22.39%
"3879","3879. 중랑천 뚝방길 산책로 입구",Group 1,15341,3665,15.16%,26.19%
"2902","2902.공릉풍림아파트 108동",Group 1,15335,5016,10.42%,22.51%
"4092","4092. 도봉경찰서 교차로",Group 1,15333,2048,14.42%,22.92%
"2066","2066. 양문교회 앞",Group 1,15323,2451,13.54%,27.19%
"4601","4601.양평역2번출구 뒤",Group 1,15303,3317,21.26%,22.56%
"819","819. 선린인터넷 고등학교",Group 1,15300,2618,14.07%,28.55%
"4076","4076. 도봉통합복지센터 뒤 중랑천 변",Group 1,15300,1309,14.24%,30.09%
"215","215. 여의도고교 앞",Group 1,15292,2965,17.30%,25.66%
"334","334. 종로3가역 2번출구 뒤",Group 1,15289,1744,20.69%,21.56%
"3899","3899. 아차산역 2번출구",Group 1,15288,2170,15.61%,30.76%
"4181","4181. 보라매공원역 2번출구",Group 1,15266,2054,17.91%,28.87%
"700","700. KB국민은행 염창역 지점 앞",Group 1,15263,1766,18.25%,26.60%
"838","838. 숙대입구역 4번출구",Group 1,15260,1784,17.81%,25.64%
"5075","5075. 등촌역 1번출구",Group 1,15228,2099,16.90%,25.30%
"289","289. 대림3동사거리",Group 1,15207,2685,16.24%,23.46%
"455","455. 종로6가역 버스정류장(동대문 방향)",Group 1,15205,1721,18.02%,10.86%
"4711","4711. 올림픽기념 국민생활관 로터리",Group 1,15196,3668,11.90%,22.34%
"4512","4512. 목동13_14단지 사거리",Group 1,15186,2398,17.19%,23.44%
"2056","2056. 동작구민 체육센터",Group 1,15180,3564,15.77%,18.88%
"239","239. 유스호스텔 앞",Group 1,15134,2838,23.62%,17.49%
"4167","4167. 구로교 아래",Group 1,15102,1133,19.29%,27.92%
"915","915. 증산역 4번출구",Group 1,15088,2002,16.25%,26.41%
"3984","3984. 가산롯데아이티캐슬",Group 1,15048,1145,49.28%,11.31%
"3935","3935. 고대구로병원 앞",Group 1,15043,1787,23.39%,18.72%
"1707","1707. 도봉구민회관",Group 1,15037,1769,13.54%,23.26%
"3432","3432.종로2가 사거리",Group 1,15035,1346,20.73%,20.36%
"4464","4464. 올림픽공원 북2문 A",Group 1,15033,1343,19.19%,31.68%
"1685","1685. 불암고등학교 앞 횡단보도",Group 1,15028,2430,15.45%,26.10%
"2911","2911.상계역중앙시장",Group 1,15019,1195,18.44%,28.74%
"1640","1640. 한내근린공원 북측",Group 1,15016,1726,14.38%,31.68%
"1767","1767.방학초등학교 앞",Group 1,15011,2947,12.64%,24.20%
"108","108. 서교동 사거리",Group 1,14995,367,21.56%,31.98%
"1119","1119. 염창동 한마음아파트 앞",Group 1,14981,2403,15.67%,28.31%
"4143","4143.서울동물복지지원센터 동대문",Group 1,14981,949,22.76%,23.53%
"4536","4536. 양천해누리체육공원",Group 1,14957,1474,9.91%,13.08%
"6054","6054.청구e편한세상아파트 113동 앞",Group 1,14956,2875,14.70%,23.84%
"5893","5893.한국산업은행",Group 1,14952,592,52.51%,8.90%
"3125","3125.연희파크푸르지오아파트 앞",Group 1,14950,3257,14.32%,28.68%
"818","818. 숙명여대 입구 교차로",Group 1,14942,2688,12.62%,25.56%
"411","411. DMC홍보관",Group 1,14938,934,36.49%,15.18%
"3121","3121.가좌삼거리",Group 1,14899,1712,18.35%,27.30%
"3928","3928.고척아이파크아파트 106동 앞",Group 1,14899,2033,17.24%,29.84%
"339","339. 종로4가 사거리",Group 1,14887,1061,21.45%,18.34%
