대여소번호,대여소명,클러스터그룹,전체이용건수,평일출근건수,평일퇴근비중(%),주말비중(%)
"1372","1372. KEB은행 고대점",Group 4,11668,447,19.17%,24.34%
"1775","1775.신원리베르텔 앞",Group 4,11666,505,19.75%,25.89%
"594","594. 중랑물재생센터(서울새활용플라자)",Group 4,11656,593,44.76%,11.94%
"2085","2085.강남중학교 앞",Group 4,11651,2264,15.13%,25.57%
"2090","2090.기아자동차 사당점 앞",Group 4,11640,2779,13.93%,26.13%
"3665","3665. 고덕센트럴 아이파크상가 앞",Group 4,11621,1929,11.07%,26.31%
"4867","4867. 가락대림아파트 앞",Group 4,11611,2198,16.60%,24.44%
"4549","4549.목동4단지아파트",Group 4,11606,1912,14.30%,29.36%
"3925","3925. 중앙유통단지 앞 B",Group 4,11597,402,41.97%,6.36%
"4674","4674. 녹번역e편한세상 캐슬 정문 앞",Group 4,11594,1617,17.16%,27.53%
"805","805. 문배어린이공원 앞",Group 4,11571,2278,13.68%,24.39%
"4018","4018. 상계주공15단지 버스정류소",Group 4,11559,1934,17.52%,25.33%
"2111","2111. 서울대입구역 1번출구",Group 4,11556,936,15.93%,27.80%
"2642","2642.마천동 성내천 쉼터",Group 4,11554,1991,10.97%,27.32%
"2308","2308. 압구정파출소 앞",Group 4,11530,999,22.79%,25.57%
"5857","5857. U레지던스 앞",Group 4,11526,3583,11.05%,25.47%
"4629","4629. 한강초교보도육교 앞",Group 4,11521,574,22.26%,30.56%
"5872","5872. 서경팰리스 앞",Group 4,11505,1705,14.13%,23.78%
"1178","1178. 개화산역 2번 출구",Group 4,11504,1649,18.93%,25.92%
"661","661. 경희대학교 청운관",Group 4,11502,679,24.87%,19.43%
"1396","1396.래미안장위퍼스트하이(513동)",Group 4,11497,2500,14.48%,26.10%
"672","672.대광고등학교",Group 4,11493,1689,14.04%,23.12%
"3988","3988. 엘아르베뉴 102동 앞",Group 4,11476,2857,23.81%,18.02%
"962","962. 은평뉴타운엘크루 앞",Group 4,11463,430,17.46%,29.12%
"3980","3980. 금천현대홈타운 후문 서부샛길",Group 4,11442,3517,13.04%,21.85%
"2914","2914.서울과학기술대학교(미래관)",Group 4,11420,425,29.55%,11.37%
"1361","1361. 홍익중고 입구",Group 4,11409,2337,12.55%,25.51%
"181","181. 망원초록길 입구",Group 4,11406,743,14.92%,40.16%
"3959","3959. 시흥사거리(시흥동 994-3 앞)",Group 4,11404,2618,17.67%,24.26%
"4825","4825. 신내동 벽산아파트 후문 앞",Group 4,11392,2785,11.84%,23.85%
"2706","2706.강서공업고등학교 앞",Group 4,11377,2671,14.60%,25.79%
"399","399. 서울역 센트럴 자이아파트",Group 4,11371,3250,17.41%,22.36%
"4499","4499. 세양청마루 101동 앞",Group 4,11364,2614,13.62%,25.18%
"1953","1953. 천왕역 4번출구 뒤",Group 4,11356,1776,22.39%,21.81%
"1557","1557.신창교",Group 4,11349,1561,15.57%,25.50%
"170","170. DMC파크뷰자이아파트 302동 앞",Group 4,11341,2894,11.62%,29.13%
"4478","4478. 문정근린공원2",Group 4,11338,2166,13.08%,22.23%
"4530","4530. 방아다리어린이공원",Group 4,11328,1522,14.25%,26.99%
"5860","5860. 어울림병원 앞",Group 4,11301,2779,11.93%,25.13%
"1565","1565.수유사거리",Group 4,11298,1070,17.56%,26.67%
"2091","2091. 이수역9번출구",Group 4,11298,891,21.40%,25.28%
"552","552. 대림아크로리버 앞",Group 4,11289,1315,14.08%,28.65%
"2012","2012. 대림사거리(동작상떼빌아파트)",Group 4,11287,1584,18.75%,24.72%
"4208","4208. 스타벅스(동교동) 앞",Group 4,11283,421,28.06%,25.79%
"739","739. 신월사거리",Group 4,11282,2109,14.20%,18.78%
"2511","2511. 이수역 6번출구 앞",Group 4,11265,1811,20.28%,22.92%
"4887","4887. 호돌이상가",Group 4,11260,2037,19.90%,23.66%
"4427","4427. 동일하이빌뉴시티",Group 4,11259,1294,17.77%,27.15%
"762","762. 오목로 무중력지대 앞",Group 4,11248,636,20.22%,29.63%
"182","182. 망원2빗물펌프장 앞",Group 4,11246,1123,15.55%,36.81%
"2324","2324. 천주교 대치 2동 교회 옆",Group 4,11226,1004,20.72%,27.17%
"984","984.상신초등학교앞 버스정류장",Group 4,11224,2153,12.25%,26.80%
"752","752. 성원2차 아파트",Group 4,11184,2798,14.10%,25.04%
"4138","4138. 조일빌딩 앞",Group 4,11177,2518,17.62%,23.04%
"2191","2191.대학동주민센터",Group 4,11176,1357,14.48%,27.44%
"346","346. 맥스타일 앞",Group 4,11168,564,19.05%,21.01%
"2179","2179. 양녕로 입구",Group 4,11162,993,15.71%,30.44%
"1722","1722. 창동청소년수련관",Group 4,11154,1833,14.63%,18.97%
"2409","2409. 역삼동 디오슈페리움 (우성아파트 사거리)",Group 4,11139,1073,25.38%,19.78%
"3587","3587.우성식품 앞",Group 4,11133,2354,12.40%,25.77%
"743","743. 현대6차아파트 101동 옆",Group 4,11126,1953,14.26%,17.65%
"2603","2603. 송파 글마루 도서관",Group 4,11110,1838,12.83%,25.38%
"4406","4406. 장곡초등학교 앞",Group 4,11107,1700,12.57%,25.36%
"300","300. 정동사거리",Group 4,11090,2584,20.26%,17.29%
"4643","4643. 한가람아파트 앞",Group 4,11069,910,15.36%,37.12%
"4062","4062. 평화도봉공원 주변",Group 4,11042,1443,17.29%,26.62%
"4803","4803. 상봉2동 주민센터 앞",Group 4,11038,1768,15.13%,24.23%
"2823","2823.중앙유통단지 앞",Group 4,11029,820,33.18%,12.02%
"519","519. 양지사거리",Group 4,11022,1748,20.30%,23.28%
"5314","5314. 월계1동주민센터 앞",Group 4,11017,1364,15.46%,24.57%
"4224","4224. 서부운전면허시험장",Group 4,11013,2173,15.12%,21.26%
"6190","6190.마곡광장(마곡나루역 6번출구)",Group 4,11011,3376,22.30%,18.50%
"3803","3803. 남서울중학교",Group 4,11009,1962,14.08%,24.67%
"2819","2819.하늘숲초등학교 앞",Group 4,11000,2825,14.01%,21.80%
"537","537. 한양대후문역 부근",Group 4,10996,1034,14.65%,28.03%
"1961","1961. 신도림테크노근린공원",Group 4,10996,1416,34.50%,21.51%
"852","852. 청암자이아파트 앞",Group 4,10973,1737,16.79%,29.67%
"2415","2415.한티역 롯데백화점 앞",Group 4,10961,848,19.93%,27.69%
"1322","1322. 래미안라센트아파트 103동 앞",Group 4,10956,2531,9.10%,25.59%
"3628","3628. 역삼1동 주민센터",Group 4,10955,891,25.26%,21.43%
"5076","5076. 메이필드호텔앞",Group 4,10944,689,53.51%,10.43%
"5876","5876. 에이스하이테크시티 4동 앞",Group 4,10934,516,41.28%,13.12%
"4520","4520. 대성유니드아파트",Group 4,10927,2279,14.62%,24.67%
"3417","3417.창신3동주민센터",Group 4,10906,2036,12.88%,23.25%
"2633","2633.송파학사 옆",Group 4,10898,1855,14.25%,32.70%
"2410","2410. 포스코피앤에스타워 (역삼역 3번출구 부근)",Group 4,10872,1430,28.61%,15.68%
"1068","1068.명일파출소",Group 4,10866,1150,18.66%,24.94%
"2175","2175. 신림동걷고싶은문화의거리입구",Group 4,10858,729,13.80%,28.77%
"1806","1806. 에이스하이엔드타워9차 앞",Group 4,10856,1272,48.25%,12.04%
"817","817. 삼각지역 4번출구 앞",Group 4,10850,1967,13.63%,27.86%
"2920","2920.상계중학교(당현2교사거리)",Group 4,10848,1364,15.59%,29.29%
"1016","1016. 해뜨는 주유소옆 리엔파크 109동앞",Group 4,10841,1754,16.10%,25.62%
"2276","2276. 영동1교 (양재천근린공원)",Group 4,10831,1189,19.27%,32.06%
"2206","2206. 언남초등학교 앞",Group 4,10816,2720,15.67%,21.27%
"4084","4084. 도봉동실내스포츠센터",Group 4,10806,1602,14.77%,24.25%
"1916","1916. 구로중학교앞",Group 4,10796,2179,15.54%,25.26%
"485","485.서울역5번출구",Group 4,10784,1872,26.47%,19.38%
"3812","3812. KT관악지점",Group 4,10780,1390,12.80%,26.42%
"5090","5090. 대상연구소",Group 4,10772,464,52.27%,9.07%
"5329","5329. 상계주공15단지 1509동 앞",Group 4,10750,2337,13.85%,22.74%
"3529","3529. 어린이대공원정문",Group 4,10747,1499,17.97%,28.58%
"4226","4226. 마포프레스티지자이 1",Group 4,10746,2721,13.81%,23.98%
"2912","2912.대진고등학교",Group 4,10737,781,15.00%,31.27%
"3516","3516. 구의아리수정수센터앞",Group 4,10725,3066,11.29%,24.52%
"1639","1639. 희성오피앙",Group 4,10723,1556,16.51%,27.53%
"4791","4791. 명동역9번 출구",Group 4,10705,1696,19.50%,24.90%
"828","828. 숙대입구역 8번",Group 4,10703,888,17.80%,27.09%
"1395","1395.래미안장위포레카운티(102동)",Group 4,10703,2094,13.31%,28.71%
"1514","1514. 강북구청 사거리 버스정류소 앞",Group 4,10688,839,17.18%,24.77%
"4211","4211. 시석빌딩 앞",Group 4,10687,294,18.30%,34.93%
"1196","1196. 서울식물원(문화센터) 건너편",Group 4,10682,1993,37.47%,11.70%
"2082","2082.7호선 이수역7번출구",Group 4,10674,1100,21.42%,23.78%
"836","836. 현대자동차서비스 앞",Group 4,10669,663,23.94%,32.23%
"1690","1690. 도봉운전면허시험장 버스정류장 옆",Group 4,10666,1322,16.59%,21.84%
"673","673.안암골벽산아파트(후문)",Group 4,10658,1297,16.16%,25.73%
"5335","5335. 하계역 1번 출구",Group 4,10653,924,23.05%,24.42%
"445","445.대한상공회의소",Group 4,10651,920,36.16%,11.57%
"301","301. 경복궁역 7번출구 앞",Group 4,10633,2191,12.80%,22.46%
"5894","5894.영등포세무서",Group 4,10628,963,29.82%,18.48%
"3425","3425.광화문 풍림스페이스본 1단지앞",Group 4,10620,2696,12.31%,22.82%
"5775","5775. 가락시장역 5번출구",Group 4,10615,1435,23.01%,18.72%
"4008","4008. 하계 어린이 공원",Group 4,10586,1971,14.53%,26.59%
"1526","1526. 강북종합시장 앞",Group 4,10582,1418,12.69%,26.43%
"379","379. 서울역9번출구",Group 4,10565,1466,23.99%,22.39%
"3985","3985. 디폴리스 지식산업센터",Group 4,10542,811,55.41%,11.34%
"464","464. 삼청동 골목",Group 4,10526,1531,15.29%,21.60%
"586","586. 마장동 주민센터",Group 4,10523,2800,8.82%,25.92%
"637","637. KAIST 경영대학 앞",Group 4,10510,846,20.58%,21.70%
"4636","4636. 용산구꿈나무종합타운 앞",Group 4,10501,1311,17.30%,26.25%
"640","640. 동대문경찰서 교차로",Group 4,10493,2091,15.87%,23.53%
"506","506. 금호 어울림 아파트 앞",Group 4,10487,687,40.87%,17.86%
"4350","4350.누리숲어린이공원 앞",Group 4,10485,1425,19.12%,26.02%
"3547","3547.상왕십리역 6번 출입구",Group 4,10469,911,21.70%,26.34%
"2547","2547. 반포래미안 리오센트",Group 4,10468,1750,17.50%,27.41%
"5328","5328.롯데캐슬시그니처아파트 앞",Group 4,10466,1967,14.87%,24.07%
"441","441.염천교사거리",Group 4,10454,1450,35.25%,9.61%
"1302","1302. 한성대입구역6번출구 뒤",Group 4,10454,1943,14.63%,24.38%
"128","128. 신촌역(2호선) 1번출구 옆",Group 4,10442,1054,22.66%,24.54%
"4576","4576.보라매sk뷰 108동 앞",Group 4,10440,2723,12.09%,23.64%
"2105","2105. 미성동 신림체육센터",Group 4,10436,1783,11.96%,25.21%
"4545","4545. 청소년음악센터",Group 4,10422,1450,10.21%,23.79%
"3801","3801. 이랜드글로벌R&D센터",Group 4,10415,360,55.00%,8.29%
"1145","1145. 곰달래 문화복지센터 B",Group 4,10410,1278,13.02%,28.12%
"1930","1930. 개봉지구대 개봉치안센터",Group 4,10408,2279,12.77%,24.08%
"461","461. 서울경찰청",Group 4,10395,2443,16.96%,18.86%
"3718","3718. 번동3단지 버스정류장",Group 4,10377,997,18.70%,27.55%
"1469","1469.먹골역 4번출구",Group 4,10370,1350,18.14%,25.95%
"1540","1540. 가오리역",Group 4,10362,1288,16.55%,27.52%
"1332","1332. 석계역 5번출구 건너편",Group 4,10358,985,16.71%,27.58%
"5318","5318. 극동의 푸른별 아파트 뒤(중계4동주민센터 앞)",Group 4,10356,2496,9.96%,21.39%
"1339","1339. 삼성전자서비스 성북센터",Group 4,10355,1553,15.01%,24.58%
"5506","5506. 월드컵참누리아파트",Group 4,10353,2442,13.42%,26.18%
"3505","3505. 신양초교앞 교차로",Group 4,10351,1072,14.72%,29.04%
"5764","5764. 한국체육대학교",Group 4,10341,649,21.51%,29.36%
"3786","3786. 강서힐스테이트 상가 앞",Group 4,10332,1328,16.14%,26.46%
"1468","1468.먹골역 7번 출구",Group 4,10327,1107,16.20%,26.58%
"6176","6176. 유광사 여성병원 앞",Group 4,10313,1570,15.75%,26.18%
"526","526. 용답토속공원 앞",Group 4,10309,1794,35.90%,11.14%
"2315","2315. 봉은사역 5번출구 옆",Group 4,10303,1364,29.06%,21.32%
"1464","1464.중화역 4번출구",Group 4,10298,1051,17.74%,27.52%
"4463","4463. 방이역 2번 출구",Group 4,10239,1876,16.00%,25.25%
"6178","6178. 마스터밸류에이스 지식산업센터",Group 4,10230,680,31.05%,22.13%
"1869","1869.롯데캐슬골드파크3차 301동 앞",Group 4,10226,3199,10.79%,19.37%
"2655","2655.송이공원",Group 4,10223,1777,14.81%,28.01%
"115","115. 마스타 빌딩 앞",Group 4,10221,1155,14.61%,27.25%
"440","440. 하늘공원 입구",Group 4,10210,273,17.00%,48.90%
"3558","3558.마장동 금호어울림APT앞",Group 4,10192,1433,13.98%,28.39%
"4269","4269. 연희IC 남측",Group 4,10190,1065,15.72%,28.52%
"4826","4826. 홈플러스 면목점",Group 4,10181,1627,13.73%,25.16%
"782","782.서남병원 후문",Group 4,10178,2512,16.62%,22.06%
"191","191. 서우빌딩",Group 4,10164,1983,11.97%,24.95%
"3103","3103. 홍제삼거리 북측",Group 4,10152,1319,15.34%,27.80%
"1217","1217. 송파파인타운 7단지",Group 4,10147,1311,17.40%,26.87%
"3207","3207.양남사거리1",Group 4,10140,1412,26.56%,17.41%
"3520","3520. 광진경찰서",Group 4,10109,2191,13.37%,23.93%
"4860","4860. 가락쌍용2차아파트 103동",Group 4,10107,1376,18.53%,28.39%
"3815","3815. 광일빌딩",Group 4,10089,1862,11.01%,28.06%
"4123","4123. 배봉초교 교차로",Group 4,10082,1593,22.22%,24.52%
"3123","3123.DMC파크뷰자이1단지 110동 앞",Group 4,10077,2055,12.98%,29.02%
"353","353. 재동초교 앞 삼거리",Group 4,10076,875,21.70%,29.30%
"1828","1828. 독산동 한양수자인아파트 앞",Group 4,10066,2855,12.64%,21.24%
"4320","4320. 비석공원",Group 4,10056,1227,23.61%,27.40%
"925","925. 불광역 2번출구",Group 4,10055,793,21.76%,25.21%
"122","122. 신성기사식당 앞",Group 4,10037,1717,15.15%,26.90%
"1719","1719. 신도봉사거리 버스정류장",Group 4,10031,1561,17.91%,25.21%
"2606","2606. 위례동주민센터",Group 4,10029,2024,18.93%,25.24%
"4133","4133.래미안허브리츠아파트 앞",Group 4,10028,1552,17.60%,24.89%
"2390","2390. 구룡마을 입구 (래미안블레스티지 아파트)",Group 4,10020,1855,12.39%,26.71%
"5342","5342. 상계공원 입구",Group 4,10017,2193,12.43%,26.59%
"4367","4367. kt 행당빌딩 앞",Group 4,10010,1030,15.77%,27.02%
"344","344. 성균관대 E하우스 앞",Group 4,10002,1760,13.23%,23.54%
"2212","2212.서초현대4차아파트 201동 맞은편",Group 4,9986,2077,12.77%,26.99%
"520","520. 상왕십리역 4번 출구 앞",Group 4,9981,1514,19.17%,22.29%
"3311","3311.서울대입구역 4번 출구",Group 4,9954,579,20.86%,25.97%
"4146","4146.이삭어린이공원",Group 4,9952,1723,18.86%,26.09%
"1429","1429. 장안중학교",Group 4,9947,1158,15.86%,26.36%
"1734","1734. 쌍문현대1차아파트 108동 앞",Group 4,9945,2322,10.87%,27.12%
"2089","2089.사당역10번출구(금강빌딩)",Group 4,9939,1073,16.18%,25.98%
"387","387. 훈련원공원주차장 앞",Group 4,9927,996,22.25%,22.55%
"4025","4025. 한천교 동편",Group 4,9920,1066,14.39%,33.36%
"4147","4147.청량리역광장",Group 4,9912,1220,19.65%,27.39%
"4370","4370. 성동교 사거리",Group 4,9904,494,34.40%,19.98%
"2550","2550.양재동 꽃시장 건너편",Group 4,9901,1565,25.12%,20.03%
"1403","1403. 중화빌딩 앞 (동부시장)",Group 4,9897,685,19.51%,29.07%
"4573","4573. 두산위브아파트",Group 4,9880,3008,12.46%,26.83%
"4653","4653. 불광역 9번 출구 맞은편",Group 4,9873,969,16.58%,25.22%
"1170","1170. 강서구보건소",Group 4,9850,1188,15.41%,25.09%
"4105","4105. 서울교통공사사거리 교통섬",Group 4,9847,1612,25.99%,16.59%
"5753","5753. 호반써밋",Group 4,9845,1781,16.96%,25.41%
"4603","4603. 한강GS에클라트 건너편 교통섬",Group 4,9841,1726,22.16%,22.68%
"2241","2241.양재전화국 사거리",Group 4,9826,1373,25.17%,24.38%
"2420","2420.학여울역 사거리(LG베스트샵 앞)",Group 4,9816,3061,19.51%,23.31%
"4846","4846. 상봉동양엔파트 앞",Group 4,9795,1245,12.69%,25.39%
"5759","5759. 풍납근린공원",Group 4,9784,1015,21.39%,26.56%
"5330","5330. 구립수락노인종합복지관",Group 4,9782,2005,16.14%,23.96%
"4212","4212. 한화오벨리스크 앞",Group 4,9776,2395,12.84%,25.57%
"4117","4117. 휘경119안전센터 앞",Group 4,9765,1174,18.38%,26.12%
"285","285. 콤텍시스템 앞",Group 4,9747,1184,24.89%,22.37%
"408","408. LG CNS앞",Group 4,9744,719,35.32%,11.63%
"1553","1553.서울북부고용노동지청",Group 4,9738,1182,15.60%,27.68%
"105","105. 합정역 5번출구 앞",Group 4,9733,548,21.18%,29.71%
"1340","1340. 광운초등학교 앞",Group 4,9728,3044,11.52%,22.01%
"4710","4710. 자교교회 앞",Group 4,9727,1790,14.26%,26.12%
"3420","3420. 성균관대입구 사거리 B",Group 4,9725,894,16.50%,26.70%
"4485","4485. 잠실나루역 고가하부",Group 4,9718,784,23.16%,27.11%
"617","617. 청솔우성아파트 앞",Group 4,9715,2428,9.79%,25.16%
"4689","4689. 은평서해그랑블아파트앞",Group 4,9707,2158,13.21%,25.89%
"4962","4962.고덕비즈밸리 디엠스퀘어 앞",Group 4,9689,197,48.08%,12.79%
"195","195. 모래내고가차도",Group 4,9683,1704,12.99%,26.26%
"3552","3552.서울숲 공영주차장앞",Group 4,9673,216,15.49%,47.93%
"6180","6180.양천향교역 3번출구",Group 4,9660,1888,18.37%,23.67%
"1833","1833. 독산역 1번출구 A",Group 4,9657,3034,15.29%,18.29%
"5313","5313. 중계주공2단지 앞",Group 4,9656,1362,12.79%,30.22%
"156","156. 서울서부지방법원 앞",Group 4,9651,1038,24.56%,21.33%
"3707","3707. 드래곤타워 앞",Group 4,9643,1627,14.94%,25.21%
"430","430. 장충동먹자골목 앞",Group 4,9620,1379,19.14%,22.69%
"3963","3963. 에이스 하드웨어(시흥대로 396) 앞",Group 4,9611,2718,13.73%,20.57%
"251","251. 서울지방병무청 버스정류장",Group 4,9599,1083,17.44%,25.87%
"2514","2514.사평역 2번출구",Group 4,9591,1838,19.03%,23.62%
"2654","2654.올림픽선수촌아파트 136동 앞",Group 4,9591,1537,14.68%,25.58%
"394","394. 경희궁 자이 3단지",Group 4,9589,2807,21.91%,16.68%
"5310","5310. 목련아파트",Group 4,9588,2434,12.54%,20.21%
"2427","2427.개포고등학교 정문앞",Group 4,9584,1364,16.59%,25.28%
"3816","3816. 관악 GSfresh",Group 4,9580,2065,14.48%,24.33%
"982","982. 녹번초등학교(서오릉로)",Group 4,9574,1515,15.87%,26.02%
"5758","5758. 올림픽선수기자촌아파트 123동 근처",Group 4,9566,1438,12.80%,29.17%
"390","390. 충무로역 1번출구",Group 4,9565,990,24.15%,20.82%
"3551","3551.성동도로사업소",Group 4,9564,659,29.09%,12.19%
"4274","4274. 신촌 파랑고래 입구",Group 4,9558,517,15.82%,29.85%
"332","332. 을지로2가 사거리 남측",Group 4,9537,1646,20.81%,14.09%
"4544","4544.경창시장",Group 4,9529,2335,16.32%,22.99%
"4902","4902. 구역삼세무서 교차로",Group 4,9528,1344,28.20%,15.53%
"4842","4842. 면목라온프라이빗 아파트",Group 4,9522,2441,10.59%,26.69%
"1060","1060. 천일초교 사거리",Group 4,9520,1345,17.55%,26.79%
"1659","1659. 중계동 을지중학교",Group 4,9519,1459,11.32%,28.35%
"930","930. 구 서부경찰서 건너편",Group 4,9508,1575,19.49%,25.40%
"1560","1560. 도봉세무서 앞",Group 4,9499,804,17.77%,25.93%
"813","813. 삼각지역 3번출구",Group 4,9498,646,14.49%,33.01%
"5067","5067. 주원 리젠트 앞",Group 4,9497,2241,11.40%,23.26%
"3543","3543. 세종대학교(학술정보원)",Group 4,9494,376,23.29%,16.22%
"1247","1247. 문정 법조단지11",Group 4,9491,1028,22.54%,27.03%
"2301","2301. 현대고등학교 건너편",Group 4,9467,412,20.72%,34.13%
"4216","4216. 망원정 앞",Group 4,9464,2155,14.77%,29.60%
"2170","2170. 조원동 강남힐병원",Group 4,9463,2303,11.20%,26.09%
"714","714. 한국SGI 양천문화회관 앞",Group 4,9460,2177,16.33%,23.42%
"452","452. 동대문 종합시장 버스정류장",Group 4,9452,1184,18.49%,21.52%
"4552","4552. 코레일유통본사",Group 4,9434,1832,27.50%,9.70%
"4175","4175. 대방역2번출구",Group 4,9432,1092,19.83%,23.46%
"2009","2009. 보라매역 8번출구",Group 4,9423,890,18.08%,26.65%
"1402","1402. 금란주차장 앞",Group 4,9420,1400,12.78%,25.89%
"1976","1976. 남구로역 5번 출입구 앞",Group 4,9419,2051,17.86%,17.17%
"3912","3912. 삼호아파트 앞",Group 4,9413,1021,14.20%,27.04%
"4423","4423.현대백화점 미아점",Group 4,9390,1784,11.73%,30.59%
"950","950. 구산역 2번 출구 예일여고 버스정류장",Group 4,9349,1275,16.38%,28.57%
"1750","1750. 창포원 남쪽 입구",Group 4,9348,613,16.62%,32.86%
"4095","4095. 방학브라운스톤아파트",Group 4,9336,1363,15.61%,24.51%
"3618","3618. 서울율현초교 삼거리",Group 4,9317,1681,15.64%,25.10%
"750","750. 연의근린공원 건너편",Group 4,9314,2661,12.10%,24.07%
"4518","4518. 청기와빌딩",Group 4,9312,1617,17.31%,25.76%
"1239","1239. 문정 법조단지3",Group 4,9309,2090,24.50%,20.08%
"4104","4104. 외대앞역 교차로",Group 4,9308,956,16.73%,28.67%
"720","720. 서울강월초등학교 앞",Group 4,9294,1489,14.23%,25.92%
"1336","1336. 성북3교 위",Group 4,9284,1781,12.71%,26.38%
"591","591. 건국대학교 (행정관)",Group 4,9278,456,20.79%,13.05%
"4800","4800. 필동 삼거리",Group 4,9271,1050,21.85%,15.89%
"3008","3008.DMC역7번출구",Group 4,9268,2889,24.08%,12.73%
"1437","1437. 늘푸른공원 앞",Group 4,9265,1697,16.82%,24.53%
"1139","1139. 용문사 버스정류장",Group 4,9264,2153,11.64%,21.66%
"1346","1346. 길음8골어린이공원 옆",Group 4,9259,1622,11.29%,26.90%
"1754","1754. 창동시장입구 사거리",Group 4,9259,816,16.95%,27.27%
"4329","4329. SC제일은행 양재동지점 앞",Group 4,9240,2064,22.41%,19.22%
"1289","1289. 풍납토성 서성벽터B",Group 4,9227,1574,22.71%,21.60%
"665","665.이문동 쌍용아파트 정문",Group 4,9226,2081,12.49%,28.08%
"2317","2317. 삼성도로공원",Group 4,9213,520,26.13%,30.17%
"1454","1454. 한국전력공사(동대문 중랑지사)",Group 4,9207,1348,14.39%,24.86%
"2353","2353. 강남구청역 2번출구 뒤",Group 4,9206,930,26.90%,21.97%
"282","282. 신한은행 대림동지점",Group 4,9204,1377,15.04%,25.09%
"4116","4116. 이문e편한세상아파트 앞",Group 4,9167,1525,16.90%,25.31%
"4640","4640. 원효로2가 교차로",Group 4,9166,1299,18.27%,26.64%
"3115","3115.북아현 치안센터 인근",Group 4,9164,2018,10.89%,27.99%
"1214","1214. 오금역 7번 출구 인근",Group 4,9156,1963,15.31%,21.31%
"391","391. 시립미술관",Group 4,9137,1481,25.26%,18.57%
"2389","2389. 경기여자고등학교 후문 (삼성로3길 입구)",Group 4,9128,1908,12.55%,25.92%
"4394","4394.서울시립24시간게스트하우스",Group 4,9128,874,34.91%,18.05%
"5152","5152.이스트폴 105동 방면 입구",Group 4,9114,1318,15.73%,29.58%
"2237","2237.서울남부터미널 대합실 입구",Group 4,9111,1176,26.61%,23.17%
"2652","2652.송파 레미니스1단지 102동 앞",Group 4,9108,2143,17.75%,24.01%
"2325","2325. 대치삼성아파트 앞 교차로",Group 4,9105,548,18.86%,28.50%
"3956","3956. 대륭테크노타운21차 앞",Group 4,9103,1137,34.16%,17.70%
"3104","3104. e편한세상 신촌4단지 앞",Group 4,9099,1249,14.17%,26.23%
"1993","1993. 금강수목원아파트 앞",Group 4,9097,1867,14.97%,24.03%
"1300","1300. 오륜사거리",Group 4,9093,1687,17.35%,28.73%
"733","733. 신정이펜하우스314동",Group 4,9088,1885,13.80%,26.14%
"2250","2250. 서초유치원 맞은편",Group 4,9081,1511,16.04%,26.89%
"1532","1532. 번3동 주민센터 교차로",Group 4,9072,1468,17.98%,25.78%
"4951","4951. 강동농협 버스정류소 앞(광채빌라)",Group 4,9065,1719,15.79%,27.19%
"2271","2271. 내방역 8번출구 앞",Group 4,9062,956,21.08%,25.84%
"1425","1425. 신성미소지움아파트",Group 4,9059,1328,13.37%,18.29%
"4035","4035. 휴플러스 수락한신아파트 101동 앞",Group 4,9059,2095,12.32%,28.22%
"2242","2242.양재역 10번 출구 앞",Group 4,9041,2159,22.49%,17.51%
"1159","1159. 서서울모터리움 앞",Group 4,9038,732,37.75%,13.04%
"3753","3753. 공항중학교 버스정류장",Group 4,9033,2469,15.00%,21.50%
"2524","2524.반포쇼핑타운 8동 앞",Group 4,9018,524,20.03%,28.39%
"1391","1391.성북청소년센터",Group 4,9017,1503,12.24%,28.20%
"2156","2156. 신림푸르지오아파트",Group 4,9013,1843,14.04%,25.11%
"2215","2215. 반포종합운동장 입구",Group 4,9002,871,13.41%,29.29%
"3686","3686. 고덕 래미안 힐스테이트(101동)",Group 4,8999,1789,12.52%,28.20%
"607","607. 신이문역 2번출구",Group 4,8992,1197,22.53%,22.60%
"1862","1862.MD호텔 앞",Group 4,8984,2911,15.33%,18.02%
"4923","4923.수협대치동지점",Group 4,8982,1233,20.31%,27.12%
"4408","4408. 돌곶이역 앞",Group 4,8978,710,25.35%,21.05%
"5864","5864.장훈고 앞",Group 4,8976,2125,9.80%,21.02%
"395","395. 경희궁 자이 2단지",Group 4,8959,2892,13.93%,21.81%
"1527","1527. 미아역 1번 출구 뒤",Group 4,8959,1195,15.77%,24.69%
"1727","1727. 서울도봉초등학교인근",Group 4,8955,1377,12.26%,29.21%
"628","628. 휘봉고등학교 앞",Group 4,8945,1338,13.47%,22.84%
"2529","2529.우리은행 방배동지점 앞",Group 4,8930,1057,20.87%,26.39%
"948","948. 디지털미디어 시티역 4번출구(DMC역)",Group 4,8913,1130,30.80%,20.40%
"3130","3130.가재울사거리",Group 4,8912,2134,12.87%,25.22%
"2095","2095.경문고등학교 앞",Group 4,8907,1612,12.80%,24.26%
"4341","4341. 영동1교 북단",Group 4,8906,1205,20.09%,30.91%
"5782","5782. 오금현대 아파트 상가입구 앞",Group 4,8897,1133,21.57%,23.75%
"4040","4040. 공릉로 26길",Group 4,8893,1217,10.82%,30.96%
"126","126. 서강대 후문 옆",Group 4,8883,704,18.20%,18.88%
"2820","2820.신세기아파트 앞",Group 4,8875,2585,13.52%,23.52%
"676","676.FITI시험연구원 앞",Group 4,8872,1648,14.24%,21.33%
"2299","2299. 한전아트센터 앞",Group 4,8868,2070,19.00%,17.75%
